"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 50 y más años (049)",2643,49,146,462,675,510,52,749
,,,,,,,,
"URBANA (060)",2586,22,43,142,256,571,881,671
"De 12 a 14 años (061)",3,,,,,,,3
"De 15 a 19 años (062)",59,,,,,,40,19
"De 20 a 24 años (063)",253,,,,,,137,116
"De 25 a 29 años (064)",312,,,,,7,203,102
"De 30 a 34 años (065)",332,,,,,58,194,80
"De 35 a 39 años (066)",340,,,,2,96,170,72
"De 40 a 44 años (067)",265,,,1,8,127,89,40
"De 45 a 49 años (068)",247,,,2,29,135,43,38
"De 50 y más años (069)",775,22,43,139,217,148,5,201
"PEA (070)",1037,1,6,34,83,248,363,302
"De 15 a 19 años (072)",11,,,,,,8,3
"De 20 a 24 años (073)",82,,,,,,35,47
"De 25 a 29 años (074)",143,,,,,2,81,60
"De 30 a 34 años (075)",167,,,,,27,94,46
"De 35 a 39 años (076)",181,,,,1,51,88,41
"De 40 a 44 años (077)",114,,,,1,54,37,22
"De 45 a 49 años (078)",104,,,1,12,53,17,21
"De 50 y más años (079)",235,1,6,33,69,61,3,62
"Ocupada (080)",1013,1,6,34,81,242,354,295
"De 15 a 19 años (082)",9,,,,,,7,2
"De 20 a 24 años (083)",75,,,,,,33,42
"De 25 a 29 años (084)",139,,,,,2,78,59
"De 30 a 34 años (085)",167,,,,,27,94,46
"De 35 a 39 años (086)",177,,,,1,49,86,41
"De 40 a 44 años (087)",112,,,,1,52,37,22
"De 45 a 49 años (088)",102,,,1,12,52,16,21
"De 50 y más años (089)",232,1,6,33,67,60,3,62
"Desocupada (090)",24,,,,2,6,9,7
"De 15 a 19 años (092)",2,,,,,,1,1
"De 20 a 24 años (093)",7,,,,,,2,5
"De 25 a 29 años (094)",4,,,,,,3,1
"De 35 a 39 años (096)",4,,,,,2,2,
"De 40 a 44 años (097)",2,,,,,2,,
"De 45 a 49 años (098)",2,,,,,1,1,
"De 50 y más años (099)",3,,,,2,1,,
"No PEA (100)",1549,21,37,108,173,323,518,369
"De 12 a 14 años (101)",3,,,,,,,3
"De 15 a 19 años (102)",48,,,,,,32,16
"De 20 a 24 años (103)",171,,,,,,102,69
"De 25 a 29 años (104)",169,,,,,5,122,42
"De 30 a 34 años (105)",165,,,,,31,100,34
"De 35 a 39 años (106)",159,,,,1,45,82,31
"De 40 a 44 años (107)",151,,,1,7,73,52,18
"De 45 a 49 años (108)",143,,,1,17,82,26,17
"De 50 y más años (109)",540,21,37,106,148,87,2,139
,,,,,,,,
"RURAL (120)",8521,29,127,436,783,1518,3598,2030
"De 12 a 14 años (121)",11,,,,,,,11
"De 15 a 19 años (122)",345,,,,,,234,111
"De 20 a 24 años (123)",1015,,,,,,668,347
"De 25 a 29 años (124)",990,,,,,34,708,248
"De 30 a 34 años (125)",915,,,,1,122,631,161
"De 35 a 39 años (126)",891,,,,4,198,564,125
"De 40 a 44 años (127)",830,,,,9,252,451,118
"De 45 a 49 años (128)",737,,,,59,307,274,97
"De 50 y más años (129)",2787,29,127,436,710,605,68,812
"PEA (130)",2407,1,18,80,207,493,1024,584
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",59,,,,,,41,18
"De 20 a 24 años (133)",275,,,,,,168,107
"De 25 a 29 años (134)",299,,,,,7,205,87
"De 30 a 34 años (135)",319,,,,,44,216,59
"De 35 a 39 años (136)",275,,,,2,58,168,47
"De 40 a 44 años (137)",256,,,,4,91,128,33
"De 45 a 49 años (138)",239,,,,18,111,80,30
"De 50 y más años (139)",684,1,18,80,183,182,18,202
"Ocupada (140)",2375,1,18,79,207,491,1018,561
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",59,,,,,,41,18
"De 20 a 24 años (143)",264,,,,,,166,98
"De 25 a 29 años (144)",293,,,,,7,204,82
"De 30 a 34 años (145)",314,,,,,44,215,55
"De 35 a 39 años (146)",271,,,,2,58,166,45
"De 40 a 44 años (147)",253,,,,4,90,128,31
"De 45 a 49 años (148)",238,,,,18,110,80,30
"De 50 y más años (149)",682,1,18,79,183,182,18,201
"Desocupada (150)",32,,,1,,2,6,23
"De 20 a 24 años (153)",11,,,,,,2,9
"De 25 a 29 años (154)",6,,,,,,1,5
"De 30 a 34 años (155)",5,,,,,,1,4
"De 35 a 39 años (156)",4,,,,,,2,2
"De 40 a 44 años (157)",3,,,,,1,,2
"De 45 a 49 años (158)",1,,,,,1,,
"De 50 y más años (159)",2,,,1,,,,1
"No PEA (160)",6114,28,109,356,576,1025,2574,1446
"De 12 a 14 años (161)",10,,,,,,,10
"De 15 a 19 años (162)",286,,,,,,193,93
"De 20 a 24 años (163)",740,,,,,,500,240
"De 25 a 29 años (164)",691,,,,,27,503,161
"De 30 a 34 años (165)",596,,,,1,78,415,102
"De 35 a 39 años (166)",616,,,,2,140,396,78
"De 40 a 44 años (167)",574,,,,5,161,323,85
"De 45 a 49 años (168)",498,,,,41,196,194,67
"De 50 y más años (169)",2103,28,109,356,527,423,50,610
