"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",913,26,,237,396,56,100,21,77
"Esposa(o)/ compa¤era(o) (050)",44,2,2,10,19,5,2,1,3
"Hijo(a)/ hijastro(a) (051)",1201,189,102,534,340,18,10,3,5
"Yerno/ nuera (052)",26,,,2,15,,5,1,3
"Nieto(a) (053)",94,26,14,34,19,,1,,
"Padres/ suegros (054)",12,3,,5,2,1,,,1
"Otro(a) pariente (055)",323,31,13,111,143,12,5,1,7
"Trabajador(a) del hogar (056)",8,,,4,4,,,,
"Pensionista (057)",6,1,,,3,1,,,1
"Otro(a) no pariente (058)",99,1,,25,37,13,13,3,7
"Mujeres (060)",2829,459,120,1339,736,50,74,11,40
"Jefe o Jefa (061)",360,48,4,152,111,12,16,3,14
"Esposa(o)/ compa¤era(o) (062)",695,80,3,329,211,17,35,5,15
"Hijo(a)/ hijastro(a) (063)",1180,242,93,574,240,15,10,2,4
"Yerno/ nuera (064)",30,,,14,13,,2,,1
"Nieto(a) (065)",111,29,11,55,15,,1,,
"Padres/ suegros (066)",13,7,,4,2,,,,
"Otro(a) pariente (067)",332,49,9,161,100,4,5,1,3
"Trabajador(a) del hogar (068)",34,1,,20,13,,,,
"Pensionista (069)",3,1,,,1,,,,1
"Otro(a) no pariente (070)",71,2,,30,30,2,5,,2
,,,,,,,,,
"RURAL (072)",32114,8832,704,17136,4767,246,252,75,102
"Jefe o Jefa (073)",7447,1114,5,3622,2204,174,191,52,85
"Esposa(o)/ compa¤era(o) (074)",5395,1536,18,3200,569,32,24,6,10
"Hijo(a)/ hijastro(a) (075)",15993,5223,600,8729,1397,28,8,7,1
"Yerno/ nuera (076)",260,21,1,121,108,4,4,1,
"Nieto(a) (077)",768,313,39,371,43,,1,1,
"Padres/ suegros (078)",174,144,,27,2,,,1,
"Otro(a) pariente (079)",1846,450,41,959,372,6,12,4,2
"Trabajador(a) del hogar (080)",17,2,,6,9,,,,
"Pensionista (081)",8,,,,3,,2,1,2
"Otro(a) no pariente (082)",206,29,,101,60,2,10,2,2
"Hombres (084)",15969,3432,358,8284,3404,174,181,63,73
"Jefe o Jefa (085)",6019,528,4,3004,2063,145,158,48,69
"Esposa(o)/ compa¤era(o) (086)",87,15,,44,25,2,1,,
"Hijo(a)/ hijastro(a) (087)",8159,2497,311,4422,900,19,3,6,1
"Yerno/ nuera (088)",169,10,,67,85,3,3,1,
"Nieto(a) (089)",378,147,21,183,26,,1,,
"Padres/ suegros (090)",42,28,,12,1,,,1,
"Otro(a) pariente (091)",986,195,22,496,258,4,6,4,1
"Trabajador(a) del hogar (092)",3,1,,1,1,,,,
"Pensionista (093)",7,,,,3,,2,1,1
"Otro(a) no pariente (094)",119,11,,55,42,1,7,2,1
"Mujeres (096)",16145,5400,346,8852,1363,72,71,12,29
"Jefe o Jefa (097)",1428,586,1,618,141,29,33,4,16
"Esposa(o)/ compa¤era(o) (098)",5308,1521,18,3156,544,30,23,6,10
"Hijo(a)/ hijastro(a) (099)",7834,2726,289,4307,497,9,5,1,
"Yerno/ nuera (100)",91,11,1,54,23,1,1,,
"Nieto(a) (101)",390,166,18,188,17,,,1,
"Padres/ suegros (102)",132,116,,15,1,,,,
"Otro(a) pariente (103)",860,255,19,463,114,2,6,,1
"Trabajador(a) del hogar (104)",14,1,,5,8,,,,
"Pensionista (105)",1,,,,,,,,1
"Otro(a) no pariente (106)",87,18,,46,18,1,3,,1
