"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",377,6,,76,202,23,23,12,35
"Otro(a) no pariente (046)",816,51,13,198,325,55,64,37,73
"Hombres (048)",47778,5083,1713,17477,15712,2409,2638,1198,1548
"Jefe o Jefa (049)",19021,1333,13,7179,6537,1088,1509,456,906
"Esposa(o)/ compa¤era(o) (050)",639,49,2,227,240,36,40,20,25
"Hijo(a)/ hijastro(a) (051)",21731,2864,1413,7969,6752,991,781,572,389
"Yerno/ nuera (052)",822,5,5,151,416,56,112,26,51
"Nieto(a) (053)",2133,501,204,836,449,61,41,27,14
"Padres/ suegros (054)",211,43,,133,18,3,7,3,4
"Otro(a) pariente (055)",2570,258,74,846,1011,127,105,65,84
"Trabajador(a) del hogar (056)",10,,,1,8,1,,,
"Pensionista (057)",246,5,,53,129,14,14,8,23
"Otro(a) no pariente (058)",395,25,2,82,152,32,29,21,52
"Mujeres (060)",47807,6194,1743,18646,13348,2361,2940,1178,1397
"Jefe o Jefa (061)",5584,760,7,2304,1479,276,408,116,234
"Esposa(o)/ compa¤era(o) (062)",16128,1671,22,6823,4607,808,1292,305,600
"Hijo(a)/ hijastro(a) (063)",19651,2746,1387,7240,5324,993,953,581,427
"Yerno/ nuera (064)",1115,26,,280,552,87,94,38,38
"Nieto(a) (065)",2066,460,244,787,420,57,31,51,16
"Padres/ suegros (066)",503,239,,228,31,1,3,,1
"Otro(a) pariente (067)",2134,254,72,815,665,101,114,67,46
"Trabajador(a) del hogar (068)",74,11,,30,24,6,1,,2
"Pensionista (069)",131,1,,23,73,9,9,4,12
"Otro(a) no pariente (070)",421,26,11,116,173,23,35,16,21
,,,,,,,,,
"RURAL (072)",4511,762,138,2264,985,121,132,24,85
"Jefe o Jefa (073)",1130,211,5,623,216,19,36,3,17
"Esposa(o)/ compa¤era(o) (074)",902,164,1,518,132,8,29,,50
"Hijo(a)/ hijastro(a) (075)",2043,297,110,932,538,79,52,17,18
"Yerno/ nuera (076)",75,6,,29,26,4,6,4,
"Nieto(a) (077)",172,31,17,91,25,6,2,,
"Padres/ suegros (078)",27,21,,6,,,,,
"Otro(a) pariente (079)",138,28,5,58,39,4,4,,
"Pensionista (081)",2,,,1,,,1,,
"Otro(a) no pariente (082)",22,4,,6,9,1,2,,
"Hombres (084)",2359,328,79,1190,581,68,71,17,25
"Jefe o Jefa (085)",974,145,4,559,199,16,32,3,16
"Esposa(o)/ compa¤era(o) (086)",33,5,,14,12,1,1,,
"Hijo(a)/ hijastro(a) (087)",1126,138,61,515,319,43,30,11,9
"Yerno/ nuera (088)",29,1,,12,8,2,3,3,
"Nieto(a) (089)",96,16,11,49,17,2,1,,
"Padres/ suegros (090)",8,5,,3,,,,,
"Otro(a) pariente (091)",76,15,3,31,22,3,2,,
"Pensionista (093)",2,,,1,,,1,,
"Otro(a) no pariente (094)",15,3,,6,4,1,1,,
"Mujeres (096)",2152,434,59,1074,404,53,61,7,60
"Jefe o Jefa (097)",156,66,1,64,17,3,4,,1
"Esposa(o)/ compa¤era(o) (098)",869,159,1,504,120,7,28,,50
"Hijo(a)/ hijastro(a) (099)",917,159,49,417,219,36,22,6,9
"Yerno/ nuera (100)",46,5,,17,18,2,3,1,
"Nieto(a) (101)",76,15,6,42,8,4,1,,
"Padres/ suegros (102)",19,16,,3,,,,,
"Otro(a) pariente (103)",62,13,2,27,17,1,2,,
"Otro(a) no pariente (106)",7,1,,,5,,1,,
