"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",154,140,10,4,
"Empleado (057)",13,11,2,,
"Obrero (058)",12,8,3,1,
"Trabajador independiente (059)",33,30,3,,
"Trabajador familiar no remunerado (061)",78,73,2,3,
"Trabajador del hogar (062)",18,18,,,
"De 15 a 29 años (064)",7321,4497,1107,934,783
"Empleado (065)",2717,1120,487,576,534
"Obrero (066)",1727,767,375,343,242
"Trabajador independiente (067)",2233,2030,203,,
"Empleador o patrono (068)",107,70,22,8,7
"Trabajador familiar no remunerado (069)",243,216,20,7,
"Trabajador del hogar (070)",294,294,,,
"De 30 a 44 años (072)",10434,5916,1217,1583,1718
"Empleado (073)",3848,1110,496,974,1268
"Obrero (074)",2258,795,458,573,432
"Trabajador independiente (075)",3710,3486,224,,
"Empleador o patrono (076)",233,164,24,29,16
"Trabajador familiar no remunerado (077)",167,143,15,7,2
"Trabajador del hogar (078)",218,218,,,
"De 45 a 64 años (080)",7068,3920,635,894,1619
"Empleado (081)",2134,497,222,448,967
"Obrero (082)",1816,488,262,420,646
"Trabajador independiente (083)",2714,2578,136,,
"Empleador o patrono (084)",166,128,12,20,6
"Trabajador familiar no remunerado (085)",130,121,3,6,
"Trabajador del hogar (086)",108,108,,,
"De 65 y más años (088)",814,628,68,44,74
"Empleado (089)",123,46,25,22,30
"Obrero (090)",149,70,20,17,42
"Trabajador independiente (091)",458,440,18,,
"Empleador o patrono (092)",28,24,1,3,
"Trabajador familiar no remunerado (093)",48,40,4,2,2
"Trabajador del hogar (094)",8,8,,,
,,,,,
"RURAL (096)",335,136,11,66,122
"Empleado (097)",169,23,4,24,118
"Obrero (098)",80,28,6,42,4
"Trabajador independiente (099)",68,67,1,,
"Empleador o patrono (100)",1,1,,,
"Trabajador familiar no remunerado (101)",15,15,,,
"Trabajador del hogar (102)",2,2,,,
"De 06 a 14 años (104)",1,1,,,
"Trabajador independiente (107)",1,1,,,
"De 15 a 29 años (112)",90,22,5,29,34
"Empleado (113)",50,7,1,9,33
"Obrero (114)",32,7,4,20,1
"Trabajador independiente (115)",4,4,,,
"Empleador o patrono (116)",1,1,,,
"Trabajador familiar no remunerado (117)",2,2,,,
"Trabajador del hogar (118)",1,1,,,
"De 30 a 44 años (120)",118,33,3,23,59
"Empleado (121)",72,6,1,6,59
"Obrero (122)",31,12,2,17,
"Trabajador independiente (123)",12,12,,,
"Trabajador familiar no remunerado (125)",3,3,,,
"De 45 a 64 años (128)",100,55,2,14,29
"Empleado (129)",47,10,2,9,26
"Obrero (130)",14,6,,5,3
"Trabajador independiente (131)",31,31,,,
"Trabajador familiar no remunerado (133)",7,7,,,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",26,25,1,,
"Obrero (138)",3,3,,,
"Trabajador independiente (139)",20,19,1,,
"Trabajador familiar no remunerado (141)",3,3,,,
