"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",6,1,3,2,,
"Organiz. y organos extraterritoriales (042)",2,,,2,,
"Actividad economica no especificada (043)",131,,44,44,25,18
"Mujeres (045)",2324,51,610,757,615,291
"Agric., ganadería, caza y silvicultura (046)",1406,41,318,386,413,248
"Explotación de minas y canteras (048)",17,,6,11,,
"Industrias manufactureras (049)",14,,7,2,5,
"Construcción (051)",11,1,5,2,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",209,3,56,89,50,11
"Comercio al por mayor (054)",6,,,4,2,
"Comercio al por menor (055)",203,3,56,85,48,11
"Hoteles y restaurantes (056)",117,1,41,37,29,9
"Trans., almac. y comunicaciones (057)",6,,5,1,,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",18,,8,7,3,
"Admin.pub. y defensa; p. segur.soc.afil (060)",52,,24,15,12,1
"Enseñanza (061)",250,,67,137,46,
"Servicios sociales y de salud (062)",55,,18,28,8,1
"Otras activ. serv.comun.soc y personales (063)",15,,8,5,2,
"Hogares privados con servicio doméstico (064)",64,5,20,18,17,4
"Actividad economica no especificada (066)",89,,26,19,27,17
,,,,,,
"URBANA (067)",2411,61,660,853,609,228
"Agric., ganadería, caza y silvicultura (068)",1019,49,249,278,275,168
"Explotación de minas y canteras (070)",77,,30,34,13,
"Industrias manufactureras (071)",37,,18,6,9,4
"Suministro de electricidad, gas y agua (072)",9,,,5,2,2
"Construcción (073)",188,2,73,64,45,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",238,4,58,100,55,21
"Venta, mant.y rep. veh.autom.y motoc. (075)",6,,4,2,,
"Comercio al por mayor (076)",9,,1,5,3,
"Comercio al por menor (077)",223,4,53,93,52,21
"Hoteles y restaurantes (078)",72,1,20,24,22,5
"Trans., almac. y comunicaciones (079)",76,,31,31,14,
"Activid.inmobil., empres. y alquileres (081)",40,,11,20,4,5
"Admin.pub. y defensa; p. segur.soc.afil (082)",167,,55,62,48,2
"Enseñanza (083)",277,,49,153,75,
"Servicios sociales y de salud (084)",74,,21,36,17,
"Otras activ. serv.comun.soc y personales (085)",22,1,7,12,2,
"Hogares privados con servicio doméstico (086)",44,4,14,11,11,4
"Organiz. y organos extraterritoriales (087)",2,,,2,,
"Actividad economica no especificada (088)",69,,24,15,17,13
"Hombres (089)",1590,39,452,548,400,151
"Agric., ganadería, caza y silvicultura (090)",725,36,197,185,191,116
"Explotación de minas y canteras (092)",76,,30,33,13,
"Industrias manufactureras (093)",30,,14,6,6,4
"Suministro de electricidad, gas y agua (094)",9,,,5,2,2
"Construcción (095)",181,1,70,63,43,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",113,1,29,44,26,13
"Venta, mant.y rep. veh.autom.y motoc. (097)",6,,4,2,,
"Comercio al por mayor (098)",5,,1,2,2,
"Comercio al por menor (099)",102,1,24,40,24,13
"Hoteles y restaurantes (100)",11,,1,5,5,
"Trans., almac. y comunicaciones (101)",73,,29,30,14,
"Activid.inmobil., empres. y alquileres (103)",31,,8,15,3,5
"Admin.pub. y defensa; p. segur.soc.afil (104)",128,,36,52,39,1
"Enseñanza (105)",126,,13,71,42,
"Servicios sociales y de salud (106)",39,,9,20,10,
"Otras activ. serv.comun.soc y personales (107)",12,1,2,8,1,
"Hogares privados con servicio doméstico (108)",2,,1,1,,
"Organiz. y organos extraterritoriales (109)",2,,,2,,
"Actividad economica no especificada (110)",32,,13,8,5,6
"Mujeres (112)",821,22,208,305,209,77
"Agric., ganadería, caza y silvicultura (113)",294,13,52,93,84,52
"Explotación de minas y canteras (115)",1,,,1,,
"Industrias manufactureras (116)",7,,4,,3,
"Construcción (118)",7,1,3,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",125,3,29,56,29,8
"Comercio al por mayor (121)",4,,,3,1,
"Comercio al por menor (122)",121,3,29,53,28,8
"Hoteles y restaurantes (123)",61,1,19,19,17,5
"Trans., almac. y comunicaciones (124)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (126)",9,,3,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",39,,19,10,9,1
"Enseñanza (128)",151,,36,82,33,
"Servicios sociales y de salud (129)",35,,12,16,7,
"Otras activ. serv.comun.soc y personales (130)",10,,5,4,1,
"Hogares privados con servicio doméstico (131)",42,4,13,10,11,4
"Actividad economica no especificada (133)",37,,11,7,12,7
,,,,,,
"RURAL (134)",5851,86,1492,2006,1531,736
"Agric., ganadería, caza y silvicultura (135)",3517,80,762,910,1086,679
"Pesca (136)",1,,,,,1
"Explotación de minas y canteras (137)",1028,1,320,565,137,5
"Industrias manufactureras (138)",62,1,18,22,17,4
"Suministro de electricidad, gas y agua (139)",6,,2,2,2,
"Construcción (140)",282,1,92,117,68,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",205,1,62,73,58,11
"Venta, mant.y rep. veh.autom.y motoc. (142)",26,,7,12,7,
"Comercio al por mayor (143)",7,,2,3,2,
"Comercio al por menor (144)",172,1,53,58,49,11
"Hoteles y restaurantes (145)",83,,31,29,19,4
"Trans., almac. y comunicaciones (146)",78,,27,35,15,1
"Intermediación financiera (147)",3,,2,,1,
"Activid.inmobil., empres. y alquileres (148)",68,,26,33,8,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",104,,25,48,29,2
"Enseñanza (150)",182,,47,91,43,1
"Servicios sociales y de salud (151)",31,,10,16,4,1
"Otras activ. serv.comun.soc y personales (152)",24,,13,8,3,
"Hogares privados con servicio doméstico (153)",26,2,9,9,6,
"Actividad economica no especificada (155)",151,,46,48,35,22
"Hombres (156)",4348,57,1090,1554,1125,522
"Agric., ganadería, caza y silvicultura (157)",2405,52,496,617,757,483
"Pesca (158)",1,,,,,1
"Explotación de minas y canteras (159)",1012,1,314,555,137,5
"Industrias manufactureras (160)",55,1,15,20,15,4
"Suministro de electricidad, gas y agua (161)",6,,2,2,2,
"Construcción (162)",278,1,90,116,67,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",121,1,35,40,37,8
"Venta, mant.y rep. veh.autom.y motoc. (164)",26,,7,12,7,
"Comercio al por mayor (165)",5,,2,2,1,
"Comercio al por menor (166)",90,1,26,26,29,8
"Hoteles y restaurantes (167)",27,,9,11,7,
"Trans., almac. y comunicaciones (168)",75,,24,35,15,1
"Intermediación financiera (169)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (170)",59,,21,31,6,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",91,,20,43,26,2
"Enseñanza (172)",83,,16,36,30,1
"Servicios sociales y de salud (173)",11,,4,4,3,
"Otras activ. serv.comun.soc y personales (174)",19,,10,7,2,
"Hogares privados con servicio doméstico (175)",4,1,2,1,,
"Actividad economica no especificada (177)",99,,31,36,20,12
"Mujeres (179)",1503,29,402,452,406,214
"Agric., ganadería, caza y silvicultura (180)",1112,28,266,293,329,196
"Explotación de minas y canteras (182)",16,,6,10,,
"Industrias manufactureras (183)",7,,3,2,2,
"Construcción (185)",4,,2,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",84,,27,33,21,3
"Comercio al por mayor (188)",2,,,1,1,
"Comercio al por menor (189)",82,,27,32,20,3
"Hoteles y restaurantes (190)",56,,22,18,12,4
"Trans., almac. y comunicaciones (191)",3,,3,,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",9,,5,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",13,,5,5,3,
"Enseñanza (195)",99,,31,55,13,
"Servicios sociales y de salud (196)",20,,6,12,1,1
"Otras activ. serv.comun.soc y personales (197)",5,,3,1,1,
"Hogares privados con servicio doméstico (198)",22,1,7,8,6,
"Actividad economica no especificada (200)",52,,15,12,15,10
