"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",248,226,21,1,
"Empleado (057)",29,26,3,,
"Obrero (058)",46,35,10,1,
"Trabajador independiente (059)",23,23,,,
"Trabajador familiar no remunerado (061)",127,119,8,,
"Trabajador del hogar (062)",23,23,,,
"De 15 a 29 años (064)",4391,3280,364,258,489
"Empleado (065)",1128,561,127,164,276
"Obrero (066)",975,552,128,84,211
"Trabajador independiente (067)",1562,1481,81,,
"Empleador o patrono (068)",66,50,4,10,2
"Trabajador familiar no remunerado (069)",405,381,24,,
"Trabajador del hogar (070)",255,255,,,
"De 30 a 44 años (072)",5052,3378,398,475,801
"Empleado (073)",1523,408,204,364,547
"Obrero (074)",775,347,84,92,252
"Trabajador independiente (075)",2300,2209,91,,
"Empleador o patrono (076)",112,84,11,15,2
"Trabajador familiar no remunerado (077)",229,217,8,4,
"Trabajador del hogar (078)",113,113,,,
"De 45 a 64 años (080)",2972,2224,196,191,361
"Empleado (081)",643,177,83,136,247
"Obrero (082)",413,220,40,45,108
"Trabajador independiente (083)",1632,1572,60,,
"Empleador o patrono (084)",101,80,10,8,3
"Trabajador familiar no remunerado (085)",115,107,3,2,3
"Trabajador del hogar (086)",68,68,,,
"De 65 y más años (088)",545,490,18,14,23
"Empleado (089)",39,13,5,5,16
"Obrero (090)",71,54,3,7,7
"Trabajador independiente (091)",364,356,8,,
"Empleador o patrono (092)",19,15,2,2,
"Trabajador familiar no remunerado (093)",38,38,,,
"Trabajador del hogar (094)",14,14,,,
,,,,,
"RURAL (096)",19212,17577,778,500,357
"Empleado (097)",929,485,214,93,137
"Obrero (098)",3985,3059,325,384,217
"Trabajador independiente (099)",9189,9076,113,,
"Empleador o patrono (100)",287,248,25,14,
"Trabajador familiar no remunerado (101)",4506,4393,101,9,3
"Trabajador del hogar (102)",316,316,,,
"De 06 a 14 años (104)",843,814,24,4,1
"Empleado (105)",3,3,,,
"Obrero (106)",121,111,7,2,1
"Trabajador independiente (107)",13,13,,,
"Trabajador familiar no remunerado (109)",687,668,17,2,
"Trabajador del hogar (110)",19,19,,,
"De 15 a 29 años (112)",7297,6606,334,227,130
"Empleado (113)",329,195,76,20,38
"Obrero (114)",1919,1458,170,201,90
"Trabajador independiente (115)",2549,2512,37,,
"Empleador o patrono (116)",54,49,3,2,
"Trabajador familiar no remunerado (117)",2256,2202,48,4,2
"Trabajador del hogar (118)",190,190,,,
"De 30 a 44 años (120)",5927,5313,289,179,146
"Empleado (121)",422,203,109,46,64
"Obrero (122)",1168,859,104,124,81
"Trabajador independiente (123)",3275,3233,42,,
"Empleador o patrono (124)",96,77,11,8,
"Trabajador familiar no remunerado (125)",906,881,23,1,1
"Trabajador del hogar (126)",60,60,,,
"De 45 a 64 años (128)",3966,3689,122,82,73
"Empleado (129)",165,79,26,25,35
"Obrero (130)",635,502,43,52,38
"Trabajador independiente (131)",2487,2454,33,,
"Empleador o patrono (132)",101,89,9,3,
"Trabajador familiar no remunerado (133)",539,526,11,2,
"Trabajador del hogar (134)",39,39,,,
"De 65 y más años (136)",1179,1155,9,8,7
"Empleado (137)",10,5,3,2,
"Obrero (138)",142,129,1,5,7
"Trabajador independiente (139)",865,864,1,,
"Empleador o patrono (140)",36,33,2,1,
"Trabajador familiar no remunerado (141)",118,116,2,,
"Trabajador del hogar (142)",8,8,,,
