"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",7461,853,226,2904,2387,219,277,151,444
"Jefe o Jefa (049)",3136,263,1,1230,920,119,203,81,319
"Esposa(o)/ compa¤era(o) (050)",183,11,2,52,58,6,21,11,22
"Hijo(a)/ hijastro(a) (051)",3497,481,202,1418,1217,62,28,43,46
"Yerno/ nuera (052)",44,2,,10,14,2,5,5,6
"Nieto(a) (053)",178,39,14,77,42,4,,1,1
"Padres/ suegros (054)",57,27,,22,5,,1,1,1
"Otro(a) pariente (055)",263,28,6,73,111,16,10,7,12
"Trabajador(a) del hogar (056)",3,,,2,,1,,,
"Pensionista (057)",1,,,,,,,,1
"Otro(a) no pariente (058)",99,2,1,20,20,9,9,2,36
"Mujeres (060)",7809,1618,249,2975,2092,172,252,129,322
"Jefe o Jefa (061)",1146,363,1,378,201,29,64,17,93
"Esposa(o)/ compa¤era(o) (062)",2553,579,8,977,608,64,131,45,141
"Hijo(a)/ hijastro(a) (063)",3372,452,212,1427,1104,67,21,53,36
"Yerno/ nuera (064)",62,,,14,32,2,5,5,4
"Nieto(a) (065)",188,49,22,72,41,2,2,,
"Padres/ suegros (066)",116,99,,14,2,,1,,
"Otro(a) pariente (067)",240,62,6,67,78,4,8,2,13
"Trabajador(a) del hogar (068)",14,3,,7,4,,,,
"Pensionista (069)",2,,,,,,1,,1
"Otro(a) no pariente (070)",116,11,,19,22,4,19,7,34
,,,,,,,,,
"RURAL (072)",32434,7543,1157,14752,8034,348,305,126,169
"Jefe o Jefa (073)",9059,2532,11,4205,1952,108,126,35,90
"Esposa(o)/ compa¤era(o) (074)",5926,2216,14,2602,986,26,45,11,26
"Hijo(a)/ hijastro(a) (075)",14880,1996,1011,7005,4512,170,86,68,32
"Yerno/ nuera (076)",206,4,2,67,111,6,10,2,4
"Nieto(a) (077)",914,220,94,416,174,7,1,2,
"Padres/ suegros (078)",377,315,,56,3,1,,1,1
"Otro(a) pariente (079)",880,220,25,356,244,12,16,3,4
"Trabajador(a) del hogar (080)",5,2,,1,2,,,,
"Pensionista (081)",12,2,,2,1,4,3,,
"Otro(a) no pariente (082)",175,36,,42,49,14,18,4,12
"Hombres (084)",16151,2596,560,7793,4632,195,195,77,103
"Jefe o Jefa (085)",6602,1242,5,3442,1621,85,107,30,70
"Esposa(o)/ compa¤era(o) (086)",482,100,1,231,132,,8,2,8
"Hijo(a)/ hijastro(a) (087)",7827,1004,497,3616,2523,87,50,35,15
"Yerno/ nuera (088)",100,1,1,24,60,4,5,2,3
"Nieto(a) (089)",462,98,42,214,102,4,1,1,
"Padres/ suegros (090)",104,60,,41,1,1,,1,
"Otro(a) pariente (091)",462,77,14,193,157,6,11,2,2
"Trabajador(a) del hogar (092)",2,,,1,1,,,,
"Pensionista (093)",8,2,,2,1,2,1,,
"Otro(a) no pariente (094)",102,12,,29,34,6,12,4,5
"Mujeres (096)",16283,4947,597,6959,3402,153,110,49,66
"Jefe o Jefa (097)",2457,1290,6,763,331,23,19,5,20
"Esposa(o)/ compa¤era(o) (098)",5444,2116,13,2371,854,26,37,9,18
"Hijo(a)/ hijastro(a) (099)",7053,992,514,3389,1989,83,36,33,17
"Yerno/ nuera (100)",106,3,1,43,51,2,5,,1
"Nieto(a) (101)",452,122,52,202,72,3,,1,
"Padres/ suegros (102)",273,255,,15,2,,,,1
"Otro(a) pariente (103)",418,143,11,163,87,6,5,1,2
"Trabajador(a) del hogar (104)",3,2,,,1,,,,
"Pensionista (105)",4,,,,,2,2,,
"Otro(a) no pariente (106)",73,24,,13,15,8,6,,7
