"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 15 a 19 años (022)",412,399,336,53,7,,3,,,,13,79
"De 20 a 24 años (023)",790,706,351,219,90,31,13,2,,,84,561
"De 25 a 29 años (024)",903,808,231,213,187,110,62,3,2,,95,1209
"De 30 a 34 años (025)",877,834,110,134,211,170,165,34,10,,43,2088
"De 35 a 39 años (026)",877,852,73,89,188,177,219,84,21,1,25,2678
"De 40 a 44 años (027)",731,718,49,75,105,119,201,112,49,8,13,2757
"De 45 a 49 años (028)",664,657,48,43,77,100,168,131,67,23,7,2910
"De 50 y más años (029)",2807,2795,184,157,190,289,671,685,404,215,12,14568
"Desocupada (030)",350,323,208,40,22,12,24,8,7,2,27,358
"De 12 a 14 años (031)",7,6,6,,,,,,,,1,
"De 15 a 19 años (032)",76,76,71,5,,,,,,,,5
"De 20 a 24 años (033)",85,77,63,9,4,1,,,,,8,20
"De 25 a 29 años (034)",65,50,35,8,2,1,3,1,,,15,35
"De 30 a 34 años (035)",40,38,19,7,6,4,1,1,,,2,41
"De 35 a 39 años (036)",30,29,6,6,4,3,7,1,1,1,1,79
"De 40 a 44 años (037)",18,18,4,4,5,1,3,1,,,,37
"De 45 a 49 años (038)",8,8,1,,,,4,2,1,,,41
"De 50 y más años (039)",21,21,3,1,1,2,6,2,5,1,,100
"No PEA (040)",10132,9879,4230,868,937,877,1313,941,468,245,253,23897
"De 12 a 14 años (041)",1592,1585,1581,4,,,,,,,7,4
"De 15 a 19 años (042)",1776,1760,1662,85,8,4,1,,,,16,117
"De 20 a 24 años (043)",845,757,407,217,93,30,10,,,,88,534
"De 25 a 29 años (044)",719,657,146,178,168,98,61,6,,,62,1107
"De 30 a 34 años (045)",671,651,74,78,189,146,130,30,4,,20,1684
"De 35 a 39 años (046)",674,655,47,79,141,138,169,63,17,1,19,2073
"De 40 a 44 años (047)",530,522,43,30,71,89,157,87,36,9,8,2101
"De 45 a 49 años (048)",521,514,33,34,61,70,119,125,48,24,7,2362
"De 50 y más años (049)",2804,2778,237,163,206,302,666,630,363,211,26,13915
,,,,,,,,,,,,
"URBANA (060)",6850,6574,2211,882,928,771,908,517,244,113,276,15695
"De 12 a 14 años (061)",651,646,644,2,,,,,,,5,2
"De 15 a 19 años (062)",878,867,803,52,7,3,2,,,,11,83
"De 20 a 24 años (063)",695,605,320,192,63,21,7,2,,,90,423
"De 25 a 29 años (064)",722,631,166,193,160,69,38,3,2,,91,914
"De 30 a 34 años (065)",668,639,66,120,210,143,80,20,,,29,1442
"De 35 a 39 años (066)",667,645,48,95,167,144,143,41,6,1,22,1809
"De 40 a 44 años (067)",542,535,31,63,103,107,139,60,27,5,7,1873
"De 45 a 49 años (068)",479,473,34,39,79,89,115,77,31,9,6,1832
"De 50 y más años (069)",1548,1533,99,126,139,195,384,314,178,98,15,7317
"PEA (070)",3104,2967,585,501,523,427,495,260,128,48,137,8302
"De 12 a 14 años (071)",47,46,46,,,,,,,,1,
"De 15 a 19 años (072)",153,149,125,20,2,,2,,,,4,32
"De 20 a 24 años (073)",328,286,144,97,30,11,2,2,,,42,212
"De 25 a 29 años (074)",411,357,102,112,86,33,21,1,2,,54,494
"De 30 a 34 años (075)",397,379,43,80,118,79,50,9,,,18,827
"De 35 a 39 años (076)",400,391,35,54,105,88,79,24,5,1,9,1080
"De 40 a 44 años (077)",343,338,20,51,64,64,85,35,18,1,5,1137
"De 45 a 49 años (078)",267,265,21,23,43,57,62,35,17,7,2,1005
"De 50 y más años (079)",758,756,49,64,75,95,194,154,86,39,2,3515
"Ocupada (080)",2946,2821,515,475,510,419,475,255,124,48,125,8070
"De 12 a 14 años (081)",45,45,45,,,,,,,,,
"De 15 a 19 años (082)",131,127,107,16,2,,2,,,,4,28
"De 20 a 24 años (083)",295,257,121,94,28,10,2,2,,,38,202
"De 25 a 29 años (084)",382,334,88,107,85,33,18,1,2,,48,474
"De 30 a 34 años (085)",378,361,36,74,117,77,49,8,,,17,803
"De 35 a 39 años (086)",381,372,32,49,101,86,74,24,5,1,9,1038
"De 40 a 44 años (087)",330,325,18,49,60,63,82,34,18,1,5,1104
"De 45 a 49 años (088)",261,259,20,23,43,57,59,34,16,7,2,975
"De 50 y más años (089)",743,741,48,63,74,93,189,152,83,39,2,3446
"Desocupada (090)",158,146,70,26,13,8,20,5,4,,12,232
"De 12 a 14 años (091)",2,1,1,,,,,,,,1,
"De 15 a 19 años (092)",22,22,18,4,,,,,,,,4
"De 20 a 24 años (093)",33,29,23,3,2,1,,,,,4,10
"De 25 a 29 años (094)",29,23,14,5,1,,3,,,,6,20
"De 30 a 34 años (095)",19,18,7,6,1,2,1,1,,,1,24
"De 35 a 39 años (096)",19,19,3,5,4,2,5,,,,,42
"De 40 a 44 años (097)",13,13,2,2,4,1,3,1,,,,33
"De 45 a 49 años (098)",6,6,1,,,,3,1,1,,,30
"De 50 y más años (099)",15,15,1,1,1,2,5,2,3,,,69
"No PEA (100)",3746,3607,1626,381,405,344,413,257,116,65,139,7393
"De 12 a 14 años (101)",604,600,598,2,,,,,,,4,2
"De 15 a 19 años (102)",725,718,678,32,5,3,,,,,7,51
"De 20 a 24 años (103)",367,319,176,95,33,10,5,,,,48,211
"De 25 a 29 años (104)",311,274,64,81,74,36,17,2,,,37,420
"De 30 a 34 años (105)",271,260,23,40,92,64,30,11,,,11,615
"De 35 a 39 años (106)",267,254,13,41,62,56,64,17,1,,13,729
"De 40 a 44 años (107)",199,197,11,12,39,43,54,25,9,4,2,736
"De 45 a 49 años (108)",212,208,13,16,36,32,53,42,14,2,4,827
"De 50 y más años (109)",790,777,50,62,64,100,190,160,92,59,13,3802
,,,,,,,,,,,,
"RURAL (120)",11767,11471,3683,1009,1086,1114,1931,1483,784,381,296,35410
"De 12 a 14 años (121)",1022,1019,1017,2,,,,,,,3,2
"De 15 a 19 años (122)",1386,1368,1266,91,8,1,2,,,,18,118
"De 20 a 24 años (123)",1025,935,501,253,124,41,16,,,,90,692
"De 25 a 29 años (124)",965,884,246,206,197,140,88,7,,,81,1437
"De 30 a 34 años (125)",920,884,137,99,196,177,216,45,14,,36,2371
"De 35 a 39 años (126)",914,891,78,79,166,174,252,107,33,2,23,3021
"De 40 a 44 años (127)",737,723,65,46,78,102,222,140,58,12,14,3022
"De 45 a 49 años (128)",714,706,48,38,59,81,176,181,85,38,8,3481
"De 50 y más años (129)",4084,4061,325,195,258,398,959,1003,594,329,23,21266
"PEA (130)",5381,5199,1079,522,554,581,1031,799,432,201,182,18906
"De 12 a 14 años (131)",34,34,34,,,,,,,,,
"De 15 a 19 años (132)",335,326,282,38,5,,1,,,,9,52
"De 20 a 24 años (133)",547,497,270,131,64,21,11,,,,50,369
"De 25 a 29 años (134)",557,501,164,109,103,78,44,3,,,56,750
"De 30 a 34 años (135)",520,493,86,61,99,95,116,26,10,,27,1302
"De 35 a 39 años (136)",507,490,44,41,87,92,147,61,17,1,17,1677
"De 40 a 44 años (137)",406,398,33,28,46,56,119,78,31,7,8,1657
"De 45 a 49 años (138)",405,400,28,20,34,43,110,98,51,16,5,1946
"De 50 y más años (139)",2070,2060,138,94,116,196,483,533,323,177,10,11153
"Ocupada (140)",5189,5022,941,508,545,577,1027,796,429,199,167,18780
"De 12 a 14 años (141)",29,29,29,,,,,,,,,
"De 15 a 19 años (142)",281,272,229,37,5,,1,,,,9,51
"De 20 a 24 años (143)",495,449,230,125,62,21,11,,,,46,359
"De 25 a 29 años (144)",521,474,143,106,102,77,44,2,,,47,735
"De 30 a 34 años (145)",499,473,74,60,94,93,116,26,10,,26,1285
"De 35 a 39 años (146)",496,480,41,40,87,91,145,60,16,,16,1640
"De 40 a 44 años (147)",401,393,31,26,45,56,119,78,31,7,8,1653
"De 45 a 49 años (148)",403,398,28,20,34,43,109,97,51,16,5,1935
"De 50 y más años (149)",2064,2054,136,94,116,196,482,533,321,176,10,11122
"Desocupada (150)",192,177,138,14,9,4,4,3,3,2,15,126
"De 12 a 14 años (151)",5,5,5,,,,,,,,,
"De 15 a 19 años (152)",54,54,53,1,,,,,,,,1
"De 20 a 24 años (153)",52,48,40,6,2,,,,,,4,10
"De 25 a 29 años (154)",36,27,21,3,1,1,,1,,,9,15
"De 30 a 34 años (155)",21,20,12,1,5,2,,,,,1,17
"De 35 a 39 años (156)",11,10,3,1,,1,2,1,1,1,1,37
"De 40 a 44 años (157)",5,5,2,2,1,,,,,,,4
"De 45 a 49 años (158)",2,2,,,,,1,1,,,,11
"De 50 y más años (159)",6,6,2,,,,1,,2,1,,31
"No PEA (160)",6386,6272,2604,487,532,533,900,684,352,180,114,16504
"De 12 a 14 años (161)",988,985,983,2,,,,,,,3,2
"De 15 a 19 años (162)",1051,1042,984,53,3,1,1,,,,9,66
"De 20 a 24 años (163)",478,438,231,122,60,20,5,,,,40,323
"De 25 a 29 años (164)",408,383,82,97,94,62,44,4,,,25,687
"De 30 a 34 años (165)",400,391,51,38,97,82,100,19,4,,9,1069
"De 35 a 39 años (166)",407,401,34,38,79,82,105,46,16,1,6,1344
"De 40 a 44 años (167)",331,325,32,18,32,46,103,62,27,5,6,1365
"De 45 a 49 años (168)",309,306,20,18,25,38,66,83,34,22,3,1535
"De 50 y más años (169)",2014,2001,187,101,142,202,476,470,271,152,13,10113
