"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 15 a 29 años (064)",328,232,37,23,36
"Empleado (065)",64,15,3,23,23
"Obrero (066)",104,68,23,,13
"Trabajador independiente (067)",94,86,8,,
"Empleador o patrono (068)",2,2,,,
"Trabajador familiar no remunerado (069)",50,47,3,,
"Trabajador del hogar (070)",14,14,,,
"De 30 a 44 años (072)",501,294,62,87,58
"Empleado (073)",180,40,14,80,46
"Obrero (074)",94,53,24,5,12
"Trabajador independiente (075)",181,168,13,,
"Empleador o patrono (076)",8,5,2,1,
"Trabajador familiar no remunerado (077)",28,18,9,1,
"Trabajador del hogar (078)",10,10,,,
"De 45 a 64 años (080)",408,301,40,37,30
"Empleado (081)",89,25,10,29,25
"Obrero (082)",74,46,15,8,5
"Trabajador independiente (083)",208,194,14,,
"Empleador o patrono (084)",2,2,,,
"Trabajador familiar no remunerado (085)",27,26,1,,
"Trabajador del hogar (086)",8,8,,,
"De 65 y más años (088)",141,134,4,,3
"Empleado (089)",5,2,,,3
"Obrero (090)",12,10,2,,
"Trabajador independiente (091)",99,98,1,,
"Empleador o patrono (092)",3,3,,,
"Trabajador familiar no remunerado (093)",22,21,1,,
,,,,,
"RURAL (096)",1121,961,44,75,41
"Empleado (097)",107,30,9,38,30
"Obrero (098)",185,122,16,36,11
"Trabajador independiente (099)",593,578,15,,
"Empleador o patrono (100)",8,5,2,1,
"Trabajador familiar no remunerado (101)",219,217,2,,
"Trabajador del hogar (102)",9,9,,,
"De 06 a 14 años (104)",12,11,1,,
"Obrero (106)",1,1,,,
"Trabajador familiar no remunerado (109)",11,10,1,,
"De 15 a 29 años (112)",348,290,12,27,19
"Empleado (113)",32,15,2,4,11
"Obrero (114)",83,47,5,23,8
"Trabajador independiente (115)",120,115,5,,
"Trabajador familiar no remunerado (117)",109,109,,,
"Trabajador del hogar (118)",4,4,,,
"De 30 a 44 años (120)",364,292,17,36,19
"Empleado (121)",61,12,6,27,16
"Obrero (122)",51,32,7,9,3
"Trabajador independiente (123)",204,200,4,,
"Empleador o patrono (124)",1,1,,,
"Trabajador familiar no remunerado (125)",45,45,,,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",293,268,10,12,3
"Empleado (129)",14,3,1,7,3
"Obrero (130)",44,36,4,4,
"Trabajador independiente (131)",194,190,4,,
"Empleador o patrono (132)",5,4,,1,
"Trabajador familiar no remunerado (133)",34,33,1,,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",104,100,4,,
"Obrero (138)",6,6,,,
"Trabajador independiente (139)",75,73,2,,
"Empleador o patrono (140)",2,,2,,
"Trabajador familiar no remunerado (141)",20,20,,,
"Trabajador del hogar (142)",1,1,,,
