"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",12161,1468,366,3714,3985,648,955,478,547
"Trabajador(a) del hogar (044)",305,15,,148,121,14,3,1,3
"Pensionista (045)",242,14,,45,66,26,39,20,32
"Otro(a) no pariente (046)",1916,173,35,447,674,142,185,128,132
"Hombres (048)",117994,12383,4024,36901,40806,5545,8042,4790,5503
"Jefe o Jefa (049)",45533,3887,19,14047,15936,2388,4635,1427,3194
"Esposa(o)/ compa¤era(o) (050)",1958,115,4,598,746,98,159,103,135
"Hijo(a)/ hijastro(a) (051)",52504,5805,3009,16734,18307,2324,2271,2550,1504
"Yerno/ nuera (052)",2735,34,,394,1403,200,362,103,239
"Nieto(a) (053)",7444,1514,779,2774,1806,172,86,255,58
"Padres/ suegros (054)",604,183,,296,69,12,12,10,22
"Otro(a) pariente (055)",6139,744,190,1821,2146,288,429,250,271
"Trabajador(a) del hogar (056)",15,1,,5,9,,,,
"Pensionista (057)",149,10,,30,45,13,18,13,20
"Otro(a) no pariente (058)",913,90,23,202,339,50,70,79,60
"Mujeres (060)",122696,14598,3794,40584,36004,6617,10969,4621,5509
"Jefe o Jefa (061)",15140,2401,10,5625,3571,687,1632,389,825
"Esposa(o)/ compa¤era(o) (062)",39184,4007,28,13361,12084,2137,4645,838,2084
"Hijo(a)/ hijastro(a) (063)",49484,5260,2872,15552,14902,2740,3455,2734,1969
"Yerno/ nuera (064)",3116,61,4,549,1479,313,409,129,172
"Nieto(a) (065)",6903,1444,692,2565,1514,243,123,243,79
"Padres/ suegros (066)",1461,600,,636,147,18,40,3,17
"Otro(a) pariente (067)",6022,724,176,1893,1839,360,526,228,276
"Trabajador(a) del hogar (068)",290,14,,143,112,14,3,1,3
"Pensionista (069)",93,4,,15,21,13,21,7,12
"Otro(a) no pariente (070)",1003,83,12,245,335,92,115,49,72
,,,,,,,,,
"RURAL (072)",26832,4533,682,14118,6420,395,386,151,147
"Jefe o Jefa (073)",7024,1346,9,4100,1346,62,94,22,45
"Esposa(o)/ compa¤era(o) (074)",5062,847,3,2985,1033,54,89,20,31
"Hijo(a)/ hijastro(a) (075)",11464,1660,565,5494,3222,224,148,95,56
"Yerno/ nuera (076)",345,13,,134,174,13,5,2,4
"Nieto(a) (077)",977,225,61,476,192,6,10,4,3
"Padres/ suegros (078)",145,94,,51,,,,,
"Otro(a) pariente (079)",1640,321,42,788,415,31,31,8,4
"Trabajador(a) del hogar (080)",17,2,,14,1,,,,
"Pensionista (081)",10,2,,5,1,,,,2
"Otro(a) no pariente (082)",148,23,2,71,36,5,9,,2
"Hombres (084)",13996,2222,346,7491,3429,185,174,71,78
"Jefe o Jefa (085)",5987,1010,9,3554,1228,52,80,18,36
"Esposa(o)/ compa¤era(o) (086)",120,27,,61,30,,1,,1
"Hijo(a)/ hijastro(a) (087)",6210,854,283,3031,1778,110,68,51,35
"Yerno/ nuera (088)",115,6,,45,54,4,3,,3
"Nieto(a) (089)",556,125,27,283,112,3,4,,2
"Padres/ suegros (090)",51,29,,22,,,,,
"Otro(a) pariente (091)",853,159,26,437,205,14,10,2,
"Trabajador(a) del hogar (092)",6,1,,5,,,,,
"Pensionista (093)",9,2,,5,1,,,,1
"Otro(a) no pariente (094)",89,9,1,48,21,2,8,,
"Mujeres (096)",12836,2311,336,6627,2991,210,212,80,69
"Jefe o Jefa (097)",1037,336,,546,118,10,14,4,9
"Esposa(o)/ compa¤era(o) (098)",4942,820,3,2924,1003,54,88,20,30
"Hijo(a)/ hijastro(a) (099)",5254,806,282,2463,1444,114,80,44,21
"Yerno/ nuera (100)",230,7,,89,120,9,2,2,1
"Nieto(a) (101)",421,100,34,193,80,3,6,4,1
"Padres/ suegros (102)",94,65,,29,,,,,
"Otro(a) pariente (103)",787,162,16,351,210,17,21,6,4
"Trabajador(a) del hogar (104)",11,1,,9,1,,,,
"Pensionista (105)",1,,,,,,,,1
"Otro(a) no pariente (106)",59,14,1,23,15,3,1,,2
