"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",73,1,,7,27,9,12,10,7
"Otro(a) no pariente (046)",1149,28,15,167,495,95,138,86,125
"Hombres (048)",28569,1536,843,5913,9905,2248,3397,1815,2912
"Jefe o Jefa (049)",12622,133,2,1851,4686,1127,2059,837,1927
"Esposa(o)/ compa¤era(o) (050)",629,14,1,76,252,57,93,39,97
"Hijo(a)/ hijastro(a) (051)",10714,1001,673,2962,3312,736,791,689,550
"Yerno/ nuera (052)",497,2,,17,184,54,124,20,96
"Nieto(a) (053)",1214,256,122,472,246,42,24,29,23
"Padres/ suegros (054)",240,26,,125,54,4,10,9,12
"Otro(a) pariente (055)",1918,89,39,306,871,172,179,130,132
"Trabajador(a) del hogar (056)",8,2,,1,4,,1,,
"Pensionista (057)",54,,,6,24,5,8,9,2
"Otro(a) no pariente (058)",673,13,6,97,272,51,108,53,73
"Mujeres (060)",29133,2204,858,6594,9083,2201,3599,1743,2851
"Jefe o Jefa (061)",4966,323,7,997,1568,408,806,242,615
"Esposa(o)/ compa¤era(o) (062)",9578,399,11,1778,3197,809,1661,515,1208
"Hijo(a)/ hijastro(a) (063)",10337,960,654,2819,2843,714,827,794,726
"Yerno/ nuera (064)",451,1,4,18,208,41,85,29,65
"Nieto(a) (065)",1106,236,137,420,216,23,18,33,23
"Padres/ suegros (066)",470,160,,166,89,6,14,11,24
"Otro(a) pariente (067)",1588,109,36,302,643,140,145,83,130
"Trabajador(a) del hogar (068)",142,,,23,93,12,9,2,3
"Pensionista (069)",19,1,,1,3,4,4,1,5
"Otro(a) no pariente (070)",476,15,9,70,223,44,30,33,52
,,,,,,,,,
"RURAL (072)",218,6,3,62,80,4,12,19,32
"Jefe o Jefa (073)",99,1,,27,35,1,6,10,19
"Esposa(o)/ compa¤era(o) (074)",39,,,12,19,1,2,1,4
"Hijo(a)/ hijastro(a) (075)",58,4,2,16,19,2,2,7,6
"Yerno/ nuera (076)",4,,,,1,,1,,2
"Nieto(a) (077)",4,,1,1,1,,,,1
"Padres/ suegros (078)",2,,,2,,,,,
"Otro(a) pariente (079)",8,1,,2,3,,1,1,
"Trabajador(a) del hogar (080)",1,,,1,,,,,
"Otro(a) no pariente (082)",3,,,1,2,,,,
"Hombres (084)",119,2,1,31,48,2,6,12,17
"Jefe o Jefa (085)",65,,,18,26,1,2,7,11
"Esposa(o)/ compa¤era(o) (086)",6,,,2,3,,,,1
"Hijo(a)/ hijastro(a) (087)",38,1,1,7,17,1,2,5,4
"Yerno/ nuera (088)",2,,,,,,1,,1
"Nieto(a) (089)",1,,,1,,,,,
"Padres/ suegros (090)",1,,,1,,,,,
"Otro(a) pariente (091)",4,1,,1,1,,1,,
"Otro(a) no pariente (094)",2,,,1,1,,,,
"Mujeres (096)",99,4,2,31,32,2,6,7,15
"Jefe o Jefa (097)",34,1,,9,9,,4,3,8
"Esposa(o)/ compa¤era(o) (098)",33,,,10,16,1,2,1,3
"Hijo(a)/ hijastro(a) (099)",20,3,1,9,2,1,,2,2
"Yerno/ nuera (100)",2,,,,1,,,,1
"Nieto(a) (101)",3,,1,,1,,,,1
"Padres/ suegros (102)",1,,,1,,,,,
"Otro(a) pariente (103)",4,,,1,2,,,1,
"Trabajador(a) del hogar (104)",1,,,1,,,,,
"Otro(a) no pariente (106)",1,,,,1,,,,
