"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupado (045)",170,3,68,52,40,7
"Mujeres (046)",1550,19,427,516,429,159
"Agric., ganadería, caza y silvicultura (047)",1035,17,243,312,327,136
"Explotación de minas y canteras (049)",1,,1,,,
"Industrias manufactureras (050)",66,1,16,17,29,3
"Construcción (052)",22,,10,8,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",99,,27,42,25,5
"Comercio al por mayor (055)",2,,1,1,,
"Comercio al por menor (056)",97,,26,41,25,5
"Hoteles y restaurantes (057)",44,,15,17,11,1
"Trans., almac. y comunicaciones (058)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (060)",11,,5,4,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",28,,13,10,4,1
"Enseñanza (062)",110,,45,61,4,
"Servicios sociales y de salud (063)",21,,9,10,2,
"Otras activ. serv.comun.soc y personales (064)",4,,1,2,1,
"Hogares privados con servicio doméstico (065)",11,1,8,1,,1
"Actividad economica no especificada (067)",58,,18,17,13,10
"Desocupado (068)",37,,15,13,8,1
,,,,,,
"URBANA (069)",2805,25,772,951,786,271
"Agric., ganadería, caza y silvicultura (070)",1589,20,354,464,523,228
"Pesca (071)",4,,,4,,
"Explotación de minas y canteras (072)",1,,1,,,
"Industrias manufactureras (073)",80,,17,22,34,7
"Suministro de electricidad, gas y agua (074)",13,,6,3,4,
"Construcción (075)",278,,123,106,46,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",151,1,48,62,34,6
"Venta, mant.y rep. veh.autom.y motoc. (077)",6,,4,,2,
"Comercio al por mayor (078)",4,,2,2,,
"Comercio al por menor (079)",141,1,42,60,32,6
"Hoteles y restaurantes (080)",49,,17,17,12,3
"Trans., almac. y comunicaciones (081)",45,,14,23,8,
"Intermediación financiera (082)",1,,1,,,
"Activid.inmobil., empres. y alquileres (083)",26,,11,10,5,
"Admin.pub. y defensa; p. segur.soc afil (084)",144,,36,61,42,5
"Enseñanza (085)",134,,38,83,12,1
"Servicios sociales y de salud (086)",22,,10,9,3,
"Otras activ. serv.comun.soc y personales (087)",4,,1,2,1,
"Hogares privados con servicio doméstico (088)",10,1,7,2,,
"Actividad economica no especificada (090)",88,,28,28,19,13
"Desocupado (091)",166,3,60,55,43,5
"Hombres (092)",1760,14,497,593,489,167
"Agric., ganadería, caza y silvicultura (093)",977,10,223,283,317,144
"Pesca (094)",4,,,4,,
"Industrias manufactureras (096)",25,,8,7,6,4
"Suministro de electricidad, gas y agua (097)",13,,6,3,4,
"Construcción (098)",256,,113,98,43,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",62,1,24,22,14,1
"Venta, mant.y rep. veh.autom.y motoc. (100)",6,,4,,2,
"Comercio al por mayor (101)",2,,1,1,,
"Comercio al por menor (102)",54,1,19,21,12,1
"Hoteles y restaurantes (103)",10,,4,1,2,3
"Trans., almac. y comunicaciones (104)",43,,14,21,8,
"Intermediación financiera (105)",1,,1,,,
"Activid.inmobil., empres. y alquileres (106)",18,,6,8,4,
"Admin.pub. y defensa; p. segur.soc afil (107)",127,,27,54,41,5
"Enseñanza (108)",46,,5,32,8,1
"Servicios sociales y de salud (109)",5,,3,1,1,
"Otras activ. serv.comun.soc y personales (110)",1,,1,,,
"Hogares privados con servicio doméstico (111)",2,,1,1,,
"Actividad economica no especificada (113)",38,,14,15,6,3
"Desocupado (114)",132,3,47,43,35,4
"Mujeres (115)",1045,11,275,358,297,104
"Agric., ganadería, caza y silvicultura (116)",612,10,131,181,206,84
"Explotación de minas y canteras (118)",1,,1,,,
"Industrias manufactureras (119)",55,,9,15,28,3
"Construcción (121)",22,,10,8,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",89,,24,40,20,5
"Comercio al por mayor (124)",2,,1,1,,
"Comercio al por menor (125)",87,,23,39,20,5
"Hoteles y restaurantes (126)",39,,13,16,10,
"Trans., almac. y comunicaciones (127)",2,,,2,,
"Activid.inmobil., empres. y alquileres (129)",8,,5,2,1,
"Admin.pub. y defensa; p. segur.soc afil (130)",17,,9,7,1,
"Enseñanza (131)",88,,33,51,4,
"Servicios sociales y de salud (132)",17,,7,8,2,
"Otras activ. serv.comun.soc y personales (133)",3,,,2,1,
"Hogares privados con servicio doméstico (134)",8,1,6,1,,
"Actividad economica no especificada (136)",50,,14,13,13,10
"Desocupado (137)",34,,13,12,8,1
,,,,,,
"RURAL (138)",1465,16,452,441,387,169
"Agric., ganadería, caza y silvicultura (139)",1086,15,294,302,323,152
"Pesca (140)",6,,1,,4,1
"Industrias manufactureras (142)",31,1,18,8,4,
"Suministro de electricidad, gas y agua (143)",6,,1,2,3,
"Construcción (144)",73,,32,26,13,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",22,,7,4,10,1
"Comercio al por mayor (147)",1,,,1,,
"Comercio al por menor (148)",21,,7,3,10,1
"Hoteles y restaurantes (149)",6,,3,1,1,1
"Trans., almac. y comunicaciones (150)",13,,6,6,1,
"Activid.inmobil., empres. y alquileres (152)",11,,2,7,2,
"Admin.pub. y defensa; p. segur.soc afil (153)",104,,36,45,17,6
"Enseñanza (154)",38,,16,19,3,
"Servicios sociales y de salud (155)",8,,3,5,,
"Otras activ. serv.comun.soc y personales (156)",2,,1,,,1
"Hogares privados con servicio doméstico (157)",4,,3,,,1
"Actividad economica no especificada (159)",14,,6,6,1,1
"Desocupado (160)",41,,23,10,5,3
"Hombres (161)",960,8,300,283,255,114
"Agric., ganadería, caza y silvicultura (162)",663,8,182,171,202,100
"Pesca (163)",6,,1,,4,1
"Industrias manufactureras (165)",20,,11,6,3,
"Suministro de electricidad, gas y agua (166)",6,,1,2,3,
"Construcción (167)",73,,32,26,13,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",12,,4,2,5,1
"Comercio al por mayor (170)",1,,,1,,
"Comercio al por menor (171)",11,,4,1,5,1
"Hoteles y restaurantes (172)",1,,1,,,
"Trans., almac. y comunicaciones (173)",12,,5,6,1,
"Activid.inmobil., empres. y alquileres (175)",8,,2,5,1,
"Admin.pub. y defensa; p. segur.soc afil (176)",93,,32,42,14,5
"Enseñanza (177)",16,,4,9,3,
"Servicios sociales y de salud (178)",4,,1,3,,
"Otras activ. serv.comun.soc y personales (179)",1,,,,,1
"Hogares privados con servicio doméstico (180)",1,,1,,,
"Actividad economica no especificada (182)",6,,2,2,1,1
"Desocupado (183)",38,,21,9,5,3
"Mujeres (184)",505,8,152,158,132,55
"Agric., ganadería, caza y silvicultura (185)",423,7,112,131,121,52
"Industrias manufactureras (188)",11,1,7,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",10,,3,2,5,
"Comercio al por menor (194)",10,,3,2,5,
"Hoteles y restaurantes (195)",5,,2,1,1,1
"Trans., almac. y comunicaciones (196)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",3,,,2,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",11,,4,3,3,1
"Enseñanza (200)",22,,12,10,,
"Servicios sociales y de salud (201)",4,,2,2,,
"Otras activ. serv.comun.soc y personales (202)",1,,1,,,
"Hogares privados con servicio doméstico (203)",3,,2,,,1
"Actividad economica no especificada (205)",8,,4,4,,
"Desocupado (206)",3,,2,1,,
