"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",2199,1654,290,72,183
"Agric., ganadería, caza y silvicultura (045)",1016,839,162,11,4
"Explotación de minas y canteras (047)",29,9,2,1,17
"Industrias manufactureras (048)",34,30,3,,1
"Construcción (050)",19,3,5,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",360,355,4,1,
"Venta, mant.y rep. veh.autom y motoc. (052)",2,2,,,
"Comercio al por mayor (053)",10,10,,,
"Comercio al por menor (054)",348,343,4,1,
"Hoteles y restaurantes (055)",143,122,19,2,
"Trans., almac. y comunicaciones (056)",8,7,,,1
"Intermediación financiera (057)",1,1,,,
"Activid.inmobil., empres. y alquileres (058)",6,4,,2,
"Admin.pub. y defensa; p. segur soc.afil (059)",74,,,,74
"Enseñanza (060)",218,91,78,29,20
"Servicios sociales y de salud (061)",80,8,4,7,61
"Otras activ. serv.comun.soc y personales (062)",36,25,2,6,3
"Hogares privados con servicio doméstico (063)",58,58,,,
"Actividad economica no especificada (065)",117,102,11,3,1
,,,,,
"URBANA (066)",4144,2797,753,196,398
"Agric., ganadería, caza y silvicultura (067)",2189,1702,449,33,5
"Pesca (068)",1,,1,,
"Explotación de minas y canteras (069)",55,19,8,12,16
"Industrias manufactureras (070)",73,68,2,1,2
"Suministro de electricidad, gas y agua (071)",6,1,1,3,1
"Construcción (072)",198,100,61,32,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",405,393,11,1,
"Venta, mant.y rep. veh.autom y motoc. (074)",15,14,1,,
"Comercio al por mayor (075)",23,19,4,,
"Comercio al por menor (076)",367,360,6,1,
"Hoteles y restaurantes (077)",149,129,20,,
"Trans., almac. y comunicaciones (078)",152,107,23,14,8
"Intermediación financiera (079)",4,2,1,1,
"Activid.inmobil., empres. y alquileres (080)",42,25,5,8,4
"Admin.pub. y defensa; p. segur soc.afil (081)",245,,,,245
"Enseñanza (082)",384,112,155,71,46
"Servicios sociales y de salud (083)",94,13,9,10,62
"Otras activ. serv.comun.soc y personales (084)",39,25,3,8,3
"Hogares privados con servicio doméstico (085)",44,44,,,
"Actividad economica no especificada (087)",64,57,4,2,1
"Hombres (088)",2849,1899,546,139,265
"Agric., ganadería, caza y silvicultura (089)",1718,1356,336,24,2
"Pesca (090)",1,,1,,
"Explotación de minas y canteras (091)",53,18,8,12,15
"Industrias manufactureras (092)",50,46,1,1,2
"Suministro de electricidad, gas y agua (093)",6,1,1,3,1
"Construcción (094)",188,98,58,28,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",155,146,9,,
"Venta, mant.y rep. veh.autom y motoc. (096)",14,13,1,,
"Comercio al por mayor (097)",15,11,4,,
"Comercio al por menor (098)",126,122,4,,
"Hoteles y restaurantes (099)",38,32,6,,
"Trans., almac. y comunicaciones (100)",145,101,23,14,7
"Intermediación financiera (101)",3,1,1,1,
"Activid.inmobil., empres. y alquileres (102)",36,21,5,6,4
"Admin.pub. y defensa; p. segur soc.afil (103)",182,,,,182
"Enseñanza (104)",203,42,88,44,29
"Servicios sociales y de salud (105)",32,6,5,3,18
"Otras activ. serv.comun.soc y personales (106)",11,6,2,3,
"Hogares privados con servicio doméstico (107)",6,6,,,
"Actividad economica no especificada (109)",22,19,2,,1
"Mujeres (110)",1295,898,207,57,133
"Agric., ganadería, caza y silvicultura (111)",471,346,113,9,3
"Explotación de minas y canteras (113)",2,1,,,1
"Industrias manufactureras (114)",23,22,1,,
"Construcción (116)",10,2,3,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",250,247,2,1,
"Venta, mant.y rep. veh.autom y motoc. (118)",1,1,,,
"Comercio al por mayor (119)",8,8,,,
"Comercio al por menor (120)",241,238,2,1,
"Hoteles y restaurantes (121)",111,97,14,,
"Trans., almac. y comunicaciones (122)",7,6,,,1
"Intermediación financiera (123)",1,1,,,
"Activid.inmobil., empres. y alquileres (124)",6,4,,2,
"Admin.pub. y defensa; p. segur soc.afil (125)",63,,,,63
"Enseñanza (126)",181,70,67,27,17
"Servicios sociales y de salud (127)",62,7,4,7,44
"Otras activ. serv.comun.soc y personales (128)",28,19,1,5,3
"Hogares privados con servicio doméstico (129)",38,38,,,
"Actividad economica no especificada (131)",42,38,2,2,
,,,,,
"RURAL (132)",5080,3527,613,195,745
"Agric., ganadería, caza y silvicultura (133)",3326,2872,428,20,6
"Pesca (134)",4,2,2,,
"Explotación de minas y canteras (135)",876,94,61,129,592
"Industrias manufactureras (136)",44,37,4,,3
"Suministro de electricidad, gas y agua (137)",3,1,1,1,
"Construcción (138)",172,100,45,25,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",176,170,5,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",7,6,,1,
"Comercio al por mayor (141)",6,6,,,
"Comercio al por menor (142)",163,158,5,,
"Hoteles y restaurantes (143)",39,29,6,3,1
"Trans., almac. y comunicaciones (144)",49,46,,1,2
"Intermediación financiera (145)",2,2,,,
"Activid.inmobil., empres. y alquileres (146)",11,5,2,4,
"Admin.pub. y defensa; p. segur soc.afil (147)",96,,,,96
"Enseñanza (148)",102,41,41,7,13
"Servicios sociales y de salud (149)",27,2,,,25
"Otras activ. serv.comun.soc y personales (150)",21,16,2,3,
"Hogares privados con servicio doméstico (151)",22,22,,,
"Actividad economica no especificada (153)",110,88,16,1,5
"Hombres (154)",4176,2771,530,180,695
"Agric., ganadería, caza y silvicultura (155)",2781,2379,379,18,5
"Pesca (156)",4,2,2,,
"Explotación de minas y canteras (157)",849,86,59,128,576
"Industrias manufactureras (158)",33,29,2,,2
"Suministro de electricidad, gas y agua (159)",3,1,1,1,
"Construcción (160)",163,99,43,19,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",66,62,3,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",6,5,,1,
"Comercio al por mayor (163)",4,4,,,
"Comercio al por menor (164)",56,53,3,,
"Hoteles y restaurantes (165)",7,4,1,1,1
"Trans., almac. y comunicaciones (166)",48,45,,1,2
"Intermediación financiera (167)",2,2,,,
"Activid.inmobil., empres. y alquileres (168)",11,5,2,4,
"Admin.pub. y defensa; p. segur soc.afil (169)",85,,,,85
"Enseñanza (170)",65,20,30,5,10
"Servicios sociales y de salud (171)",9,1,,,8
"Otras activ. serv.comun.soc y personales (172)",13,10,1,2,
"Hogares privados con servicio doméstico (173)",2,2,,,
"Actividad economica no especificada (175)",35,24,7,,4
"Mujeres (176)",904,756,83,15,50
"Agric., ganadería, caza y silvicultura (177)",545,493,49,2,1
"Explotación de minas y canteras (179)",27,8,2,1,16
"Industrias manufactureras (180)",11,8,2,,1
"Construcción (182)",9,1,2,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",110,108,2,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",2,2,,,
"Comercio al por menor (186)",107,105,2,,
"Hoteles y restaurantes (187)",32,25,5,2,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",11,,,,11
"Enseñanza (192)",37,21,11,2,3
"Servicios sociales y de salud (193)",18,1,,,17
"Otras activ. serv.comun.soc y personales (194)",8,6,1,1,
"Hogares privados con servicio doméstico (195)",20,20,,,
"Actividad economica no especificada (197)",75,64,9,1,1
