"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Primaria (063)",850,816,26,,8
"Secundaria (064)",855,778,38,5,34
"Superior no univ. incompleta (065)",41,23,6,9,3
"Superior no univ. completa (066)",150,43,32,33,42
"Superior univ. incompleta (067)",50,29,5,7,9
"Superior univ. completa (068)",251,62,63,53,73
"De 06 a 14 años (070)",48,48,,,
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",33,33,,,
"Secundaria (074)",13,13,,,
"De 15 a 29 años (080)",702,575,55,21,51
"Sin nivel (081)",11,11,,,
"Primaria (083)",124,115,7,,2
"Secundaria (084)",425,390,23,2,10
"Superior no univ. incompleta (085)",13,12,,1,
"Superior no univ. completa (086)",31,10,7,5,9
"Superior univ. incompleta (087)",20,13,2,2,3
"Superior univ. completa (088)",78,24,16,11,27
"De 30 a 44 años (090)",838,620,87,49,82
"Sin nivel (091)",31,29,1,,1
"Primaria (093)",297,284,11,,2
"Secundaria (094)",265,235,12,2,16
"Superior no univ. incompleta (095)",22,10,6,4,2
"Superior no univ. completa (096)",79,19,17,19,24
"Superior univ. incompleta (097)",23,13,2,3,5
"Superior univ. completa (098)",121,30,38,21,32
"De 45 a 64 años (100)",583,483,28,36,36
"Sin nivel (101)",70,68,2,,
"Primaria (103)",276,265,7,,4
"Secundaria (104)",138,126,3,1,8
"Superior no univ. incompleta (105)",5,1,,4,
"Superior no univ. completa (106)",36,12,7,8,9
"Superior univ. incompleta (107)",7,3,1,2,1
"Superior univ. completa (108)",51,8,8,21,14
"De 65 y más años (110)",202,196,4,1,1
"Sin nivel (111)",62,61,1,,
"Primaria (113)",120,119,1,,
"Secundaria (114)",14,14,,,
"Superior no univ. incompleta (115)",1,,,,1
"Superior no univ. completa (116)",4,2,1,1,
"Superior univ. completa (118)",1,,1,,
,,,,,
"RURAL (120)",7237,6836,252,45,104
"Sin nivel (121)",1125,1111,8,5,1
"Educación inicial (122)",24,23,,1,
"Primaria (123)",3727,3612,91,16,8
"Secundaria (124)",2014,1898,105,4,7
"Superior no univ. incompleta (125)",69,56,6,2,5
"Superior no univ. completa (126)",112,52,8,5,47
"Superior univ. incompleta (127)",36,27,5,1,3
"Superior univ. completa (128)",130,57,29,11,33
"De 06 a 14 años (130)",538,522,14,1,1
"Sin nivel (131)",15,15,,,
"Educación inicial (132)",8,8,,,
"Primaria (133)",417,405,11,1,
"Secundaria (134)",98,94,3,,1
"De 15 a 29 años (140)",1956,1845,77,12,22
"Sin nivel (141)",67,67,,,
"Educación inicial (142)",8,7,,1,
"Primaria (143)",653,634,12,2,5
"Secundaria (144)",1112,1055,54,3,
"Superior no univ. incompleta (145)",35,31,3,,1
"Superior no univ. completa (146)",28,16,2,1,9
"Superior univ. incompleta (147)",15,14,1,,
"Superior univ. completa (148)",38,21,5,5,7
"De 30 a 44 años (150)",2057,1882,104,17,54
"Sin nivel (151)",225,222,3,,
"Educación inicial (152)",8,8,,,
"Primaria (153)",1096,1051,38,7,
"Secundaria (154)",556,517,36,1,2
"Superior no univ. incompleta (155)",24,18,2,1,3
"Superior no univ. completa (156)",59,30,2,2,25
"Superior univ. incompleta (157)",14,8,3,1,2
"Superior univ. completa (158)",75,28,20,5,22
"De 45 a 64 años (160)",1896,1805,51,14,26
"Sin nivel (161)",501,493,4,4,
"Primaria (163)",1120,1085,26,6,3
"Secundaria (164)",216,201,11,,4
"Superior no univ. incompleta (165)",10,7,1,1,1
"Superior no univ. completa (166)",25,6,4,2,13
"Superior univ. incompleta (167)",7,5,1,,1
"Superior univ. completa (168)",17,8,4,1,4
"De 65 y más años (170)",790,782,6,1,1
"Sin nivel (171)",317,314,1,1,1
"Primaria (173)",441,437,4,,
"Secundaria (174)",32,31,1,,
