"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",86,79,5,1,1
"Empleado (057)",13,11,2,,
"Obrero (058)",12,8,2,1,1
"Trabajador independiente (059)",14,13,1,,
"Trabajador familiar no remunerado (061)",40,40,,,
"Trabajador del hogar (062)",7,7,,,
"De 15 a 29 años (064)",4835,2676,699,705,755
"Empleado (065)",1486,654,299,248,285
"Obrero (066)",1815,612,294,442,467
"Trabajador independiente (067)",1225,1140,85,,
"Empleador o patrono (068)",61,42,7,9,3
"Trabajador familiar no remunerado (069)",159,139,14,6,
"Trabajador del hogar (070)",89,89,,,
"De 30 a 44 años (072)",6681,3285,789,1363,1244
"Empleado (073)",1936,623,291,482,540
"Obrero (074)",2700,744,390,868,698
"Trabajador independiente (075)",1778,1689,89,,
"Empleador o patrono (076)",96,64,16,12,4
"Trabajador familiar no remunerado (077)",118,112,3,1,2
"Trabajador del hogar (078)",53,53,,,
"De 45 a 64 años (080)",4252,2103,452,947,750
"Empleado (081)",1114,298,135,297,384
"Obrero (082)",1680,413,262,643,362
"Trabajador independiente (083)",1268,1225,43,,
"Empleador o patrono (084)",79,60,9,6,4
"Trabajador familiar no remunerado (085)",87,83,3,1,
"Trabajador del hogar (086)",24,24,,,
"De 65 y más años (088)",407,356,15,14,22
"Empleado (089)",63,35,10,5,13
"Obrero (090)",46,27,3,7,9
"Trabajador independiente (091)",240,239,1,,
"Empleador o patrono (092)",10,10,,,
"Trabajador familiar no remunerado (093)",44,41,1,2,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",2535,1586,273,411,265
"Empleado (097)",364,120,64,98,82
"Obrero (098)",1356,691,177,306,182
"Trabajador independiente (099)",581,555,26,,
"Empleador o patrono (100)",25,25,,,
"Trabajador familiar no remunerado (101)",203,189,6,7,1
"Trabajador del hogar (102)",6,6,,,
"De 06 a 14 años (104)",17,17,,,
"Obrero (106)",1,1,,,
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",15,15,,,
"De 15 a 29 años (112)",835,471,107,163,94
"Empleado (113)",146,49,30,39,28
"Obrero (114)",495,244,67,119,65
"Trabajador independiente (115)",119,111,8,,
"Trabajador familiar no remunerado (117)",73,65,2,5,1
"Trabajador del hogar (118)",2,2,,,
"De 30 a 44 años (120)",896,479,98,188,131
"Empleado (121)",162,48,23,49,42
"Obrero (122)",530,242,62,137,89
"Trabajador independiente (123)",155,143,12,,
"Empleador o patrono (124)",8,8,,,
"Trabajador familiar no remunerado (125)",40,37,1,2,
"Trabajador del hogar (126)",1,1,,,
"De 45 a 64 años (128)",644,485,64,57,38
"Empleado (129)",54,22,11,9,12
"Obrero (130)",286,168,44,48,26
"Trabajador independiente (131)",234,228,6,,
"Empleador o patrono (132)",12,12,,,
"Trabajador familiar no remunerado (133)",55,52,3,,
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",143,134,4,3,2
"Empleado (137)",2,1,,1,
"Obrero (138)",44,36,4,2,2
"Trabajador independiente (139)",72,72,,,
"Empleador o patrono (140)",5,5,,,
"Trabajador familiar no remunerado (141)",20,20,,,
