"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",885,757,75,39,14
"Trabajador del hogar (054)",848,848,,,
"De 06 a 14 años (056)",321,230,47,32,12
"Empleado (057)",37,31,6,,
"Obrero (058)",108,53,21,24,10
"Trabajador independiente (059)",53,49,4,,
"Empleador o patrono (060)",1,,,,1
"Trabajador familiar no remunerado (061)",98,73,16,8,1
"Trabajador del hogar (062)",24,24,,,
"De 15 a 29 años (064)",8498,5209,1363,1095,831
"Empleado (065)",2018,994,334,283,407
"Obrero (066)",3485,1529,765,785,406
"Trabajador independiente (067)",2180,1968,212,,
"Empleador o patrono (068)",130,82,21,16,11
"Trabajador familiar no remunerado (069)",322,273,31,11,7
"Trabajador del hogar (070)",363,363,,,
"De 30 a 44 años (072)",11005,6636,1607,1500,1262
"Empleado (073)",2924,892,493,748,791
"Obrero (074)",3771,1788,814,713,456
"Trabajador independiente (075)",3535,3282,253,,
"Empleador o patrono (076)",241,171,30,28,12
"Trabajador familiar no remunerado (077)",244,213,17,11,3
"Trabajador del hogar (078)",290,290,,,
"De 45 a 64 años (080)",8197,5367,1012,940,878
"Empleado (081)",1752,522,238,436,556
"Obrero (082)",2642,1364,505,467,306
"Trabajador independiente (083)",3191,2975,216,,
"Empleador o patrono (084)",292,201,46,30,15
"Trabajador familiar no remunerado (085)",166,151,7,7,1
"Trabajador del hogar (086)",154,154,,,
"De 65 y más años (088)",1315,1044,115,84,72
"Empleado (089)",141,61,19,20,41
"Obrero (090)",358,219,57,55,27
"Trabajador independiente (091)",654,628,26,,
"Empleador o patrono (092)",90,72,9,7,2
"Trabajador familiar no remunerado (093)",55,47,4,2,2
"Trabajador del hogar (094)",17,17,,,
,,,,,
"RURAL (096)",2166,1361,567,194,44
"Empleado (097)",142,74,21,26,21
"Obrero (098)",1486,844,477,147,18
"Trabajador independiente (099)",318,283,35,,
"Empleador o patrono (100)",118,72,25,16,5
"Trabajador familiar no remunerado (101)",74,60,9,5,
"Trabajador del hogar (102)",28,28,,,
"De 06 a 14 años (104)",35,14,14,7,
"Empleado (105)",1,,,1,
"Obrero (106)",24,8,12,4,
"Trabajador familiar no remunerado (109)",9,5,2,2,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",764,461,220,69,14
"Empleado (113)",53,31,8,9,5
"Obrero (114)",585,330,191,57,7
"Trabajador independiente (115)",59,49,10,,
"Empleador o patrono (116)",18,8,5,3,2
"Trabajador familiar no remunerado (117)",33,27,6,,
"Trabajador del hogar (118)",16,16,,,
"De 30 a 44 años (120)",682,429,162,71,20
"Empleado (121)",65,31,11,13,10
"Obrero (122)",459,265,137,49,8
"Trabajador independiente (123)",103,94,9,,
"Empleador o patrono (124)",30,17,4,7,2
"Trabajador familiar no remunerado (125)",19,16,1,2,
"Trabajador del hogar (126)",6,6,,,
"De 45 a 64 años (128)",570,367,150,43,10
"Empleado (129)",23,12,2,3,6
"Obrero (130)",360,199,124,34,3
"Trabajador independiente (131)",120,107,13,,
"Empleador o patrono (132)",52,34,11,6,1
"Trabajador familiar no remunerado (133)",10,10,,,
"Trabajador del hogar (134)",5,5,,,
"De 65 y más años (136)",115,90,21,4,
"Obrero (138)",58,42,13,3,
"Trabajador independiente (139)",36,33,3,,
"Empleador o patrono (140)",18,13,5,,
"Trabajador familiar no remunerado (141)",3,2,,1,
