"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",462,36,4,62,149,61,74,16,60
"Hombres (048)",10281,976,276,3439,3263,583,976,210,558
"Jefe o Jefa (049)",3585,213,2,1160,1011,186,588,80,345
"Esposa(o)/ compa¤era(o) (050)",506,32,1,147,175,41,61,8,41
"Hijo(a)/ hijastro(a) (051)",4445,518,219,1634,1552,208,171,71,72
"Yerno/ nuera (052)",151,7,,9,56,19,36,5,19
"Nieto(a) (053)",350,86,29,139,80,6,4,3,3
"Padres/ suegros (054)",98,23,,58,11,,4,1,1
"Otro(a) pariente (055)",795,81,23,241,264,69,57,24,36
"Trabajador(a) del hogar (056)",10,2,,3,2,,2,,1
"Pensionista (057)",50,,,10,6,11,9,7,7
"Otro(a) no pariente (058)",291,14,2,38,106,43,44,11,33
"Mujeres (060)",10218,2019,290,3619,2560,422,798,157,353
"Jefe o Jefa (061)",1794,509,3,602,335,63,175,28,79
"Esposa(o)/ compa¤era(o) (062)",2886,582,6,1007,656,107,342,49,137
"Hijo(a)/ hijastro(a) (063)",3865,483,227,1480,1207,164,193,47,64
"Yerno/ nuera (064)",140,4,,33,61,16,15,4,7
"Nieto(a) (065)",317,84,33,135,53,5,5,1,1
"Padres/ suegros (066)",272,185,,73,8,2,1,2,1
"Otro(a) pariente (067)",702,141,19,247,170,42,34,15,34
"Trabajador(a) del hogar (068)",52,9,,17,22,2,1,,1
"Pensionista (069)",19,,,1,5,3,2,6,2
"Otro(a) no pariente (070)",171,22,2,24,43,18,30,5,27
,,,,,,,,,
"RURAL (072)",35436,9780,1127,15443,7514,639,709,90,134
"Jefe o Jefa (073)",9331,3303,14,4065,1458,129,275,23,64
"Esposa(o)/ compa¤era(o) (074)",6138,2839,9,2396,708,49,116,4,17
"Hijo(a)/ hijastro(a) (075)",16069,2356,927,7559,4545,361,240,57,24
"Yerno/ nuera (076)",406,26,1,135,183,30,24,2,5
"Nieto(a) (077)",1400,311,126,669,267,18,5,1,3
"Padres/ suegros (078)",581,476,1,99,3,,1,,1
"Otro(a) pariente (079)",1339,426,47,487,295,42,33,1,8
"Trabajador(a) del hogar (080)",11,2,,4,4,,1,,
"Pensionista (081)",31,,,2,15,3,5,1,5
"Otro(a) no pariente (082)",130,41,2,27,36,7,9,1,7
"Hombres (084)",17378,3273,546,8047,4520,392,445,66,89
"Jefe o Jefa (085)",6546,1584,8,3309,1247,105,228,17,48
"Esposa(o)/ compa¤era(o) (086)",635,149,1,273,161,17,27,3,4
"Hijo(a)/ hijastro(a) (087)",8308,1082,444,3743,2637,204,141,41,16
"Yerno/ nuera (088)",207,16,1,58,98,14,16,2,2
"Nieto(a) (089)",730,162,68,339,143,13,1,1,3
"Padres/ suegros (090)",136,69,1,61,3,,1,,1
"Otro(a) pariente (091)",704,188,22,246,191,33,18,1,5
"Trabajador(a) del hogar (092)",2,,,1,,,1,,
"Pensionista (093)",27,,,2,15,3,3,,4
"Otro(a) no pariente (094)",83,23,1,15,25,3,9,1,6
"Mujeres (096)",18058,6507,581,7396,2994,247,264,24,45
"Jefe o Jefa (097)",2785,1719,6,756,211,24,47,6,16
"Esposa(o)/ compa¤era(o) (098)",5503,2690,8,2123,547,32,89,1,13
"Hijo(a)/ hijastro(a) (099)",7761,1274,483,3816,1908,157,99,16,8
"Yerno/ nuera (100)",199,10,,77,85,16,8,,3
"Nieto(a) (101)",670,149,58,330,124,5,4,,
"Padres/ suegros (102)",445,407,,38,,,,,
"Otro(a) pariente (103)",635,238,25,241,104,9,15,,3
"Trabajador(a) del hogar (104)",9,2,,3,4,,,,
"Pensionista (105)",4,,,,,,2,1,1
"Otro(a) no pariente (106)",47,18,1,12,11,4,,,1
