"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",136,8,,53,67,5,2,1,
"Pensionista (045)",279,6,1,47,102,25,42,25,31
"Otro(a) no pariente (046)",1464,65,26,316,557,122,142,103,133
"Hombres (048)",58108,3945,1792,16029,21499,3473,5296,2454,3620
"Jefe o Jefa (049)",22689,438,7,5500,9056,1512,3053,954,2169
"Esposa(o)/ compa¤era(o) (050)",1170,29,,253,530,90,124,52,92
"Hijo(a)/ hijastro(a) (051)",24608,2447,1315,7531,8641,1318,1402,1098,856
"Yerno/ nuera (052)",1335,12,1,146,628,145,201,63,139
"Nieto(a) (053)",3466,693,365,1247,811,100,95,101,54
"Padres/ suegros (054)",309,36,,171,64,9,8,8,13
"Otro(a) pariente (055)",3602,252,96,995,1415,223,307,119,195
"Trabajador(a) del hogar (056)",11,,,7,2,1,,1,
"Pensionista (057)",182,3,1,29,64,20,31,17,17
"Otro(a) no pariente (058)",736,35,7,150,288,55,75,41,85
"Mujeres (060)",58909,4455,1771,18959,18933,3451,5893,2147,3300
"Jefe o Jefa (061)",7606,447,4,2871,2177,394,961,186,566
"Esposa(o)/ compa¤era(o) (062)",19050,562,11,6059,6721,1159,2622,553,1363
"Hijo(a)/ hijastro(a) (063)",23099,2281,1322,7165,7222,1357,1672,1091,989
"Yerno/ nuera (064)",1417,12,2,245,658,153,189,75,83
"Nieto(a) (065)",3145,652,336,1155,705,97,89,74,37
"Padres/ suegros (066)",671,192,,351,87,3,18,5,15
"Otro(a) pariente (067)",2971,268,77,883,991,212,262,93,185
"Trabajador(a) del hogar (068)",125,8,,46,65,4,2,,
"Pensionista (069)",97,3,,18,38,5,11,8,14
"Otro(a) no pariente (070)",728,30,19,166,269,67,67,62,48
,,,,,,,,,
"RURAL (072)",2029,210,54,1099,468,39,52,29,78
"Jefe o Jefa (073)",596,37,,310,169,12,18,10,40
"Esposa(o)/ compa¤era(o) (074)",372,20,,244,56,8,17,5,22
"Hijo(a)/ hijastro(a) (075)",748,122,48,402,149,10,6,7,4
"Yerno/ nuera (076)",37,1,,17,14,,1,1,3
"Nieto(a) (077)",40,9,5,22,4,,,,
"Padres/ suegros (078)",16,4,,10,1,,,,1
"Otro(a) pariente (079)",159,17,1,74,51,4,6,2,4
"Trabajador(a) del hogar (080)",11,,,7,3,1,,,
"Pensionista (081)",11,,,4,4,2,1,,
"Otro(a) no pariente (082)",39,,,9,17,2,3,4,4
"Hombres (084)",1104,97,31,565,310,19,18,17,47
"Jefe o Jefa (085)",499,20,,260,156,8,12,7,36
"Esposa(o)/ compa¤era(o) (086)",2,,,2,,,,,
"Hijo(a)/ hijastro(a) (087)",416,63,27,225,88,5,1,5,2
"Yerno/ nuera (088)",16,,,6,7,,1,,2
"Nieto(a) (089)",21,5,4,9,3,,,,
"Padres/ suegros (090)",7,1,,5,,,,,1
"Otro(a) pariente (091)",105,8,,49,38,3,3,1,3
"Trabajador(a) del hogar (092)",2,,,1,,1,,,
"Pensionista (093)",8,,,1,4,2,1,,
"Otro(a) no pariente (094)",28,,,7,14,,,4,3
"Mujeres (096)",925,113,23,534,158,20,34,12,31
"Jefe o Jefa (097)",97,17,,50,13,4,6,3,4
"Esposa(o)/ compa¤era(o) (098)",370,20,,242,56,8,17,5,22
"Hijo(a)/ hijastro(a) (099)",332,59,21,177,61,5,5,2,2
"Yerno/ nuera (100)",21,1,,11,7,,,1,1
"Nieto(a) (101)",19,4,1,13,1,,,,
"Padres/ suegros (102)",9,3,,5,1,,,,
"Otro(a) pariente (103)",54,9,1,25,13,1,3,1,1
"Trabajador(a) del hogar (104)",9,,,6,3,,,,
"Pensionista (105)",3,,,3,,,,,
"Otro(a) no pariente (106)",11,,,2,3,2,3,,1
