"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 20 a 24 años (053)",41,,,,,,11,30
"De 25 a 29 años (054)",30,,,,,,19,11
"De 30 a 34 años (055)",22,,,,,5,12,5
"De 35 a 39 años (056)",13,,,,,4,3,6
"De 40 a 44 años (057)",7,,,,1,2,3,1
"De 45 a 49 años (058)",6,,,,1,3,2,
"De 50 y más años (059)",4,,1,1,1,1,,
"Sup. no Univ. completa (060)",220,,,2,5,36,103,74
"De 20 a 24 años (063)",25,,,,,,8,17
"De 25 a 29 años (064)",51,,,,,,31,20
"De 30 a 34 años (065)",58,,,,,5,35,18
"De 35 a 39 años (066)",46,,,,1,14,21,10
"De 40 a 44 años (067)",17,,,,,10,6,1
"De 45 a 49 años (068)",11,,,,2,4,2,3
"De 50 y más años (069)",12,,,2,2,3,,5
"Sup. Univ. incompleta (070)",52,,,,2,11,21,18
"De 15 a 19 años (072)",2,,,,,,2,
"De 20 a 24 años (073)",9,,,,,,3,6
"De 25 a 29 años (074)",8,,,,,,3,5
"De 30 a 34 años (075)",15,,,,,3,9,3
"De 35 a 39 años (076)",5,,,,,2,2,1
"De 40 a 44 años (077)",3,,,,,1,2,
"De 45 a 49 años (078)",7,,,,1,3,,3
"De 50 y más años (079)",3,,,,1,2,,
"Sup. Univ. completa (080)",186,,,3,4,32,81,66
"De 20 a 24 años (083)",10,,,,,,,10
"De 25 a 29 años (084)",32,,,,,2,15,15
"De 30 a 34 años (085)",47,,,,,2,26,19
"De 35 a 39 años (086)",54,,,,,11,30,13
"De 40 a 44 años (087)",22,,,,,11,8,3
"De 45 a 49 años (088)",10,,,,2,4,2,2
"De 50 y más años (089)",11,,,3,2,2,,4
,,,,,,,,
"URBANA (100)",2586,22,43,142,256,571,881,671
"De 12 a 14 años (101)",3,,,,,,,3
"De 15 a 19 años (102)",59,,,,,,40,19
"De 20 a 24 años (103)",253,,,,,,137,116
"De 25 a 29 años (104)",312,,,,,7,203,102
"De 30 a 34 años (105)",332,,,,,58,194,80
"De 35 a 39 años (106)",340,,,,2,96,170,72
"De 40 a 44 años (107)",265,,,1,8,127,89,40
"De 45 a 49 años (108)",247,,,2,29,135,43,38
"De 50 y más años (109)",775,22,43,139,217,148,5,201
"Sin nivel (110)",515,14,27,60,89,97,70,158
"De 12 a 14 años (111)",1,,,,,,,1
"De 20 a 24 años (113)",4,,,,,,2,2
"De 25 a 29 años (114)",12,,,,,1,8,3
"De 30 a 34 años (115)",24,,,,,5,14,5
"De 35 a 39 años (116)",27,,,,,5,15,7
"De 40 a 44 años (117)",39,,,1,,13,17,8
"De 45 a 49 años (118)",53,,,,4,29,13,7
"De 50 y más años (119)",355,14,27,59,85,44,1,125
"Educacion Inicial (120)",4,,,,,1,3,
"De 15 a 19 años (122)",1,,,,,,1,
"De 30 a 34 años (125)",1,,,,,,1,
"De 35 a 39 años (126)",2,,,,,1,1,
"Primaria (130)",961,8,15,71,118,271,294,184
"De 12 a 14 años (131)",2,,,,,,,2
"De 15 a 19 años (132)",8,,,,,,4,4
"De 20 a 24 años (133)",55,,,,,,34,21
"De 25 a 29 años (134)",80,,,,,3,60,17
"De 30 a 34 años (135)",109,,,,,23,63,23
"De 35 a 39 años (136)",136,,,,1,39,70,26
"De 40 a 44 años (137)",117,,,,7,59,37,14
"De 45 a 49 años (138)",120,,,,13,68,23,16
"De 50 y más años (139)",334,8,15,71,97,79,3,61
"Secundaria (140)",657,,1,7,38,122,315,174
"De 15 a 19 años (142)",43,,,,,,30,13
"De 20 a 24 años (143)",137,,,,,,85,52
"De 25 a 29 años (144)",129,,,,,2,87,40
"De 30 a 34 años (145)",92,,,,,15,56,21
"De 35 a 39 años (146)",80,,,,,26,37,17
"De 40 a 44 años (147)",65,,,,,36,16,13
"De 45 a 49 años (148)",49,,,2,9,26,3,9
"De 50 y más años (149)",62,,1,5,29,17,1,9
"Sup. no Univ. incompleta (150)",92,,,,3,11,43,35
"De 15 a 19 años (152)",5,,,,,,3,2
"De 20 a 24 años (153)",24,,,,,,7,17
"De 25 a 29 años (154)",22,,,,,,16,6
"De 30 a 34 años (155)",19,,,,,5,9,5
"De 35 a 39 años (156)",9,,,,,2,3,4
"De 40 a 44 años (157)",6,,,,1,1,3,1
"De 45 a 49 años (158)",5,,,,1,2,2,
"De 50 y más años (159)",2,,,,1,1,,
"Sup. no Univ. completa (160)",171,,,1,4,33,74,59
"De 20 a 24 años (163)",22,,,,,,8,14
"De 25 a 29 años (164)",36,,,,,,19,17
"De 30 a 34 años (165)",43,,,,,5,26,12
"De 35 a 39 años (166)",36,,,,1,12,15,8
"De 40 a 44 años (167)",17,,,,,10,6,1
"De 45 a 49 años (168)",7,,,,1,3,,3
"De 50 y más años (169)",10,,,1,2,3,,4
"Sup. Univ. incompleta (170)",38,,,,1,10,17,10
"De 15 a 19 años (172)",2,,,,,,2,
"De 20 a 24 años (173)",4,,,,,,1,3
"De 25 a 29 años (174)",8,,,,,,3,5
"De 30 a 34 años (175)",10,,,,,3,7,
"De 35 a 39 años (176)",3,,,,,1,2,
"De 40 a 44 años (177)",3,,,,,1,2,
"De 45 a 49 años (178)",5,,,,,3,,2
"De 50 y más años (179)",3,,,,1,2,,
"Sup. Univ. completa (180)",148,,,3,3,26,65,51
"De 20 a 24 años (183)",7,,,,,,,7
"De 25 a 29 años (184)",25,,,,,1,10,14
"De 30 a 34 años (185)",34,,,,,2,18,14
"De 35 a 39 años (186)",47,,,,,10,27,10
"De 40 a 44 años (187)",18,,,,,7,8,3
"De 45 a 49 años (188)",8,,,,1,4,2,1
"De 50 y más años (189)",9,,,3,2,2,,2
,,,,,,,,
"RURAL (200)",8521,29,127,436,783,1518,3598,2030
"De 12 a 14 años (201)",11,,,,,,,11
"De 15 a 19 años (202)",345,,,,,,234,111
"De 20 a 24 años (203)",1015,,,,,,668,347
"De 25 a 29 años (204)",990,,,,,34,708,248
"De 30 a 34 años (205)",915,,,,1,122,631,161
"De 35 a 39 años (206)",891,,,,4,198,564,125
"De 40 a 44 años (207)",830,,,,9,252,451,118
"De 45 a 49 años (208)",737,,,,59,307,274,97
"De 50 y más años (209)",2787,29,127,436,710,605,68,812
"Sin nivel (210)",3964,27,109,367,596,805,1059,1001
"De 15 a 19 años (212)",29,,,,,,18,11
"De 20 a 24 años (213)",104,,,,,,76,28
"De 25 a 29 años (214)",164,,,,,6,124,34
"De 30 a 34 años (215)",241,,,,1,22,175,43
"De 35 a 39 años (216)",337,,,,1,54,231,51
"De 40 a 44 años (217)",394,,,,3,107,223,61
"De 45 a 49 años (218)",432,,,,36,167,168,61
"De 50 y más años (219)",2263,27,109,367,555,449,44,712
"Educacion Inicial (220)",24,,,,,3,13,8
"De 20 a 24 años (223)",9,,,,,,4,5
"De 25 a 29 años (224)",3,,,,,,1,2
"De 30 a 34 años (225)",11,,,,,3,7,1
"De 35 a 39 años (226)",1,,,,,,1,
"Primaria (230)",3414,2,15,58,167,625,1929,618
"De 12 a 14 años (231)",6,,,,,,,6
"De 15 a 19 años (232)",172,,,,,,112,60
"De 20 a 24 años (233)",529,,,,,,379,150
"De 25 a 29 años (234)",586,,,,,19,455,112
"De 30 a 34 años (235)",523,,,,,80,373,70
"De 35 a 39 años (236)",465,,,,2,124,288,51
"De 40 a 44 años (237)",392,,,,5,130,207,50
"De 45 a 49 años (238)",263,,,,18,125,91,29
"De 50 y más años (239)",478,2,15,58,142,147,24,90
"Secundaria (240)",982,,2,9,17,71,538,345
"De 12 a 14 años (241)",5,,,,,,,5
"De 15 a 19 años (242)",144,,,,,,104,40
"De 20 a 24 años (243)",345,,,,,,203,142
"De 25 a 29 años (244)",207,,,,,8,108,91
"De 30 a 34 años (245)",104,,,,,17,54,33
"De 35 a 39 años (246)",65,,,,1,14,35,15
"De 40 a 44 años (247)",39,,,,1,10,21,7
"De 45 a 49 años (248)",33,,,,2,13,13,5
"De 50 y más años (249)",40,,2,9,13,9,,7
"Sup. no Univ. incompleta (250)",36,,1,1,,4,10,20
"De 20 a 24 años (253)",17,,,,,,4,13
"De 25 a 29 años (254)",8,,,,,,3,5
"De 30 a 34 años (255)",3,,,,,,3,
"De 35 a 39 años (256)",4,,,,,2,,2
"De 40 a 44 años (257)",1,,,,,1,,
"De 45 a 49 años (258)",1,,,,,1,,
"De 50 y más años (259)",2,,1,1,,,,
"Sup. no Univ. completa (260)",49,,,1,1,3,29,15
"De 20 a 24 años (263)",3,,,,,,,3
"De 25 a 29 años (264)",15,,,,,,12,3
"De 30 a 34 años (265)",15,,,,,,9,6
"De 35 a 39 años (266)",10,,,,,2,6,2
"De 45 a 49 años (268)",4,,,,1,1,2,
"De 50 y más años (269)",2,,,1,,,,1
"Sup. Univ. incompleta (270)",14,,,,1,1,4,8
"De 20 a 24 años (273)",5,,,,,,2,3
"De 30 a 34 años (275)",5,,,,,,2,3
"De 35 a 39 años (276)",2,,,,,1,,1
"De 45 a 49 años (278)",2,,,,1,,,1
"Sup. Univ. completa (280)",38,,,,1,6,16,15
"De 20 a 24 años (283)",3,,,,,,,3
"De 25 a 29 años (284)",7,,,,,1,5,1
"De 30 a 34 años (285)",13,,,,,,8,5
"De 35 a 39 años (286)",7,,,,,1,3,3
"De 40 a 44 años (287)",4,,,,,4,,
"De 45 a 49 años (288)",2,,,,1,,,1
"De 50 y más años (289)",2,,,,,,,2
