"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Primaria (063)",1915,1785,91,11,28
"Secundaria (064)",2561,2219,173,46,123
"Superior no univ. incompleta (065)",367,257,36,15,59
"Superior no univ. completa (066)",663,277,91,91,204
"Superior univ. incompleta (067)",203,107,25,10,61
"Superior univ. completa (068)",729,207,163,118,241
"De 06 a 14 años (070)",103,90,11,2,
"Educación inicial (072)",1,1,,,
"Primaria (073)",66,58,7,1,
"Secundaria (074)",36,31,4,1,
"De 15 a 29 años (080)",1516,1090,154,95,177
"Sin nivel (081)",11,10,1,,
"Primaria (083)",120,109,6,,5
"Secundaria (084)",821,704,65,25,27
"Superior no univ. incompleta (085)",150,109,15,4,22
"Superior no univ. completa (086)",239,99,28,41,71
"Superior univ. incompleta (087)",54,27,11,4,12
"Superior univ. completa (088)",121,32,28,21,40
"De 30 a 44 años (090)",2192,1472,247,135,338
"Sin nivel (091)",49,47,2,,
"Primaria (093)",362,324,27,4,7
"Secundaria (094)",917,784,60,14,59
"Superior no univ. incompleta (095)",128,81,14,7,26
"Superior no univ. completa (096)",288,109,47,39,93
"Superior univ. incompleta (097)",84,42,9,4,29
"Superior univ. completa (098)",364,85,88,67,124
"De 45 a 64 años (100)",1816,1442,142,51,181
"Sin nivel (101)",45,42,2,,1
"Primaria (103)",671,627,30,3,11
"Secundaria (104)",648,571,40,6,31
"Superior no univ. incompleta (105)",77,57,7,3,10
"Superior no univ. completa (106)",113,49,13,11,40
"Superior univ. incompleta (107)",55,33,4,1,17
"Superior univ. completa (108)",207,63,46,27,71
"De 65 y más años (110)",991,930,32,8,21
"Sin nivel (111)",74,72,2,,
"Primaria (113)",696,667,21,3,5
"Secundaria (114)",139,129,4,,6
"Superior no univ. incompleta (115)",12,10,,1,1
"Superior no univ. completa (116)",23,20,3,,
"Superior univ. incompleta (117)",10,5,1,1,3
"Superior univ. completa (118)",37,27,1,3,6
,,,,,
"RURAL (120)",6146,3895,317,234,1700
"Sin nivel (121)",292,288,3,,1
"Primaria (123)",1710,1520,64,8,118
"Secundaria (124)",2619,1544,114,86,875
"Superior no univ. incompleta (125)",439,153,22,28,236
"Superior no univ. completa (126)",510,173,41,39,257
"Superior univ. incompleta (127)",167,55,17,20,75
"Superior univ. completa (128)",409,162,56,53,138
"De 06 a 14 años (130)",52,50,2,,
"Sin nivel (131)",4,4,,,
"Primaria (133)",33,32,1,,
"Secundaria (134)",15,14,1,,
"De 15 a 29 años (140)",1739,942,127,75,595
"Sin nivel (141)",19,19,,,
"Primaria (143)",220,186,14,,20
"Secundaria (144)",997,563,61,29,344
"Superior no univ. incompleta (145)",146,55,12,10,69
"Superior no univ. completa (146)",220,75,19,15,111
"Superior univ. incompleta (147)",55,20,4,7,24
"Superior univ. completa (148)",82,24,17,14,27
"De 30 a 44 años (150)",2171,1124,130,113,804
"Sin nivel (151)",66,63,2,,1
"Primaria (153)",428,347,23,2,56
"Secundaria (154)",1024,511,40,44,429
"Superior no univ. incompleta (155)",195,59,9,11,116
"Superior no univ. completa (156)",187,59,14,19,95
"Superior univ. incompleta (157)",79,21,13,8,37
"Superior univ. completa (158)",192,64,29,29,70
"De 45 a 64 años (160)",1501,1114,46,45,296
"Sin nivel (161)",97,96,1,,
"Primaria (163)",580,518,15,6,41
"Secundaria (164)",489,364,11,12,102
"Superior no univ. incompleta (165)",89,33,1,7,48
"Superior no univ. completa (166)",93,30,8,5,50
"Superior univ. incompleta (167)",31,12,,5,14
"Superior univ. completa (168)",122,61,10,10,41
"De 65 y más años (170)",683,665,12,1,5
"Sin nivel (171)",106,106,,,
"Primaria (173)",449,437,11,,1
"Secundaria (174)",94,92,1,1,
"Superior no univ. incompleta (175)",9,6,,,3
"Superior no univ. completa (176)",10,9,,,1
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",13,13,,,
