"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",517,517,,,
"De 06 a 14 años (056)",714,606,61,44,3
"Empleado (057)",69,55,7,5,2
"Obrero (058)",99,77,13,9,
"Trabajador independiente (059)",111,103,8,,
"Trabajador familiar no remunerado (061)",405,341,33,30,1
"Trabajador del hogar (062)",30,30,,,
"De 15 a 29 años (064)",7057,5160,877,489,531
"Empleado (065)",1984,897,356,294,437
"Obrero (066)",1292,841,236,124,91
"Trabajador independiente (067)",2417,2231,186,,
"Empleador o patrono (068)",111,77,23,10,1
"Trabajador familiar no remunerado (069)",900,761,76,61,2
"Trabajador del hogar (070)",353,353,,,
"De 30 a 44 años (072)",8711,5286,1050,990,1385
"Empleado (073)",3390,700,597,867,1226
"Obrero (074)",1228,797,182,101,148
"Trabajador independiente (075)",3183,2985,198,,
"Empleador o patrono (076)",154,114,23,11,6
"Trabajador familiar no remunerado (077)",671,605,50,11,5
"Trabajador del hogar (078)",85,85,,,
"De 45 a 64 años (080)",4617,3216,414,413,574
"Empleado (081)",1294,261,167,351,515
"Obrero (082)",764,553,106,48,57
"Trabajador independiente (083)",1982,1878,104,,
"Empleador o patrono (084)",115,102,9,4,
"Trabajador familiar no remunerado (085)",422,382,28,10,2
"Trabajador del hogar (086)",40,40,,,
"De 65 y más años (088)",885,785,54,18,28
"Empleado (089)",71,33,10,8,20
"Obrero (090)",138,111,13,6,8
"Trabajador independiente (091)",485,468,17,,
"Empleador o patrono (092)",30,27,3,,
"Trabajador familiar no remunerado (093)",152,137,11,4,
"Trabajador del hogar (094)",9,9,,,
,,,,,
"RURAL (096)",20308,17924,1690,329,365
"Empleado (097)",629,273,78,46,232
"Obrero (098)",5354,4259,760,217,118
"Trabajador independiente (099)",8388,7957,431,,
"Empleador o patrono (100)",346,225,103,16,2
"Trabajador familiar no remunerado (101)",5472,5091,318,50,13
"Trabajador del hogar (102)",119,119,,,
"De 06 a 14 años (104)",618,548,54,12,4
"Empleado (105)",5,5,,,
"Obrero (106)",94,68,15,8,3
"Trabajador independiente (107)",26,26,,,
"Trabajador familiar no remunerado (109)",489,445,39,4,1
"Trabajador del hogar (110)",4,4,,,
"De 15 a 29 años (112)",6456,5547,629,139,141
"Empleado (113)",282,143,28,18,93
"Obrero (114)",1943,1515,299,89,40
"Trabajador independiente (115)",2029,1899,130,,
"Empleador o patrono (116)",96,59,30,6,1
"Trabajador familiar no remunerado (117)",2046,1871,142,26,7
"Trabajador del hogar (118)",60,60,,,
"De 30 a 44 años (120)",6728,5854,603,115,156
"Empleado (121)",256,98,36,21,101
"Obrero (122)",1808,1418,267,72,51
"Trabajador independiente (123)",3020,2849,171,,
"Empleador o patrono (124)",151,95,49,6,1
"Trabajador familiar no remunerado (125)",1460,1361,80,16,3
"Trabajador del hogar (126)",33,33,,,
"De 45 a 64 años (128)",4958,4482,358,59,59
"Empleado (129)",80,25,12,7,36
"Obrero (130)",1236,1016,155,44,21
"Trabajador independiente (131)",2424,2303,121,,
"Empleador o patrono (132)",80,54,22,4,
"Trabajador familiar no remunerado (133)",1120,1066,48,4,2
"Trabajador del hogar (134)",18,18,,,
"De 65 y más años (136)",1548,1493,46,4,5
"Empleado (137)",6,2,2,,2
"Obrero (138)",273,242,24,4,3
"Trabajador independiente (139)",889,880,9,,
"Empleador o patrono (140)",19,17,2,,
"Trabajador familiar no remunerado (141)",357,348,9,,
"Trabajador del hogar (142)",4,4,,,
