"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",141,14,48,41,29,9
"Secundaria (034)",132,2,83,33,13,1
"Superior no univ. incompleta (035)",10,,8,2,,
"Superior no univ. completa (036)",27,,16,7,4,
"Superior univ. completa (038)",7,,3,2,2,
"No PEA (040)",17563,7399,4744,2521,1773,1126
"Sin nivel (041)",1067,216,137,200,262,252
"Educación inicial (042)",468,448,14,6,,
"Primaria (043)",10703,5648,1586,1469,1209,791
"Secundaria (044)",4816,1087,2688,742,243,56
"Superior no univ. incompleta (045)",207,,166,26,11,4
"Superior no univ. completa (046)",154,,78,40,23,13
"Superior univ. incompleta (047)",84,,60,14,9,1
"Superior univ. completa (048)",64,,15,24,16,9
,,,,,,
"URBANA (060)",20504,4733,5957,5142,3393,1279
"Sin nivel (061)",647,94,80,130,170,173
"Educación inicial (062)",350,328,15,7,,
"Primaria (063)",10212,3377,1479,2287,2100,969
"Secundaria (064)",7429,934,3640,1936,824,95
"Superior no univ. incompleta (065)",526,,298,157,59,12
"Superior no univ. completa (066)",790,,260,388,125,17
"Superior univ. incompleta (067)",209,,98,71,39,1
"Superior univ. completa (068)",341,,87,166,76,12
"PEA (070)",9344,265,2898,3505,2215,461
"Sin nivel (071)",220,6,35,68,77,34
"Educación inicial (072)",10,5,2,3,,
"Primaria (073)",4012,170,792,1418,1268,364
"Secundaria (074)",3682,84,1602,1328,621,47
"Superior no univ. incompleta (075)",345,,154,133,50,8
"Superior no univ. completa (076)",656,,191,354,107,4
"Superior univ. incompleta (077)",135,,47,57,31,
"Superior univ. completa (078)",284,,75,144,61,4
"Ocupada (080)",9068,254,2765,3425,2173,451
"Sin nivel (081)",212,6,31,65,76,34
"Educación inicial (082)",10,5,2,3,,
"Primaria (083)",3907,161,761,1384,1246,355
"Secundaria (084)",3558,82,1527,1295,608,46
"Superior no univ. incompleta (085)",336,,146,132,50,8
"Superior no univ. completa (086)",633,,179,347,103,4
"Superior univ. incompleta (087)",135,,47,57,31,
"Superior univ. completa (088)",277,,72,142,59,4
"Desocupada (090)",276,11,133,80,42,10
"Sin nivel (091)",8,,4,3,1,
"Primaria (093)",105,9,31,34,22,9
"Secundaria (094)",124,2,75,33,13,1
"Superior no univ. incompleta (095)",9,,8,1,,
"Superior no univ. completa (096)",23,,12,7,4,
"Superior univ. completa (098)",7,,3,2,2,
"No PEA (100)",11160,4468,3059,1637,1178,818
"Sin nivel (101)",427,88,45,62,93,139
"Educación inicial (102)",340,323,13,4,,
"Primaria (103)",6200,3207,687,869,832,605
"Secundaria (104)",3747,850,2038,608,203,48
"Superior no univ. incompleta (105)",181,,144,24,9,4
"Superior no univ. completa (106)",134,,69,34,18,13
"Superior univ. incompleta (107)",74,,51,14,8,1
"Superior univ. completa (108)",57,,12,22,15,8
,,,,,,
"RURAL (120)",11826,3185,3846,2560,1670,565
"Sin nivel (121)",993,136,157,243,291,166
"Educación inicial (122)",135,127,5,3,,
"Primaria (123)",8075,2656,2175,1708,1153,383
"Secundaria (124)",2413,266,1408,532,192,15
"Superior no univ. incompleta (125)",71,,46,18,7,
"Superior no univ. completa (126)",80,,31,35,14,
"Superior univ. incompleta (127)",27,,15,7,5,
"Superior univ. completa (128)",32,,9,14,8,1
"PEA (130)",5423,254,2161,1676,1075,257
"Sin nivel (131)",353,8,65,105,122,53
"Educación inicial (132)",7,2,4,1,,
"Primaria (133)",3572,215,1276,1108,776,197
"Secundaria (134)",1344,29,758,398,152,7
"Superior no univ. incompleta (135)",45,,24,16,5,
"Superior no univ. completa (136)",60,,22,29,9,
"Superior univ. incompleta (137)",17,,6,7,4,
"Superior univ. completa (138)",25,,6,12,7,
"Ocupada (140)",5374,249,2132,1668,1068,257
"Sin nivel (141)",353,8,65,105,122,53
"Educación inicial (142)",7,2,4,1,,
"Primaria (143)",3536,210,1259,1101,769,197
"Secundaria (144)",1336,29,750,398,152,7
"Superior no univ. incompleta (145)",44,,24,15,5,
"Superior no univ. completa (146)",56,,18,29,9,
"Superior univ. incompleta (147)",17,,6,7,4,
"Superior univ. completa (148)",25,,6,12,7,
"Desocupada (150)",49,5,29,8,7,
"Primaria (153)",36,5,17,7,7,
"Secundaria (154)",8,,8,,,
"Superior no univ. incompleta (155)",1,,,1,,
"Superior no univ. completa (156)",4,,4,,,
"No PEA (160)",6403,2931,1685,884,595,308
"Sin nivel (161)",640,128,92,138,169,113
"Educación inicial (162)",128,125,1,2,,
"Primaria (163)",4503,2441,899,600,377,186
"Secundaria (164)",1069,237,650,134,40,8
"Superior no univ. incompleta (165)",26,,22,2,2,
"Superior no univ. completa (166)",20,,9,6,5,
"Superior univ. incompleta (167)",10,,9,,1,
"Superior univ. completa (168)",7,,3,2,1,1
