"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",21,2,12,3,4,
"Actividad economica no especificada (043)",78,,19,28,25,6
"Mujeres (045)",6596,115,1956,2570,1568,387
"Agric., ganadería, caza y silvicultura (046)",1562,32,454,470,433,173
"Explotación de minas y canteras (048)",1,,,,1,
"Industrias manufactureras (049)",260,9,66,86,66,33
"Suministro de electricidad, gas y agua (050)",7,,3,3,1,
"Construcción (051)",22,,9,8,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1237,18,310,473,350,86
"Venta, mant.y rep. veh.autom.y motoc. (053)",16,,5,8,3,
"Comercio al por mayor (054)",59,3,13,31,12,
"Comercio al por menor (055)",1162,15,292,434,335,86
"Hoteles y restaurantes (056)",482,15,164,158,124,21
"Trans., almac. y comunicaciones (057)",81,1,51,24,5,
"Intermediación financiera (058)",36,,21,11,4,
"Activid.inmobil., empres. y alquileres (059)",159,,69,65,24,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",407,,108,208,90,1
"Enseñanza (061)",901,,166,538,194,3
"Servicios sociales y de salud (062)",278,,73,155,48,2
"Otras activ. serv.comun.soc y personales (063)",250,1,65,114,59,11
"Hogares privados con servicio doméstico (064)",667,39,318,172,112,26
"Actividad economica no especificada (066)",246,,79,85,53,29
,,,,,,
"URBANA (067)",13012,192,3846,5084,3181,709
"Agric., ganadería, caza y silvicultura (068)",3184,55,915,993,864,357
"Pesca (069)",1,,1,,,
"Explotación de minas y canteras (070)",7,,3,1,2,1
"Industrias manufactureras (071)",697,10,234,223,163,67
"Suministro de electricidad, gas y agua (072)",37,,8,21,7,1
"Construcción (073)",1008,16,306,434,228,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2039,53,590,747,519,130
"Venta, mant.y rep. veh.autom.y motoc. (075)",212,2,84,86,34,6
"Comercio al por mayor (076)",144,4,46,65,28,1
"Comercio al por menor (077)",1683,47,460,596,457,123
"Hoteles y restaurantes (078)",566,13,220,171,139,23
"Trans., almac. y comunicaciones (079)",654,7,267,252,121,7
"Intermediación financiera (080)",69,,32,26,11,
"Activid.inmobil., empres. y alquileres (081)",482,2,169,198,105,8
"Admin.pub. y defensa; p. segur.soc.afil (082)",1159,,266,546,328,19
"Enseñanza (083)",1457,,238,853,361,5
"Servicios sociales y de salud (084)",421,,98,227,91,5
"Otras activ. serv.comun.soc y personales (085)",397,6,136,153,85,17
"Hogares privados con servicio doméstico (086)",584,30,287,155,94,18
"Actividad economica no especificada (088)",250,,76,84,63,27
"Hombres (089)",7806,117,2301,2964,1974,450
"Agric., ganadería, caza y silvicultura (090)",2491,42,719,777,675,278
"Pesca (091)",1,,1,,,
"Explotación de minas y canteras (092)",6,,3,1,1,1
"Industrias manufactureras (093)",476,2,180,152,102,40
"Suministro de electricidad, gas y agua (094)",30,,5,18,6,1
"Construcción (095)",987,16,297,426,224,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",922,38,307,319,207,51
"Venta, mant.y rep. veh.autom.y motoc. (097)",197,2,79,78,32,6
"Comercio al por mayor (098)",88,1,34,35,17,1
"Comercio al por menor (099)",637,35,194,206,158,44
"Hoteles y restaurantes (100)",134,4,69,29,28,4
"Trans., almac. y comunicaciones (101)",574,6,217,228,116,7
"Intermediación financiera (102)",34,,12,15,7,
"Activid.inmobil., empres. y alquileres (103)",327,2,101,134,83,7
"Admin.pub. y defensa; p. segur.soc.afil (104)",764,,161,345,240,18
"Enseñanza (105)",625,,93,353,177,2
"Servicios sociales y de salud (106)",158,,31,81,43,3
"Otras activ. serv.comun.soc y personales (107)",190,5,78,58,39,10
"Hogares privados con servicio doméstico (108)",18,2,11,3,2,
"Actividad economica no especificada (110)",69,,16,25,24,4
"Mujeres (112)",5206,75,1545,2120,1207,259
"Agric., ganadería, caza y silvicultura (113)",693,13,196,216,189,79
"Explotación de minas y canteras (115)",1,,,,1,
"Industrias manufactureras (116)",221,8,54,71,61,27
"Suministro de electricidad, gas y agua (117)",7,,3,3,1,
"Construcción (118)",21,,9,8,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1117,15,283,428,312,79
"Venta, mant.y rep. veh.autom.y motoc. (120)",15,,5,8,2,
"Comercio al por mayor (121)",56,3,12,30,11,
"Comercio al por menor (122)",1046,12,266,390,299,79
"Hoteles y restaurantes (123)",432,9,151,142,111,19
"Trans., almac. y comunicaciones (124)",80,1,50,24,5,
"Intermediación financiera (125)",35,,20,11,4,
"Activid.inmobil., empres. y alquileres (126)",155,,68,64,22,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",395,,105,201,88,1
"Enseñanza (128)",832,,145,500,184,3
"Servicios sociales y de salud (129)",263,,67,146,48,2
"Otras activ. serv.comun.soc y personales (130)",207,1,58,95,46,7
"Hogares privados con servicio doméstico (131)",566,28,276,152,92,18
"Actividad economica no especificada (133)",181,,60,59,39,23
,,,,,,
"RURAL (134)",5797,195,1909,1780,1395,518
"Agric., ganadería, caza y silvicultura (135)",4786,158,1595,1393,1173,467
"Explotación de minas y canteras (137)",24,,15,5,4,
"Industrias manufactureras (138)",102,2,31,37,23,9
"Suministro de electricidad, gas y agua (139)",11,,3,6,2,
"Construcción (140)",106,1,42,38,24,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",211,14,51,75,56,15
"Venta, mant.y rep. veh.autom.y motoc. (142)",6,,3,2,1,
"Comercio al por mayor (143)",14,,7,5,2,
"Comercio al por menor (144)",191,14,41,68,53,15
"Hoteles y restaurantes (145)",55,7,14,16,15,3
"Trans., almac. y comunicaciones (146)",53,2,19,23,8,1
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",15,,5,7,3,
"Admin.pub. y defensa; p. segur.soc.afil (149)",45,,14,22,8,1
"Enseñanza (150)",133,,35,71,27,
"Servicios sociales y de salud (151)",26,,9,16,1,
"Otras activ. serv.comun.soc y personales (152)",51,,10,22,14,5
"Hogares privados con servicio doméstico (153)",104,11,43,20,22,8
"Actividad economica no especificada (155)",74,,22,29,15,8
"Hombres (156)",4407,155,1498,1330,1034,390
"Agric., ganadería, caza y silvicultura (157)",3917,139,1337,1139,929,373
"Explotación de minas y canteras (159)",24,,15,5,4,
"Industrias manufactureras (160)",63,1,19,22,18,3
"Suministro de electricidad, gas y agua (161)",11,,3,6,2,
"Construcción (162)",105,1,42,38,24,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",91,11,24,30,18,8
"Venta, mant.y rep. veh.autom.y motoc. (164)",5,,3,2,,
"Comercio al por mayor (165)",11,,6,4,1,
"Comercio al por menor (166)",75,11,15,24,17,8
"Hoteles y restaurantes (167)",5,1,1,,2,1
"Trans., almac. y comunicaciones (168)",52,2,18,23,8,1
"Activid.inmobil., empres. y alquileres (170)",11,,4,6,1,
"Admin.pub. y defensa; p. segur.soc.afil (171)",33,,11,15,6,1
"Enseñanza (172)",64,,14,33,17,
"Servicios sociales y de salud (173)",11,,3,7,1,
"Otras activ. serv.comun.soc y personales (174)",8,,3,3,1,1
"Hogares privados con servicio doméstico (175)",3,,1,,2,
"Actividad economica no especificada (177)",9,,3,3,1,2
"Mujeres (179)",1390,40,411,450,361,128
"Agric., ganadería, caza y silvicultura (180)",869,19,258,254,244,94
"Industrias manufactureras (183)",39,1,12,15,5,6
"Construcción (185)",1,,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",120,3,27,45,38,7
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,,1,
"Comercio al por mayor (188)",3,,1,1,1,
"Comercio al por menor (189)",116,3,26,44,36,7
"Hoteles y restaurantes (190)",50,6,13,16,13,2
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",4,,1,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",12,,3,7,2,
"Enseñanza (195)",69,,21,38,10,
"Servicios sociales y de salud (196)",15,,6,9,,
"Otras activ. serv.comun.soc y personales (197)",43,,7,19,13,4
"Hogares privados con servicio doméstico (198)",101,11,42,20,20,8
"Actividad economica no especificada (200)",65,,19,26,14,6
