"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 35 a 39 años (056)",8,,,,,2,4,2
"De 40 a 44 años (057)",5,,,,,2,1,2
"De 45 a 49 años (058)",4,,,,,,2,2
"De 50 y más años (059)",4,,1,1,1,,,1
"Sup. no Univ. completa (060)",176,1,2,3,4,34,89,43
"De 20 a 24 años (063)",11,,,,,,6,5
"De 25 a 29 años (064)",32,,,,,,20,12
"De 30 a 34 años (065)",44,,,,,3,30,11
"De 35 a 39 años (066)",42,,,,,11,25,6
"De 40 a 44 años (067)",20,,,,,12,6,2
"De 45 a 49 años (068)",9,,,,,5,2,2
"De 50 y más años (069)",18,1,2,3,4,3,,5
"Sup. Univ. incompleta (070)",20,,,,1,4,6,9
"De 20 a 24 años (073)",6,,,,,,1,5
"De 25 a 29 años (074)",4,,,,,,3,1
"De 30 a 34 años (075)",3,,,,,,,3
"De 40 a 44 años (077)",3,,,,,1,2,
"De 45 a 49 años (078)",1,,,,,1,,
"De 50 y más años (079)",3,,,,1,2,,
"Sup. Univ. completa (080)",91,,,,3,14,38,36
"De 20 a 24 años (083)",5,,,,,,,5
"De 25 a 29 años (084)",14,,,,,2,8,4
"De 30 a 34 años (085)",14,,,,,1,9,4
"De 35 a 39 años (086)",19,,,,,3,13,3
"De 40 a 44 años (087)",14,,,,,4,7,3
"De 45 a 49 años (088)",11,,,,1,3,1,6
"De 50 y más años (089)",14,,,,2,1,,11
,,,,,,,,
"URBANA (100)",2105,22,74,157,215,395,717,525
"De 12 a 14 años (101)",4,,,,,,,4
"De 15 a 19 años (102)",39,,,,,,23,16
"De 20 a 24 años (103)",154,,,,,,97,57
"De 25 a 29 años (104)",233,,,,,13,168,52
"De 30 a 34 años (105)",243,,,,,25,176,42
"De 35 a 39 años (106)",226,,,,1,62,124,39
"De 40 a 44 años (107)",216,,,,3,93,96,24
"De 45 a 49 años (108)",149,,,,13,74,30,32
"De 50 y más años (109)",841,22,74,157,198,128,3,259
"Sin nivel (110)",518,16,56,87,93,64,38,164
"De 15 a 19 años (112)",1,,,,,,1,
"De 20 a 24 años (113)",2,,,,,,2,
"De 25 a 29 años (114)",2,,,,,,2,
"De 30 a 34 años (115)",8,,,,,,7,1
"De 35 a 39 años (116)",19,,,,1,4,6,8
"De 40 a 44 años (117)",22,,,,,5,12,5
"De 45 a 49 años (118)",22,,,,1,13,7,1
"De 50 y más años (119)",442,16,56,87,91,42,1,149
"Educacion Inicial (120)",2,,,,,,2,
"De 20 a 24 años (123)",1,,,,,,1,
"De 35 a 39 años (126)",1,,,,,,1,
"Primaria (130)",717,5,14,63,91,177,218,149
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",6,,,,,,4,2
"De 20 a 24 años (133)",34,,,,,,28,6
"De 25 a 29 años (134)",51,,,,,2,38,11
"De 30 a 34 años (135)",67,,,,,8,53,6
"De 35 a 39 años (136)",68,,,,,20,34,14
"De 40 a 44 años (137)",99,,,,1,43,46,9
"De 45 a 49 años (138)",73,,,,7,36,14,16
"De 50 y más años (139)",318,5,14,63,83,68,1,84
"Secundaria (140)",549,,1,3,24,99,309,113
"De 12 a 14 años (141)",3,,,,,,,3
"De 15 a 19 años (142)",30,,,,,,18,12
"De 20 a 24 años (143)",82,,,,,,53,29
"De 25 a 29 años (144)",122,,,,,6,93,23
"De 30 a 34 años (145)",102,,,,,12,73,17
"De 35 a 39 años (146)",75,,,,,23,44,8
"De 40 a 44 años (147)",56,,,,2,27,23,4
"De 45 a 49 años (148)",32,,,,4,18,4,6
"De 50 y más años (149)",47,,1,3,18,13,1,11
"Sup. no Univ. incompleta (150)",67,,1,1,1,8,31,25
"De 15 a 19 años (152)",2,,,,,,,2
"De 20 a 24 años (153)",20,,,,,,9,11
"De 25 a 29 años (154)",15,,,,,3,9,3
"De 30 a 34 años (155)",10,,,,,1,7,2
"De 35 a 39 años (156)",7,,,,,2,3,2
"De 40 a 44 años (157)",5,,,,,2,1,2
"De 45 a 49 años (158)",4,,,,,,2,2
"De 50 y más años (159)",4,,1,1,1,,,1
"Sup. no Univ. completa (160)",155,1,2,3,2,30,79,38
"De 20 a 24 años (163)",8,,,,,,4,4
"De 25 a 29 años (164)",27,,,,,,17,10
"De 30 a 34 años (165)",41,,,,,3,27,11
"De 35 a 39 años (166)",38,,,,,10,24,4
"De 40 a 44 años (167)",18,,,,,11,5,2
"De 45 a 49 años (168)",8,,,,,4,2,2
"De 50 y más años (169)",15,1,2,3,2,2,,5
"Sup. Univ. incompleta (170)",16,,,,1,4,5,6
"De 20 a 24 años (173)",3,,,,,,,3
"De 25 a 29 años (174)",4,,,,,,3,1
"De 30 a 34 años (175)",2,,,,,,,2
"De 40 a 44 años (177)",3,,,,,1,2,
"De 45 a 49 años (178)",1,,,,,1,,
"De 50 y más años (179)",3,,,,1,2,,
"Sup. Univ. completa (180)",81,,,,3,13,35,30
"De 20 a 24 años (183)",4,,,,,,,4
"De 25 a 29 años (184)",12,,,,,2,6,4
"De 30 a 34 años (185)",13,,,,,1,9,3
"De 35 a 39 años (186)",18,,,,,3,12,3
"De 40 a 44 años (187)",13,,,,,4,7,2
"De 45 a 49 años (188)",9,,,,1,2,1,5
"De 50 y más años (189)",12,,,,2,1,,9
,,,,,,,,
"RURAL (200)",1409,10,27,115,132,229,446,450
"De 12 a 14 años (201)",10,,,,,,,10
"De 15 a 19 años (202)",65,,,,,,35,30
"De 20 a 24 años (203)",119,,,,,,78,41
"De 25 a 29 años (204)",109,,,,,2,79,28
"De 30 a 34 años (205)",105,,,,,11,76,18
"De 35 a 39 años (206)",116,,,,,16,88,12
"De 40 a 44 años (207)",125,,,,2,41,55,27
"De 45 a 49 años (208)",117,,,1,10,51,29,26
"De 50 y más años (209)",643,10,27,114,120,108,6,258
"Sin nivel (210)",539,7,19,80,89,76,53,215
"De 15 a 19 años (212)",1,,,,,,,1
"De 20 a 24 años (213)",5,,,,,,4,1
"De 25 a 29 años (214)",7,,,,,,5,2
"De 30 a 34 años (215)",6,,,,,,5,1
"De 35 a 39 años (216)",16,,,,,1,14,1
"De 40 a 44 años (217)",33,,,,,5,16,12
"De 45 a 49 años (218)",39,,,1,5,17,8,8
"De 50 y más años (219)",432,7,19,79,84,53,1,189
"Educacion Inicial (220)",6,,,,,,3,3
"De 20 a 24 años (223)",2,,,,,,,2
"De 25 a 29 años (224)",2,,,,,,2,
"De 30 a 34 años (225)",1,,,,,,,1
"De 35 a 39 años (226)",1,,,,,,1,
"Primaria (230)",560,3,8,32,33,116,240,128
"De 12 a 14 años (231)",7,,,,,,,7
"De 15 a 19 años (232)",12,,,,,,9,3
"De 20 a 24 años (233)",48,,,,,,38,10
"De 25 a 29 años (234)",47,,,,,1,34,12
"De 30 a 34 años (235)",60,,,,,8,44,8
"De 35 a 39 años (236)",72,,,,,8,58,6
"De 40 a 44 años (237)",67,,,,2,24,32,9
"De 45 a 49 años (238)",63,,,,3,28,20,12
"De 50 y más años (239)",184,3,8,32,28,47,5,61
"Secundaria (240)",256,,,3,8,32,127,86
"De 12 a 14 años (241)",3,,,,,,,3
"De 15 a 19 años (242)",52,,,,,,26,26
"De 20 a 24 años (243)",52,,,,,,30,22
"De 25 a 29 años (244)",40,,,,,1,29,10
"De 30 a 34 años (245)",32,,,,,3,23,6
"De 35 a 39 años (246)",21,,,,,6,12,3
"De 40 a 44 años (247)",22,,,,,11,6,5
"De 45 a 49 años (248)",12,,,,2,4,1,5
"De 50 y más años (249)",22,,,3,6,7,,6
"Sup. no Univ. incompleta (250)",13,,,,,,9,4
"De 20 a 24 años (253)",5,,,,,,3,2
"De 25 a 29 años (254)",6,,,,,,4,2
"De 30 a 34 años (255)",1,,,,,,1,
"De 35 a 39 años (256)",1,,,,,,1,
"Sup. no Univ. completa (260)",21,,,,2,4,10,5
"De 20 a 24 años (263)",3,,,,,,2,1
"De 25 a 29 años (264)",5,,,,,,3,2
"De 30 a 34 años (265)",3,,,,,,3,
"De 35 a 39 años (266)",4,,,,,1,1,2
"De 40 a 44 años (267)",2,,,,,1,1,
"De 45 a 49 años (268)",1,,,,,1,,
"De 50 y más años (269)",3,,,,2,1,,
"Sup. Univ. incompleta (270)",4,,,,,,1,3
"De 20 a 24 años (273)",3,,,,,,1,2
"De 30 a 34 años (275)",1,,,,,,,1
"Sup. Univ. completa (280)",10,,,,,1,3,6
"De 20 a 24 años (283)",1,,,,,,,1
"De 25 a 29 años (284)",2,,,,,,2,
"De 30 a 34 años (285)",1,,,,,,,1
"De 35 a 39 años (286)",1,,,,,,1,
"De 40 a 44 años (287)",1,,,,,,,1
"De 45 a 49 años (288)",2,,,,,1,,1
"De 50 y más años (289)",2,,,,,,,2
