"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (040)",345,,82,206,52,5
"Otras activ. serv.comun.soc y personales (041)",252,39,84,90,34,5
"Hogares privados con servicio doméstico (042)",44,6,30,4,2,2
"Organiz. y organos extraterritoriales (043)",1,,,1,,
"Actividad economica no especificada (044)",538,8,196,190,111,33
"Desocupado (045)",1506,23,601,544,261,77
"Mujeres (046)",14606,551,4878,5384,3051,742
"Agric., ganadería, caza y silvicultura (047)",5995,330,1746,1871,1542,506
"Pesca (048)",2,,1,,1,
"Explotación de minas y canteras (049)",4,,,3,1,
"Industrias manufactureras (050)",322,19,138,107,48,10
"Suministro de electricidad, gas y agua (051)",6,,2,2,1,1
"Construcción (052)",56,1,21,25,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2718,95,872,1064,569,118
"Venta, mant.y rep. veh.autom.y motoc. (054)",29,,17,8,4,
"Comercio al por mayor (055)",61,,20,31,10,
"Comercio al por menor (056)",2628,95,835,1025,555,118
"Hoteles y restaurantes (057)",875,40,334,295,178,28
"Trans., almac. y comunicaciones (058)",124,11,73,29,11,
"Intermediación financiera (059)",37,,24,9,4,
"Activid.inmobil., empres. y alquileres (060)",156,1,72,62,21,
"Admin.pub. y defensa; p. segur.soc afil (061)",336,,109,173,53,1
"Enseñanza (062)",1406,,318,825,262,1
"Servicios sociales y de salud (063)",646,,200,366,79,1
"Otras activ. serv.comun.soc y personales (064)",246,9,107,90,31,9
"Hogares privados con servicio doméstico (065)",592,28,383,114,56,11
"Actividad economica no especificada (067)",598,3,207,213,132,43
"Desocupado (068)",487,14,271,136,53,13
,,,,,,
"URBANA (069)",22954,735,7530,9033,4737,919
"Agric., ganadería, caza y silvicultura (070)",6405,308,1946,2089,1578,484
"Pesca (071)",5,,,2,3,
"Explotación de minas y canteras (072)",39,,13,16,10,
"Industrias manufactureras (073)",1036,35,430,341,191,39
"Suministro de electricidad, gas y agua (074)",23,,5,9,6,3
"Construcción (075)",810,8,244,344,194,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",4027,184,1347,1502,822,172
"Venta, mant.y rep. veh.autom.y motoc. (077)",316,2,159,109,40,6
"Comercio al por mayor (078)",131,,58,51,22,
"Comercio al por menor (079)",3580,182,1130,1342,760,166
"Hoteles y restaurantes (080)",1019,48,412,331,195,33
"Trans., almac. y comunicaciones (081)",1360,43,632,491,177,17
"Intermediación financiera (082)",89,,54,23,12,
"Activid.inmobil., empres. y alquileres (083)",547,1,194,231,111,10
"Admin.pub. y defensa; p. segur.soc afil (084)",1099,,240,570,268,21
"Enseñanza (085)",2806,,467,1674,654,11
"Servicios sociales y de salud (086)",864,,218,515,126,5
"Otras activ. serv.comun.soc y personales (087)",465,46,177,167,61,14
"Hogares privados con servicio doméstico (088)",517,30,353,85,40,9
"Organiz. y organos extraterritoriales (089)",1,,,1,,
"Actividad economica no especificada (090)",872,11,325,320,169,47
"Desocupado (091)",970,21,473,322,120,34
"Hombres (092)",13982,452,4459,5409,3058,604
"Agric., ganadería, caza y silvicultura (093)",4849,218,1496,1560,1209,366
"Pesca (094)",4,,,2,2,
"Explotación de minas y canteras (095)",36,,13,14,9,
"Industrias manufactureras (096)",801,19,328,270,155,29
"Suministro de electricidad, gas y agua (097)",18,,3,7,6,2
"Construcción (098)",760,7,225,321,187,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1645,97,590,576,318,64
"Venta, mant.y rep. veh.autom.y motoc. (100)",291,2,144,103,36,6
"Comercio al por mayor (101)",74,,39,22,13,
"Comercio al por menor (102)",1280,95,407,451,269,58
"Hoteles y restaurantes (103)",261,13,131,69,41,7
"Trans., almac. y comunicaciones (104)",1240,33,560,463,167,17
"Intermediación financiera (105)",52,,30,14,8,
"Activid.inmobil., empres. y alquileres (106)",393,,123,170,90,10
"Admin.pub. y defensa; p. segur.soc afil (107)",801,,150,414,217,20
"Enseñanza (108)",1470,,193,872,395,10
"Servicios sociales y de salud (109)",321,,74,193,49,5
"Otras activ. serv.comun.soc y personales (110)",234,37,78,81,33,5
"Hogares privados con servicio doméstico (111)",37,6,25,3,2,1
"Organiz. y organos extraterritoriales (112)",1,,,1,,
"Actividad economica no especificada (113)",427,8,161,156,83,19
"Desocupado (114)",632,14,279,223,87,29
"Mujeres (115)",8972,283,3071,3624,1679,315
"Agric., ganadería, caza y silvicultura (116)",1556,90,450,529,369,118
"Pesca (117)",1,,,,1,
"Explotación de minas y canteras (118)",3,,,2,1,
"Industrias manufactureras (119)",235,16,102,71,36,10
"Suministro de electricidad, gas y agua (120)",5,,2,2,,1
"Construcción (121)",50,1,19,23,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",2382,87,757,926,504,108
"Venta, mant.y rep. veh.autom.y motoc. (123)",25,,15,6,4,
"Comercio al por mayor (124)",57,,19,29,9,
"Comercio al por menor (125)",2300,87,723,891,491,108
"Hoteles y restaurantes (126)",758,35,281,262,154,26
"Trans., almac. y comunicaciones (127)",120,10,72,28,10,
"Intermediación financiera (128)",37,,24,9,4,
"Activid.inmobil., empres. y alquileres (129)",154,1,71,61,21,
"Admin.pub. y defensa; p. segur.soc afil (130)",298,,90,156,51,1
"Enseñanza (131)",1336,,274,802,259,1
"Servicios sociales y de salud (132)",543,,144,322,77,
"Otras activ. serv.comun.soc y personales (133)",231,9,99,86,28,9
"Hogares privados con servicio doméstico (134)",480,24,328,82,38,8
"Actividad economica no especificada (136)",445,3,164,164,86,28
"Desocupado (137)",338,7,194,99,33,5
,,,,,,
"RURAL (138)",21331,634,6855,7086,5152,1604
"Agric., ganadería, caza y silvicultura (139)",17537,568,5353,5709,4439,1468
"Pesca (140)",5,,2,2,1,
"Explotación de minas y canteras (141)",26,,9,11,6,
"Industrias manufactureras (142)",401,19,173,126,71,12
"Suministro de electricidad, gas y agua (143)",10,,4,4,1,1
"Construcción (144)",412,2,124,164,112,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",537,14,205,208,95,15
"Venta, mant.y rep. veh.autom.y motoc. (146)",34,,21,10,3,
"Comercio al por mayor (147)",9,,3,4,2,
"Comercio al por menor (148)",494,14,181,194,90,15
"Hoteles y restaurantes (149)",136,6,63,39,26,2
"Trans., almac. y comunicaciones (150)",286,3,151,99,33,
"Intermediación financiera (151)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (152)",25,,10,12,2,1
"Admin.pub. y defensa; p. segur.soc afil (153)",184,,74,76,31,3
"Enseñanza (154)",204,,71,91,40,2
"Servicios sociales y de salud (155)",127,,64,57,5,1
"Otras activ. serv.comun.soc y personales (156)",33,2,14,13,4,
"Hogares privados con servicio doméstico (157)",119,4,60,33,18,4
"Actividad economica no especificada (159)",264,,78,83,74,29
"Desocupado (160)",1023,16,399,358,194,56
"Hombres (161)",15697,366,5048,5326,3780,1177
"Agric., ganadería, caza y silvicultura (162)",13098,328,4057,4367,3266,1080
"Pesca (163)",4,,1,2,1,
"Explotación de minas y canteras (164)",25,,9,10,6,
"Industrias manufactureras (165)",314,16,137,90,59,12
"Suministro de electricidad, gas y agua (166)",9,,4,4,,1
"Construcción (167)",406,2,122,162,110,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",201,6,90,70,30,5
"Venta, mant.y rep. veh.autom.y motoc. (169)",30,,19,8,3,
"Comercio al por mayor (170)",5,,2,2,1,
"Comercio al por menor (171)",166,6,69,60,26,5
"Hoteles y restaurantes (172)",19,1,10,6,2,
"Trans., almac. y comunicaciones (173)",282,2,150,98,32,
"Intermediación financiera (174)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (175)",23,,9,11,2,1
"Admin.pub. y defensa; p. segur.soc afil (176)",146,,55,59,29,3
"Enseñanza (177)",134,,27,68,37,2
"Servicios sociales y de salud (178)",24,,8,13,3,
"Otras activ. serv.comun.soc y personales (179)",18,2,6,9,1,
"Hogares privados con servicio doméstico (180)",7,,5,1,,1
"Actividad economica no especificada (182)",111,,35,34,28,14
"Desocupado (183)",874,9,322,321,174,48
"Mujeres (184)",5634,268,1807,1760,1372,427
"Agric., ganadería, caza y silvicultura (185)",4439,240,1296,1342,1173,388
"Pesca (186)",1,,1,,,
"Explotación de minas y canteras (187)",1,,,1,,
"Industrias manufactureras (188)",87,3,36,36,12,
"Suministro de electricidad, gas y agua (189)",1,,,,1,
"Construcción (190)",6,,2,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",336,8,115,138,65,10
"Venta, mant.y rep. veh.autom.y motoc. (192)",4,,2,2,,
"Comercio al por mayor (193)",4,,1,2,1,
"Comercio al por menor (194)",328,8,112,134,64,10
"Hoteles y restaurantes (195)",117,5,53,33,24,2
"Trans., almac. y comunicaciones (196)",4,1,1,1,1,
"Activid.inmobil., empres. y alquileres (198)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",38,,19,17,2,
"Enseñanza (200)",70,,44,23,3,
"Servicios sociales y de salud (201)",103,,56,44,2,1
"Otras activ. serv.comun.soc y personales (202)",15,,8,4,3,
"Hogares privados con servicio doméstico (203)",112,4,55,32,18,3
"Actividad economica no especificada (205)",153,,43,49,46,15
"Desocupado (206)",149,7,77,37,20,8
