"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",1,1,,,
"Trabajador familiar no remunerado (061)",37,37,,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",702,575,55,21,51
"Empleado (065)",128,42,22,16,48
"Obrero (066)",76,60,11,4,1
"Trabajador independiente (067)",278,259,19,,
"Empleador o patrono (068)",7,5,,1,1
"Trabajador familiar no remunerado (069)",198,194,3,,1
"Trabajador del hogar (070)",15,15,,,
"De 30 a 44 años (072)",838,620,87,49,82
"Empleado (073)",214,29,59,47,79
"Obrero (074)",62,51,6,2,3
"Trabajador independiente (075)",396,382,14,,
"Empleador o patrono (076)",10,9,1,,
"Trabajador familiar no remunerado (077)",152,145,7,,
"Trabajador del hogar (078)",4,4,,,
"De 45 a 64 años (080)",583,483,28,36,36
"Empleado (081)",102,15,17,36,34
"Obrero (082)",48,45,1,,2
"Trabajador independiente (083)",330,321,9,,
"Empleador o patrono (084)",5,5,,,
"Trabajador familiar no remunerado (085)",97,96,1,,
"Trabajador del hogar (086)",1,1,,,
"De 65 y más años (088)",202,196,4,1,1
"Empleado (089)",7,3,2,1,1
"Obrero (090)",17,16,1,,
"Trabajador independiente (091)",136,135,1,,
"Empleador o patrono (092)",5,5,,,
"Trabajador familiar no remunerado (093)",37,37,,,
,,,,,
"RURAL (096)",7237,6836,252,45,104
"Empleado (097)",203,55,38,16,94
"Obrero (098)",575,494,48,23,10
"Trabajador independiente (099)",3904,3817,87,,
"Empleador o patrono (100)",43,33,8,2,
"Trabajador familiar no remunerado (101)",2428,2353,71,4,
"Trabajador del hogar (102)",84,84,,,
"De 06 a 14 años (104)",538,522,14,1,1
"Empleado (105)",1,,,,1
"Obrero (106)",12,12,,,
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",524,509,14,1,
"De 15 a 29 años (112)",1956,1845,77,12,22
"Empleado (113)",48,22,6,3,17
"Obrero (114)",185,161,13,6,5
"Trabajador independiente (115)",802,777,25,,
"Empleador o patrono (116)",11,9,2,,
"Trabajador familiar no remunerado (117)",866,832,31,3,
"Trabajador del hogar (118)",44,44,,,
"De 30 a 44 años (120)",2057,1882,104,17,54
"Empleado (121)",111,26,23,9,53
"Obrero (122)",171,142,21,7,1
"Trabajador independiente (123)",1261,1218,43,,
"Empleador o patrono (124)",13,9,3,1,
"Trabajador familiar no remunerado (125)",479,465,14,,
"Trabajador del hogar (126)",22,22,,,
"De 45 a 64 años (128)",1896,1805,51,14,26
"Empleado (129)",42,6,9,4,23
"Obrero (130)",160,135,13,9,3
"Trabajador independiente (131)",1240,1224,16,,
"Empleador o patrono (132)",12,9,2,1,
"Trabajador familiar no remunerado (133)",428,417,11,,
"Trabajador del hogar (134)",14,14,,,
"De 65 y más años (136)",790,782,6,1,1
"Empleado (137)",1,1,,,
"Obrero (138)",47,44,1,1,1
"Trabajador independiente (139)",600,597,3,,
"Empleador o patrono (140)",7,6,1,,
"Trabajador familiar no remunerado (141)",131,130,1,,
"Trabajador del hogar (142)",4,4,,,
