"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Secundaria (064)",743,601,63,51,28
"Superior no univ. incompleta (065)",85,55,9,7,14
"Superior no univ. completa (066)",270,135,52,30,53
"Superior univ. incompleta (067)",63,31,5,7,20
"Superior univ. completa (068)",249,60,64,44,81
"De 06 a 14 años (070)",51,48,1,2,
"Primaria (073)",36,34,1,1,
"Secundaria (074)",15,14,,1,
"De 15 a 29 años (080)",577,450,48,36,43
"Sin nivel (081)",7,7,,,
"Primaria (083)",124,113,2,6,3
"Secundaria (084)",296,245,26,19,6
"Superior no univ. incompleta (085)",33,28,2,,3
"Superior no univ. completa (086)",67,32,12,7,16
"Superior univ. incompleta (087)",13,10,,1,2
"Superior univ. completa (088)",37,15,6,3,13
"De 30 a 44 años (090)",869,570,108,83,108
"Sin nivel (091)",22,20,1,1,
"Primaria (093)",214,194,9,7,4
"Secundaria (094)",277,217,24,23,13
"Superior no univ. incompleta (095)",36,18,6,4,8
"Superior no univ. completa (096)",155,80,24,18,33
"Superior univ. incompleta (097)",29,11,2,5,11
"Superior univ. completa (098)",136,30,42,25,39
"De 45 a 64 años (100)",631,468,67,41,55
"Sin nivel (101)",62,60,,,2
"Primaria (103)",282,252,18,9,3
"Secundaria (104)",138,108,13,8,9
"Superior no univ. incompleta (105)",14,7,1,3,3
"Superior no univ. completa (106)",46,21,16,5,4
"Superior univ. incompleta (107)",18,7,3,1,7
"Superior univ. completa (108)",71,13,16,15,27
"De 65 y más años (110)",211,203,4,2,2
"Sin nivel (111)",49,48,1,,
"Primaria (113)",133,129,3,1,
"Secundaria (114)",17,17,,,
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",2,2,,,
"Superior univ. incompleta (117)",3,3,,,
"Superior univ. completa (118)",5,2,,1,2
,,,,,
"RURAL (120)",1234,1125,22,66,21
"Sin nivel (121)",251,247,3,1,
"Educación inicial (122)",3,3,,,
"Primaria (123)",573,556,6,10,1
"Secundaria (124)",303,248,6,36,13
"Superior no univ. incompleta (125)",27,21,,4,2
"Superior no univ. completa (126)",31,24,2,5,
"Superior univ. incompleta (127)",23,16,,6,1
"Superior univ. completa (128)",23,10,5,4,4
"De 06 a 14 años (130)",19,18,1,,
"Sin nivel (131)",3,3,,,
"Primaria (133)",16,15,1,,
"De 15 a 29 años (140)",301,255,6,29,11
"Sin nivel (141)",11,11,,,
"Educación inicial (142)",1,1,,,
"Primaria (143)",116,112,,4,
"Secundaria (144)",140,107,4,20,9
"Superior no univ. incompleta (145)",12,10,,1,1
"Superior no univ. completa (146)",14,9,2,3,
"Superior univ. incompleta (147)",4,2,,1,1
"Superior univ. completa (148)",3,3,,,
"De 30 a 44 años (150)",384,342,8,27,7
"Sin nivel (151)",57,54,2,1,
"Educación inicial (152)",2,2,,,
"Primaria (153)",163,158,2,2,1
"Secundaria (154)",116,98,2,13,3
"Superior no univ. incompleta (155)",10,6,,3,1
"Superior no univ. completa (156)",15,13,,2,
"Superior univ. incompleta (157)",10,6,,4,
"Superior univ. completa (158)",11,5,2,2,2
"De 45 a 64 años (160)",373,354,6,10,3
"Sin nivel (161)",109,108,1,,
"Primaria (163)",198,192,2,4,
"Secundaria (164)",43,39,,3,1
"Superior no univ. incompleta (165)",5,5,,,
"Superior no univ. completa (166)",2,2,,,
"Superior univ. incompleta (167)",8,7,,1,
"Superior univ. completa (168)",8,1,3,2,2
"De 65 y más años (170)",157,156,1,,
"Sin nivel (171)",71,71,,,
"Primaria (173)",80,79,1,,
"Secundaria (174)",4,4,,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",1,1,,,
