"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",376,330,24,9,13
"Mujeres (044)",16676,15485,610,131,450
"Agric., ganadería, caza y silvicultura (045)",9448,9248,186,11,3
"Pesca (046)",85,81,4,,
"Explotación de minas y canteras (047)",3,3,,,
"Industrias manufactureras (048)",780,739,35,5,1
"Construcción (050)",24,14,5,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3142,2984,151,7,
"Venta, mant.y rep. veh.autom y motoc. (052)",66,60,5,1,
"Comercio al por mayor (053)",93,85,8,,
"Comercio al por menor (054)",2983,2839,138,6,
"Hoteles y restaurantes (055)",998,912,80,3,3
"Trans., almac. y comunicaciones (056)",123,104,15,4,
"Intermediación financiera (057)",14,8,1,3,2
"Activid.inmobil., empres. y alquileres (058)",34,21,4,6,3
"Admin.pub. y defensa; p. segur soc.afil (059)",174,,,,174
"Enseñanza (060)",436,124,92,80,140
"Servicios sociales y de salud (061)",141,16,5,,120
"Otras activ. serv.comun.soc y personales (062)",91,74,14,2,1
"Hogares privados con servicio doméstico (063)",766,766,,,
"Actividad economica no especificada (065)",417,391,18,5,3
,,,,,
"URBANA (066)",12309,9653,1001,375,1280
"Agric., ganadería, caza y silvicultura (067)",2236,2112,108,10,6
"Pesca (068)",74,72,2,,
"Explotación de minas y canteras (069)",34,12,5,8,9
"Industrias manufactureras (070)",594,532,57,5,
"Suministro de electricidad, gas y agua (071)",16,1,2,6,7
"Construcción (072)",604,449,107,27,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3194,3020,161,11,2
"Venta, mant.y rep. veh.autom y motoc. (074)",178,165,11,1,1
"Comercio al por mayor (075)",111,98,11,1,1
"Comercio al por menor (076)",2905,2757,139,9,
"Hoteles y restaurantes (077)",783,710,70,2,1
"Trans., almac. y comunicaciones (078)",1984,1726,189,38,31
"Intermediación financiera (079)",38,28,1,4,5
"Activid.inmobil., empres. y alquileres (080)",164,107,17,20,20
"Admin.pub. y defensa; p. segur soc.afil (081)",666,,,,666
"Enseñanza (082)",915,150,222,224,319
"Servicios sociales y de salud (083)",207,31,5,5,166
"Otras activ. serv.comun.soc y personales (084)",180,118,40,9,13
"Hogares privados con servicio doméstico (085)",281,281,,,
"Actividad economica no especificada (087)",339,304,15,6,14
"Hombres (088)",7519,5580,711,289,939
"Agric., ganadería, caza y silvicultura (089)",1441,1355,75,5,6
"Pesca (090)",56,55,1,,
"Explotación de minas y canteras (091)",34,12,5,8,9
"Industrias manufactureras (092)",306,262,41,3,
"Suministro de electricidad, gas y agua (093)",16,1,2,6,7
"Construcción (094)",594,442,105,26,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1250,1178,64,6,2
"Venta, mant.y rep. veh.autom y motoc. (096)",139,128,9,1,1
"Comercio al por mayor (097)",50,43,5,1,1
"Comercio al por menor (098)",1061,1007,50,4,
"Hoteles y restaurantes (099)",175,154,21,,
"Trans., almac. y comunicaciones (100)",1899,1657,177,34,31
"Intermediación financiera (101)",25,20,1,1,3
"Activid.inmobil., empres. y alquileres (102)",138,91,14,15,18
"Admin.pub. y defensa; p. segur soc.afil (103)",545,,,,545
"Enseñanza (104)",624,84,169,167,204
"Servicios sociales y de salud (105)",98,22,2,5,69
"Otras activ. serv.comun.soc y personales (106)",115,68,27,8,12
"Hogares privados con servicio doméstico (107)",40,40,,,
"Actividad economica no especificada (109)",163,139,7,5,12
"Mujeres (110)",4790,4073,290,86,341
"Agric., ganadería, caza y silvicultura (111)",795,757,33,5,
"Pesca (112)",18,17,1,,
"Industrias manufactureras (114)",288,270,16,2,
"Construcción (116)",10,7,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1944,1842,97,5,
"Venta, mant.y rep. veh.autom y motoc. (118)",39,37,2,,
"Comercio al por mayor (119)",61,55,6,,
"Comercio al por menor (120)",1844,1750,89,5,
"Hoteles y restaurantes (121)",608,556,49,2,1
"Trans., almac. y comunicaciones (122)",85,69,12,4,
"Intermediación financiera (123)",13,8,,3,2
"Activid.inmobil., empres. y alquileres (124)",26,16,3,5,2
"Admin.pub. y defensa; p. segur soc.afil (125)",121,,,,121
"Enseñanza (126)",291,66,53,57,115
"Servicios sociales y de salud (127)",109,9,3,,97
"Otras activ. serv.comun.soc y personales (128)",65,50,13,1,1
"Hogares privados con servicio doméstico (129)",241,241,,,
"Actividad economica no especificada (131)",176,165,8,1,2
,,,,,
"RURAL (132)",31531,29363,1302,257,609
"Agric., ganadería, caza y silvicultura (133)",23143,22653,459,23,8
"Pesca (134)",244,237,7,,
"Explotación de minas y canteras (135)",30,12,9,6,3
"Industrias manufactureras (136)",855,776,68,8,3
"Suministro de electricidad, gas y agua (137)",3,,,3,
"Construcción (138)",889,700,144,31,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",2009,1896,107,5,1
"Venta, mant.y rep. veh.autom y motoc. (140)",144,128,13,2,1
"Comercio al por mayor (141)",53,50,3,,
"Comercio al por menor (142)",1812,1718,91,3,
"Hoteles y restaurantes (143)",431,392,33,2,4
"Trans., almac. y comunicaciones (144)",1528,1349,136,21,22
"Intermediación financiera (145)",10,4,4,1,1
"Activid.inmobil., empres. y alquileres (146)",78,53,12,6,7
"Admin.pub. y defensa; p. segur soc.afil (147)",322,,,,322
"Enseñanza (148)",789,201,282,141,165
"Servicios sociales y de salud (149)",101,41,6,,54
"Otras activ. serv.comun.soc y personales (150)",92,79,8,2,3
"Hogares privados con servicio doméstico (151)",553,553,,,
"Actividad economica no especificada (153)",454,417,27,8,2
"Hombres (154)",19645,17951,982,212,500
"Agric., ganadería, caza y silvicultura (155)",14490,14162,306,17,5
"Pesca (156)",177,173,4,,
"Explotación de minas y canteras (157)",27,9,9,6,3
"Industrias manufactureras (158)",363,307,49,5,2
"Suministro de electricidad, gas y agua (159)",3,,,3,
"Construcción (160)",875,693,141,27,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",811,754,53,3,1
"Venta, mant.y rep. veh.autom y motoc. (162)",117,105,10,1,1
"Comercio al por mayor (163)",21,20,1,,
"Comercio al por menor (164)",673,629,42,2,
"Hoteles y restaurantes (165)",41,36,2,1,2
"Trans., almac. y comunicaciones (166)",1490,1314,133,21,22
"Intermediación financiera (167)",9,4,3,1,1
"Activid.inmobil., empres. y alquileres (168)",70,48,11,5,6
"Admin.pub. y defensa; p. segur soc.afil (169)",269,,,,269
"Enseñanza (170)",644,143,243,118,140
"Servicios sociales y de salud (171)",69,34,4,,31
"Otras activ. serv.comun.soc y personales (172)",66,55,7,1,3
"Hogares privados con servicio doméstico (173)",28,28,,,
"Actividad economica no especificada (175)",213,191,17,4,1
"Mujeres (176)",11886,11412,320,45,109
"Agric., ganadería, caza y silvicultura (177)",8653,8491,153,6,3
"Pesca (178)",67,64,3,,
"Explotación de minas y canteras (179)",3,3,,,
"Industrias manufactureras (180)",492,469,19,3,1
"Construcción (182)",14,7,3,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",1198,1142,54,2,
"Venta, mant.y rep. veh.autom y motoc. (184)",27,23,3,1,
"Comercio al por mayor (185)",32,30,2,,
"Comercio al por menor (186)",1139,1089,49,1,
"Hoteles y restaurantes (187)",390,356,31,1,2
"Trans., almac. y comunicaciones (188)",38,35,3,,
"Intermediación financiera (189)",1,,1,,
"Activid.inmobil., empres. y alquileres (190)",8,5,1,1,1
"Admin.pub. y defensa; p. segur soc.afil (191)",53,,,,53
"Enseñanza (192)",145,58,39,23,25
"Servicios sociales y de salud (193)",32,7,2,,23
"Otras activ. serv.comun.soc y personales (194)",26,24,1,1,
"Hogares privados con servicio doméstico (195)",525,525,,,
"Actividad economica no especificada (197)",241,226,10,4,1
