"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",16976,1462,374,5115,8116,636,386,405,482
"Jefe o Jefa (049)",8115,353,8,2441,4267,338,215,190,303
"Esposa(o)/ compa¤era(o) (050)",377,12,1,84,230,18,10,7,15
"Hijo(a)/ hijastro(a) (051)",5753,844,298,1887,2232,180,84,152,76
"Yerno/ nuera (052)",294,6,,54,182,9,15,10,18
"Nieto(a) (053)",457,102,46,175,114,3,1,8,8
"Padres/ suegros (054)",108,44,,47,16,1,,,
"Otro(a) pariente (055)",1363,81,20,338,779,61,36,18,30
"Trabajador(a) del hogar (056)",31,2,,9,12,3,1,2,2
"Pensionista (057)",13,,,1,8,1,2,,1
"Otro(a) no pariente (058)",465,18,1,79,276,22,22,18,29
"Mujeres (060)",14396,2058,341,5794,5259,346,199,209,190
"Jefe o Jefa (061)",2232,430,6,886,755,48,35,27,45
"Esposa(o)/ compa¤era(o) (062)",4765,490,11,2210,1779,94,74,40,67
"Hijo(a)/ hijastro(a) (063)",5225,769,274,1946,1882,130,64,113,47
"Yerno/ nuera (064)",293,7,,94,164,14,3,3,8
"Nieto(a) (065)",444,103,28,187,112,4,1,8,1
"Padres/ suegros (066)",167,115,,47,3,2,,,
"Otro(a) pariente (067)",911,128,20,316,371,40,11,8,17
"Trabajador(a) del hogar (068)",60,2,,19,34,3,1,1,
"Pensionista (069)",6,,,,5,1,,,
"Otro(a) no pariente (070)",293,14,2,89,154,10,10,9,5
,,,,,,,,,
"RURAL (072)",15811,3439,293,6585,4864,196,184,127,123
"Jefe o Jefa (073)",5265,1277,2,2065,1624,76,101,45,75
"Esposa(o)/ compa¤era(o) (074)",2451,735,7,1132,507,20,30,13,7
"Hijo(a)/ hijastro(a) (075)",6362,1085,238,2742,2106,78,34,54,25
"Yerno/ nuera (076)",243,14,,84,135,2,3,,5
"Nieto(a) (077)",529,141,35,238,110,,,3,2
"Padres/ suegros (078)",78,61,,13,4,,,,
"Otro(a) pariente (079)",710,110,10,268,284,10,11,10,7
"Trabajador(a) del hogar (080)",10,2,,4,4,,,,
"Otro(a) no pariente (082)",163,14,1,39,90,10,5,2,2
"Hombres (084)",8212,1248,155,3235,3116,138,128,90,102
"Jefe o Jefa (085)",3795,546,2,1579,1403,64,88,43,70
"Esposa(o)/ compa¤era(o) (086)",80,9,,28,36,1,3,1,2
"Hijo(a)/ hijastro(a) (087)",3399,552,131,1299,1288,57,22,33,17
"Yerno/ nuera (088)",101,4,,26,63,1,3,,4
"Nieto(a) (089)",280,69,15,129,63,,,2,2
"Padres/ suegros (090)",24,10,,11,3,,,,
"Otro(a) pariente (091)",401,53,7,137,178,5,7,9,5
"Trabajador(a) del hogar (092)",5,,,3,2,,,,
"Otro(a) no pariente (094)",127,5,,23,80,10,5,2,2
"Mujeres (096)",7599,2191,138,3350,1748,58,56,37,21
"Jefe o Jefa (097)",1470,731,,486,221,12,13,2,5
"Esposa(o)/ compa¤era(o) (098)",2371,726,7,1104,471,19,27,12,5
"Hijo(a)/ hijastro(a) (099)",2963,533,107,1443,818,21,12,21,8
"Yerno/ nuera (100)",142,10,,58,72,1,,,1
"Nieto(a) (101)",249,72,20,109,47,,,1,
"Padres/ suegros (102)",54,51,,2,1,,,,
"Otro(a) pariente (103)",309,57,3,131,106,5,4,1,2
"Trabajador(a) del hogar (104)",5,2,,1,2,,,,
"Otro(a) no pariente (106)",36,9,1,16,10,,,,
