"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",10,7,1,2,
"Trabajador independiente (059)",9,9,,,
"Trabajador familiar no remunerado (061)",21,20,1,,
"Trabajador del hogar (062)",5,5,,,
"De 15 a 29 años (064)",675,470,91,65,49
"Empleado (065)",139,79,17,12,31
"Obrero (066)",256,132,54,52,18
"Trabajador independiente (067)",167,152,15,,
"Empleador o patrono (068)",9,8,1,,
"Trabajador familiar no remunerado (069)",68,63,4,1,
"Trabajador del hogar (070)",36,36,,,
"De 30 a 44 años (072)",847,554,112,107,74
"Empleado (073)",265,90,50,67,58
"Obrero (074)",203,109,39,39,16
"Trabajador independiente (075)",290,272,18,,
"Empleador o patrono (076)",23,19,4,,
"Trabajador familiar no remunerado (077)",48,46,1,1,
"Trabajador del hogar (078)",18,18,,,
"De 45 a 64 años (080)",609,468,44,47,50
"Empleado (081)",136,37,21,35,43
"Obrero (082)",104,71,15,12,6
"Trabajador independiente (083)",319,312,7,,
"Empleador o patrono (084)",14,12,1,,1
"Trabajador familiar no remunerado (085)",22,22,,,
"Trabajador del hogar (086)",14,14,,,
"De 65 y más años (088)",162,148,7,5,2
"Empleado (089)",13,5,2,4,2
"Obrero (090)",22,18,3,1,
"Trabajador independiente (091)",100,99,1,,
"Empleador o patrono (092)",10,9,1,,
"Trabajador familiar no remunerado (093)",13,13,,,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",7871,6389,268,222,992
"Empleado (097)",631,150,79,56,346
"Obrero (098)",2096,1172,130,153,641
"Trabajador independiente (099)",3865,3835,30,,
"Empleador o patrono (100)",61,47,8,5,1
"Trabajador familiar no remunerado (101)",1086,1053,21,8,4
"Trabajador del hogar (102)",132,132,,,
"De 06 a 14 años (104)",141,131,5,3,2
"Empleado (105)",2,2,,,
"Obrero (106)",22,17,2,1,2
"Trabajador independiente (107)",22,22,,,
"Trabajador familiar no remunerado (109)",92,87,3,2,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",2590,2003,87,102,398
"Empleado (113)",182,43,12,14,113
"Obrero (114)",904,481,54,84,285
"Trabajador independiente (115)",794,786,8,,
"Empleador o patrono (116)",9,7,1,1,
"Trabajador familiar no remunerado (117)",636,621,12,3,
"Trabajador del hogar (118)",65,65,,,
"De 30 a 44 años (120)",2570,1936,114,86,434
"Empleado (121)",321,67,47,33,174
"Obrero (122)",733,374,51,51,257
"Trabajador independiente (123)",1237,1226,11,,
"Empleador o patrono (124)",19,15,2,1,1
"Trabajador familiar no remunerado (125)",223,217,3,1,2
"Trabajador del hogar (126)",37,37,,,
"De 45 a 64 años (128)",1894,1655,56,28,155
"Empleado (129)",119,34,20,8,57
"Obrero (130)",354,223,20,15,96
"Trabajador independiente (131)",1287,1278,9,,
"Empleador o patrono (132)",26,19,4,3,
"Trabajador familiar no remunerado (133)",95,88,3,2,2
"Trabajador del hogar (134)",13,13,,,
"De 65 y más años (136)",676,664,6,3,3
"Empleado (137)",7,4,,1,2
"Obrero (138)",83,77,3,2,1
"Trabajador independiente (139)",525,523,2,,
"Empleador o patrono (140)",7,6,1,,
"Trabajador familiar no remunerado (141)",40,40,,,
"Trabajador del hogar (142)",14,14,,,
