"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",8610,1009,282,3400,2350,434,593,156,386
"Jefe o Jefa (049)",3306,251,5,1266,841,209,390,77,267
"Esposa(o)/ compa¤era(o) (050)",220,14,,70,87,13,21,3,12
"Hijo(a)/ hijastro(a) (051)",3713,543,234,1595,1056,129,85,36,35
"Yerno/ nuera (052)",70,2,,13,19,7,19,4,6
"Nieto(a) (053)",240,56,25,99,51,1,2,2,4
"Padres/ suegros (054)",72,20,,41,9,,1,,1
"Otro(a) pariente (055)",650,92,13,228,201,43,42,16,15
"Trabajador(a) del hogar (056)",7,,,4,2,1,,,
"Pensionista (057)",48,2,,2,11,7,14,1,11
"Otro(a) no pariente (058)",284,29,5,82,73,24,19,17,35
"Mujeres (060)",8867,1645,298,3592,1984,392,524,133,299
"Jefe o Jefa (061)",1422,322,,509,287,80,134,23,67
"Esposa(o)/ compa¤era(o) (062)",2595,463,7,1022,562,128,235,62,116
"Hijo(a)/ hijastro(a) (063)",3436,533,236,1535,852,112,87,30,51
"Yerno/ nuera (064)",81,6,,23,26,8,11,1,6
"Nieto(a) (065)",254,64,25,109,47,4,4,,1
"Padres/ suegros (066)",184,110,,64,3,1,5,,1
"Otro(a) pariente (067)",577,115,22,211,129,32,27,13,28
"Trabajador(a) del hogar (068)",94,16,,49,28,,,1,
"Pensionista (069)",25,,,4,4,6,4,,7
"Otro(a) no pariente (070)",199,16,8,66,46,21,17,3,22
,,,,,,,,,
"RURAL (072)",49835,14074,1478,26128,6811,372,593,133,246
"Jefe o Jefa (073)",11894,3454,6,6792,1094,80,298,51,119
"Esposa(o)/ compa¤era(o) (074)",8047,3405,20,3858,567,68,78,17,34
"Hijo(a)/ hijastro(a) (075)",23688,5166,1202,12622,4340,168,113,36,41
"Yerno/ nuera (076)",493,62,3,266,126,9,19,4,4
"Nieto(a) (077)",2060,587,170,1077,213,3,7,3,
"Padres/ suegros (078)",639,478,,157,4,,,,
"Otro(a) pariente (079)",2469,810,73,1126,367,30,34,11,18
"Trabajador(a) del hogar (080)",46,9,,25,12,,,,
"Pensionista (081)",45,2,,3,8,1,15,2,14
"Otro(a) no pariente (082)",454,101,4,202,80,13,29,9,16
"Hombres (084)",25219,5461,727,14163,4052,215,374,96,131
"Jefe o Jefa (085)",9054,1936,5,5768,925,57,232,41,90
"Esposa(o)/ compa¤era(o) (086)",411,99,,207,64,27,9,4,1
"Hijo(a)/ hijastro(a) (087)",12607,2572,596,6662,2570,100,65,27,15
"Yerno/ nuera (088)",227,20,2,124,58,4,13,3,3
"Nieto(a) (089)",1048,301,87,537,114,2,4,3,
"Padres/ suegros (090)",178,95,,80,3,,,,
"Otro(a) pariente (091)",1349,378,36,626,245,19,26,11,8
"Trabajador(a) del hogar (092)",9,2,,5,2,,,,
"Pensionista (093)",31,2,,3,7,1,10,2,6
"Otro(a) no pariente (094)",305,56,1,151,64,5,15,5,8
"Mujeres (096)",24616,8613,751,11965,2759,157,219,37,115
"Jefe o Jefa (097)",2840,1518,1,1024,169,23,66,10,29
"Esposa(o)/ compa¤era(o) (098)",7636,3306,20,3651,503,41,69,13,33
"Hijo(a)/ hijastro(a) (099)",11081,2594,606,5960,1770,68,48,9,26
"Yerno/ nuera (100)",266,42,1,142,68,5,6,1,1
"Nieto(a) (101)",1012,286,83,540,99,1,3,,
"Padres/ suegros (102)",461,383,,77,1,,,,
"Otro(a) pariente (103)",1120,432,37,500,122,11,8,,10
"Trabajador(a) del hogar (104)",37,7,,20,10,,,,
"Pensionista (105)",14,,,,1,,5,,8
"Otro(a) no pariente (106)",149,45,3,51,16,8,14,4,8
