"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",4183,3321,449,191,222
"Agric., ganadería, caza y silvicultura (045)",2038,1770,238,28,2
"Pesca (046)",10,9,,1,
"Explotación de minas y canteras (047)",7,1,,,6
"Industrias manufactureras (048)",43,39,4,,
"Suministro de electricidad, gas y agua (049)",1,1,,,
"Construcción (050)",17,4,5,6,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",566,526,28,12,
"Venta, mant.y rep. veh.autom y motoc. (052)",5,5,,,
"Comercio al por mayor (053)",19,12,,7,
"Comercio al por menor (054)",542,509,28,5,
"Hoteles y restaurantes (055)",281,251,24,5,1
"Trans., almac. y comunicaciones (056)",24,20,3,1,
"Intermediación financiera (057)",3,2,,1,
"Activid.inmobil., empres. y alquileres (058)",45,22,7,13,3
"Admin.pub. y defensa; p. segur soc.afil (059)",113,,,,113
"Enseñanza (060)",427,160,122,100,45
"Servicios sociales y de salud (061)",65,13,6,6,40
"Otras activ. serv.comun.soc y personales (062)",36,34,1,,1
"Hogares privados con servicio doméstico (063)",225,225,,,
"Actividad economica no especificada (065)",282,244,11,18,9
,,,,,
"URBANA (066)",8619,5250,938,724,1707
"Agric., ganadería, caza y silvicultura (067)",2869,2425,332,67,45
"Pesca (068)",184,171,10,3,
"Explotación de minas y canteras (069)",340,,,16,324
"Industrias manufactureras (070)",382,205,49,38,90
"Suministro de electricidad, gas y agua (071)",15,10,1,4,
"Construcción (072)",733,163,114,101,355
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1127,998,86,31,12
"Venta, mant.y rep. veh.autom y motoc. (074)",103,65,20,7,11
"Comercio al por mayor (075)",45,29,3,12,1
"Comercio al por menor (076)",979,904,63,12,
"Hoteles y restaurantes (077)",469,298,25,58,88
"Trans., almac. y comunicaciones (078)",350,224,51,36,39
"Intermediación financiera (079)",3,2,,1,
"Activid.inmobil., empres. y alquileres (080)",259,79,46,71,63
"Admin.pub. y defensa; p. segur soc.afil (081)",408,,,,408
"Enseñanza (082)",571,120,145,210,96
"Servicios sociales y de salud (083)",118,19,10,16,73
"Otras activ. serv.comun.soc y personales (084)",133,80,18,15,20
"Hogares privados con servicio doméstico (085)",222,222,,,
"Actividad economica no especificada (087)",436,234,51,57,94
"Hombres (088)",6215,3424,722,561,1508
"Agric., ganadería, caza y silvicultura (089)",2142,1797,253,49,43
"Pesca (090)",175,163,10,2,
"Explotación de minas y canteras (091)",334,,,16,318
"Industrias manufactureras (092)",343,169,46,38,90
"Suministro de electricidad, gas y agua (093)",14,9,1,4,
"Construcción (094)",718,160,110,95,353
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",618,526,61,19,12
"Venta, mant.y rep. veh.autom y motoc. (096)",98,60,20,7,11
"Comercio al por mayor (097)",30,21,3,5,1
"Comercio al por menor (098)",490,445,38,7,
"Hoteles y restaurantes (099)",209,60,9,53,87
"Trans., almac. y comunicaciones (100)",327,205,48,35,39
"Activid.inmobil., empres. y alquileres (102)",216,59,39,58,60
"Admin.pub. y defensa; p. segur soc.afil (103)",301,,,,301
"Enseñanza (104)",317,53,80,127,57
"Servicios sociales y de salud (105)",68,10,4,10,44
"Otras activ. serv.comun.soc y personales (106)",103,52,17,15,19
"Hogares privados con servicio doméstico (107)",21,21,,,
"Actividad economica no especificada (109)",309,140,44,40,85
"Mujeres (110)",2404,1826,216,163,199
"Agric., ganadería, caza y silvicultura (111)",727,628,79,18,2
"Pesca (112)",9,8,,1,
"Explotación de minas y canteras (113)",6,,,,6
"Industrias manufactureras (114)",39,36,3,,
"Suministro de electricidad, gas y agua (115)",1,1,,,
"Construcción (116)",15,3,4,6,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",509,472,25,12,
"Venta, mant.y rep. veh.autom y motoc. (118)",5,5,,,
"Comercio al por mayor (119)",15,8,,7,
"Comercio al por menor (120)",489,459,25,5,
"Hoteles y restaurantes (121)",260,238,16,5,1
"Trans., almac. y comunicaciones (122)",23,19,3,1,
"Intermediación financiera (123)",3,2,,1,
"Activid.inmobil., empres. y alquileres (124)",43,20,7,13,3
"Admin.pub. y defensa; p. segur soc.afil (125)",107,,,,107
"Enseñanza (126)",254,67,65,83,39
"Servicios sociales y de salud (127)",50,9,6,6,29
"Otras activ. serv.comun.soc y personales (128)",30,28,1,,1
"Hogares privados con servicio doméstico (129)",201,201,,,
"Actividad economica no especificada (131)",127,94,7,17,9
,,,,,
"RURAL (132)",9004,7556,983,221,244
"Agric., ganadería, caza y silvicultura (133)",7242,6533,633,75,1
"Pesca (134)",149,144,4,1,
"Explotación de minas y canteras (135)",84,1,,4,79
"Industrias manufactureras (136)",65,38,6,6,15
"Construcción (138)",153,50,70,24,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",301,286,9,5,1
"Venta, mant.y rep. veh.autom y motoc. (140)",12,11,,,1
"Comercio al por mayor (141)",13,11,1,1,
"Comercio al por menor (142)",276,264,8,4,
"Hoteles y restaurantes (143)",36,15,11,,10
"Trans., almac. y comunicaciones (144)",84,28,35,9,12
"Intermediación financiera (145)",1,,,1,
"Activid.inmobil., empres. y alquileres (146)",57,9,15,13,20
"Admin.pub. y defensa; p. segur soc.afil (147)",54,,,,54
"Enseñanza (148)",463,209,179,56,19
"Servicios sociales y de salud (149)",34,9,2,,23
"Otras activ. serv.comun.soc y personales (150)",32,23,7,2,
"Hogares privados con servicio doméstico (151)",31,31,,,
"Actividad economica no especificada (153)",218,180,12,25,1
"Hombres (154)",7225,6061,750,193,221
"Agric., ganadería, caza y silvicultura (155)",5931,5391,474,65,1
"Pesca (156)",148,143,4,1,
"Explotación de minas y canteras (157)",83,,,4,79
"Industrias manufactureras (158)",61,35,5,6,15
"Construcción (160)",151,49,69,24,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",244,232,6,5,1
"Venta, mant.y rep. veh.autom y motoc. (162)",12,11,,,1
"Comercio al por mayor (163)",9,7,1,1,
"Comercio al por menor (164)",223,214,5,4,
"Hoteles y restaurantes (165)",15,2,3,,10
"Trans., almac. y comunicaciones (166)",83,27,35,9,12
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",55,7,15,13,20
"Admin.pub. y defensa; p. segur soc.afil (169)",48,,,,48
"Enseñanza (170)",290,116,122,39,13
"Servicios sociales y de salud (171)",19,5,2,,12
"Otras activ. serv.comun.soc y personales (172)",26,17,7,2,
"Hogares privados con servicio doméstico (173)",7,7,,,
"Actividad economica no especificada (175)",63,30,8,24,1
"Mujeres (176)",1779,1495,233,28,23
"Agric., ganadería, caza y silvicultura (177)",1311,1142,159,10,
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",1,1,,,
"Industrias manufactureras (180)",4,3,1,,
"Construcción (182)",2,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",57,54,3,,
"Comercio al por mayor (185)",4,4,,,
"Comercio al por menor (186)",53,50,3,,
"Hoteles y restaurantes (187)",21,13,8,,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",2,2,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",6,,,,6
"Enseñanza (192)",173,93,57,17,6
"Servicios sociales y de salud (193)",15,4,,,11
"Otras activ. serv.comun.soc y personales (194)",6,6,,,
"Hogares privados con servicio doméstico (195)",24,24,,,
"Actividad economica no especificada (197)",155,150,4,1,
