"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 25 a 29 años (024)",156,145,32,41,46,21,5,,,,11,217
"De 30 a 34 años (025)",147,142,19,34,41,25,20,2,1,,5,296
"De 35 a 39 años (026)",165,163,13,16,37,33,49,12,3,,2,503
"De 40 a 44 años (027)",158,158,9,9,22,31,48,30,8,1,,624
"De 45 a 49 años (028)",136,135,5,9,18,19,41,23,16,4,1,609
"De 50 y más años (029)",407,405,26,15,39,38,97,90,56,44,2,2193
"Desocupada (030)",21,21,7,6,2,4,1,1,,,,33
"De 12 a 14 años (031)",1,1,1,,,,,,,,,
"De 15 a 19 años (032)",6,6,6,,,,,,,,,
"De 20 a 24 años (033)",3,3,,3,,,,,,,,3
"De 25 a 29 años (034)",1,1,,1,,,,,,,,1
"De 30 a 34 años (035)",3,3,,1,2,,,,,,,5
"De 35 a 39 años (036)",4,4,,,,3,1,,,,,13
"De 40 a 44 años (037)",2,2,,,,1,,1,,,,10
"De 50 y más años (039)",1,1,,1,,,,,,,,1
"No PEA (040)",2635,2609,808,261,307,228,418,277,171,139,26,8188
"De 12 a 14 años (041)",376,373,373,,,,,,,,3,
"De 15 a 19 años (042)",350,348,311,36,1,,,,,,2,38
"De 20 a 24 años (043)",228,221,50,99,63,8,,1,,,7,256
"De 25 a 29 años (044)",192,189,18,41,77,38,13,2,,,3,378
"De 30 a 34 años (045)",189,184,8,28,49,46,47,6,,,5,503
"De 35 a 39 años (046)",190,190,4,11,34,40,67,28,4,2,,727
"De 40 a 44 años (047)",178,177,9,7,24,18,69,29,15,6,1,787
"De 45 a 49 años (048)",147,145,4,4,10,14,43,38,26,6,2,781
"De 50 y más años (049)",785,782,31,35,49,64,179,173,126,125,3,4718
,,,,,,,,,,,,
"URBANA (060)",2715,2677,672,302,398,284,463,296,140,122,38,8447
"De 12 a 14 años (061)",277,273,271,1,1,,,,,,4,3
"De 15 a 19 años (062)",278,277,244,33,,,,,,,1,33
"De 20 a 24 años (063)",232,220,60,92,56,11,,1,,,12,244
"De 25 a 29 años (064)",230,223,33,60,85,35,8,2,,,7,381
"De 30 a 34 años (065)",236,228,16,48,72,46,42,3,1,,8,534
"De 35 a 39 años (066)",254,252,9,16,62,57,79,24,5,,2,847
"De 40 a 44 años (067)",219,219,5,9,40,38,83,35,7,2,,871
"De 45 a 49 años (068)",199,197,6,11,18,22,61,51,22,6,2,957
"De 50 y más años (069)",790,788,28,32,64,75,190,180,105,114,2,4577
"PEA (070)",896,874,127,132,166,119,167,94,38,31,22,2834
"De 12 a 14 años (071)",7,6,4,1,1,,,,,,1,3
"De 15 a 19 años (072)",37,37,30,7,,,,,,,,7
"De 20 a 24 años (073)",87,80,31,35,10,4,,,,,7,67
"De 25 a 29 años (074)",104,97,22,30,32,10,3,,,,7,137
"De 30 a 34 años (075)",108,104,12,26,34,18,13,,1,,4,210
"De 35 a 39 años (076)",125,123,9,11,33,27,34,7,2,,2,366
"De 40 a 44 años (077)",100,100,2,6,19,23,30,19,1,,,375
"De 45 a 49 años (078)",95,94,4,8,11,13,29,19,8,2,1,406
"De 50 y más años (079)",233,233,13,8,26,24,58,49,26,29,,1263
"Ocupada (080)",886,864,123,129,165,117,167,94,38,31,22,2823
"De 12 a 14 años (081)",7,6,4,1,1,,,,,,1,3
"De 15 a 19 años (082)",33,33,26,7,,,,,,,,7
"De 20 a 24 años (083)",84,77,31,32,10,4,,,,,7,64
"De 25 a 29 años (084)",104,97,22,30,32,10,3,,,,7,137
"De 30 a 34 años (085)",107,103,12,26,33,18,13,,1,,4,208
"De 35 a 39 años (086)",123,121,9,11,33,25,34,7,2,,2,360
"De 40 a 44 años (087)",100,100,2,6,19,23,30,19,1,,,375
"De 45 a 49 años (088)",95,94,4,8,11,13,29,19,8,2,1,406
"De 50 y más años (089)",233,233,13,8,26,24,58,49,26,29,,1263
"Desocupada (090)",10,10,4,3,1,2,,,,,,11
"De 15 a 19 años (092)",4,4,4,,,,,,,,,
"De 20 a 24 años (093)",3,3,,3,,,,,,,,3
"De 30 a 34 años (095)",1,1,,,1,,,,,,,2
"De 35 a 39 años (096)",2,2,,,,2,,,,,,6
"No PEA (100)",1819,1803,545,170,232,165,296,202,102,91,16,5613
"De 12 a 14 años (101)",270,267,267,,,,,,,,3,
"De 15 a 19 años (102)",241,240,214,26,,,,,,,1,26
"De 20 a 24 años (103)",145,140,29,57,46,7,,1,,,5,177
"De 25 a 29 años (104)",126,126,11,30,53,25,5,2,,,,244
"De 30 a 34 años (105)",128,124,4,22,38,28,29,3,,,4,324
"De 35 a 39 años (106)",129,129,,5,29,30,45,17,3,,,481
"De 40 a 44 años (107)",119,119,3,3,21,15,53,16,6,2,,496
"De 45 a 49 años (108)",104,103,2,3,7,9,32,32,14,4,1,551
"De 50 y más años (109)",557,555,15,24,38,51,132,131,79,85,2,3314
,,,,,,,,,,,,
"RURAL (120)",1312,1291,351,152,131,121,216,139,115,66,21,4331
"De 12 a 14 años (121)",112,112,112,,,,,,,,,
"De 15 a 19 años (122)",135,133,115,17,1,,,,,,2,19
"De 20 a 24 años (123)",132,127,43,58,23,3,,,,,5,113
"De 25 a 29 años (124)",119,112,17,23,38,24,10,,,,7,215
"De 30 a 34 años (125)",103,101,11,15,20,25,25,5,,,2,270
"De 35 a 39 años (126)",105,105,8,11,9,19,38,16,2,2,,396
"De 40 a 44 años (127)",119,118,13,7,6,12,34,25,16,5,1,550
"De 45 a 49 años (128)",84,83,3,2,10,11,23,10,20,4,1,433
"De 50 y más años (129)",403,400,29,19,24,27,86,83,77,55,3,2335
"PEA (130)",496,485,88,61,56,58,94,64,46,18,11,1756
"De 12 a 14 años (131)",6,6,6,,,,,,,,,
"De 15 a 19 años (132)",26,25,18,7,,,,,,,1,7
"De 20 a 24 años (133)",49,46,22,16,6,2,,,,,3,34
"De 25 a 29 años (134)",53,49,10,12,14,11,2,,,,4,81
"De 30 a 34 años (135)",42,41,7,9,9,7,7,2,,,1,91
"De 35 a 39 años (136)",44,44,4,5,4,9,16,5,1,,,150
"De 40 a 44 años (137)",60,60,7,3,3,9,18,12,7,1,,259
"De 45 a 49 años (138)",41,41,1,1,7,6,12,4,8,2,,203
"De 50 y más años (139)",175,173,13,8,13,14,39,41,30,15,2,931
"Ocupada (140)",485,474,85,58,55,56,93,63,46,18,11,1734
"De 12 a 14 años (141)",5,5,5,,,,,,,,,
"De 15 a 19 años (142)",24,23,16,7,,,,,,,1,7
"De 20 a 24 años (143)",49,46,22,16,6,2,,,,,3,34
"De 25 a 29 años (144)",52,48,10,11,14,11,2,,,,4,80
"De 30 a 34 años (145)",40,39,7,8,8,7,7,2,,,1,88
"De 35 a 39 años (146)",42,42,4,5,4,8,15,5,1,,,143
"De 40 a 44 años (147)",58,58,7,3,3,8,18,11,7,1,,249
"De 45 a 49 años (148)",41,41,1,1,7,6,12,4,8,2,,203
"De 50 y más años (149)",174,172,13,7,13,14,39,41,30,15,2,930
"Desocupada (150)",11,11,3,3,1,2,1,1,,,,22
"De 12 a 14 años (151)",1,1,1,,,,,,,,,
"De 15 a 19 años (152)",2,2,2,,,,,,,,,
"De 25 a 29 años (154)",1,1,,1,,,,,,,,1
"De 30 a 34 años (155)",2,2,,1,1,,,,,,,3
"De 35 a 39 años (156)",2,2,,,,1,1,,,,,7
"De 40 a 44 años (157)",2,2,,,,1,,1,,,,10
"De 50 y más años (159)",1,1,,1,,,,,,,,1
"No PEA (160)",816,806,263,91,75,63,122,75,69,48,10,2575
"De 12 a 14 años (161)",106,106,106,,,,,,,,,
"De 15 a 19 años (162)",109,108,97,10,1,,,,,,1,12
"De 20 a 24 años (163)",83,81,21,42,17,1,,,,,2,79
"De 25 a 29 años (164)",66,63,7,11,24,13,8,,,,3,134
"De 30 a 34 años (165)",61,60,4,6,11,18,18,3,,,1,179
"De 35 a 39 años (166)",61,61,4,6,5,10,22,11,1,2,,246
"De 40 a 44 años (167)",59,58,6,4,3,3,16,13,9,4,1,291
"De 45 a 49 años (168)",43,42,2,1,3,5,11,6,12,2,1,230
"De 50 y más años (169)",228,227,16,11,11,13,47,42,47,40,1,1404
