"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",5,5,,,
"Trabajador familiar no remunerado (061)",23,23,,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",983,534,133,72,244
"Empleado (065)",305,69,56,52,128
"Obrero (066)",265,96,35,19,115
"Trabajador independiente (067)",276,250,26,,
"Empleador o patrono (068)",5,4,1,,
"Trabajador familiar no remunerado (069)",110,93,15,1,1
"Trabajador del hogar (070)",22,22,,,
"De 30 a 44 años (072)",1483,738,164,189,392
"Empleado (073)",528,112,110,159,147
"Obrero (074)",397,97,30,28,242
"Trabajador independiente (075)",465,446,19,,
"Empleador o patrono (076)",5,1,3,,1
"Trabajador familiar no remunerado (077)",76,70,2,2,2
"Trabajador del hogar (078)",12,12,,,
"De 45 a 64 años (080)",986,624,68,60,234
"Empleado (081)",202,46,31,42,83
"Obrero (082)",282,100,15,17,150
"Trabajador independiente (083)",424,405,19,,
"Empleador o patrono (084)",6,4,2,,
"Trabajador familiar no remunerado (085)",69,66,1,1,1
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",193,176,9,1,7
"Empleado (089)",7,1,3,,3
"Obrero (090)",27,20,3,,4
"Trabajador independiente (091)",131,128,3,,
"Empleador o patrono (092)",2,2,,,
"Trabajador familiar no remunerado (093)",22,21,,1,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",9433,8554,684,133,62
"Empleado (097)",282,153,82,9,38
"Obrero (098)",1632,1300,201,110,21
"Trabajador independiente (099)",5167,4869,298,,
"Empleador o patrono (100)",57,48,7,2,
"Trabajador familiar no remunerado (101)",2272,2161,96,12,3
"Trabajador del hogar (102)",23,23,,,
"De 06 a 14 años (104)",102,85,14,2,1
"Obrero (106)",4,4,,,
"Trabajador independiente (107)",15,11,4,,
"Trabajador familiar no remunerado (109)",81,68,10,2,1
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",2907,2598,230,54,25
"Empleado (113)",85,45,21,2,17
"Obrero (114)",543,409,77,49,8
"Trabajador independiente (115)",1298,1218,80,,
"Empleador o patrono (116)",14,10,4,,
"Trabajador familiar no remunerado (117)",956,905,48,3,
"Trabajador del hogar (118)",11,11,,,
"De 30 a 44 años (120)",3054,2751,236,42,25
"Empleado (121)",148,82,43,5,18
"Obrero (122)",545,437,71,31,6
"Trabajador independiente (123)",1715,1619,96,,
"Empleador o patrono (124)",18,17,,1,
"Trabajador familiar no remunerado (125)",623,591,26,5,1
"Trabajador del hogar (126)",5,5,,,
"De 45 a 64 años (128)",2513,2312,161,29,11
"Empleado (129)",49,26,18,2,3
"Obrero (130)",433,361,40,25,7
"Trabajador independiente (131)",1526,1436,90,,
"Empleador o patrono (132)",21,17,3,1,
"Trabajador familiar no remunerado (133)",481,469,10,1,1
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",857,808,43,6,
"Obrero (138)",107,89,13,5,
"Trabajador independiente (139)",613,585,28,,
"Empleador o patrono (140)",4,4,,,
"Trabajador familiar no remunerado (141)",131,128,2,1,
"Trabajador del hogar (142)",2,2,,,
