"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",66,66,,,
"Actividad economica no especificada (043)",681,469,87,66,59
"Mujeres (044)",9645,7734,811,545,555
"Agric., ganadería, caza y silvicultura (045)",3251,2971,235,38,7
"Pesca (046)",14,11,1,2,
"Explotación de minas y canteras (047)",2,1,,,1
"Industrias manufactureras (048)",265,225,25,12,3
"Suministro de electricidad, gas y agua (049)",7,,1,6,
"Construcción (050)",30,12,4,12,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1941,1793,122,24,2
"Venta, mant.y rep. veh.autom y motoc. (052)",23,17,4,1,1
"Comercio al por mayor (053)",88,64,17,6,1
"Comercio al por menor (054)",1830,1712,101,17,
"Hoteles y restaurantes (055)",836,756,58,12,10
"Trans., almac. y comunicaciones (056)",105,73,15,16,1
"Intermediación financiera (057)",16,4,9,3,
"Activid.inmobil., empres. y alquileres (058)",190,92,43,34,21
"Admin.pub. y defensa; p. segur soc.afil (059)",173,,,,173
"Enseñanza (060)",841,199,212,308,122
"Servicios sociales y de salud (061)",235,42,11,11,171
"Otras activ. serv.comun.soc y personales (062)",212,163,22,19,8
"Hogares privados con servicio doméstico (063)",994,994,,,
"Actividad economica no especificada (065)",533,398,53,48,34
,,,,,
"URBANA (066)",21840,16102,2335,1635,1768
"Agric., ganadería, caza y silvicultura (067)",6698,5910,572,124,92
"Pesca (068)",264,240,17,7,
"Explotación de minas y canteras (069)",20,4,,,16
"Industrias manufactureras (070)",1047,786,153,85,23
"Suministro de electricidad, gas y agua (071)",51,9,8,25,9
"Construcción (072)",1123,596,251,187,89
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3804,3445,285,68,6
"Venta, mant.y rep. veh.autom y motoc. (074)",375,328,32,10,5
"Comercio al por mayor (075)",188,136,34,17,1
"Comercio al por menor (076)",3241,2981,219,41,
"Hoteles y restaurantes (077)",1061,918,92,31,20
"Trans., almac. y comunicaciones (078)",1903,1436,163,160,144
"Intermediación financiera (079)",44,6,19,19,
"Activid.inmobil., empres. y alquileres (080)",674,315,125,134,100
"Admin.pub. y defensa; p. segur soc.afil (081)",584,,,,584
"Enseñanza (082)",1644,306,428,610,300
"Servicios sociales y de salud (083)",416,91,25,24,276
"Otras activ. serv.comun.soc y personales (084)",479,351,65,47,16
"Hogares privados con servicio doméstico (085)",977,977,,,
"Actividad economica no especificada (087)",1051,712,132,114,93
"Hombres (088)",14059,10059,1650,1117,1233
"Agric., ganadería, caza y silvicultura (089)",4973,4350,438,100,85
"Pesca (090)",251,230,16,5,
"Explotación de minas y canteras (091)",18,3,,,15
"Industrias manufactureras (092)",788,567,128,73,20
"Suministro de electricidad, gas y agua (093)",44,9,7,19,9
"Construcción (094)",1095,586,247,175,87
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1903,1690,165,44,4
"Venta, mant.y rep. veh.autom y motoc. (096)",353,312,28,9,4
"Comercio al por mayor (097)",102,74,17,11,
"Comercio al por menor (098)",1448,1304,120,24,
"Hoteles y restaurantes (099)",244,179,36,19,10
"Trans., almac. y comunicaciones (100)",1800,1365,148,144,143
"Intermediación financiera (101)",28,2,10,16,
"Activid.inmobil., empres. y alquileres (102)",485,224,82,100,79
"Admin.pub. y defensa; p. segur soc.afil (103)",414,,,,414
"Enseñanza (104)",876,148,234,314,180
"Servicios sociales y de salud (105)",198,54,14,13,117
"Otras activ. serv.comun.soc y personales (106)",280,197,43,29,11
"Hogares privados con servicio doméstico (107)",52,52,,,
"Actividad economica no especificada (109)",610,403,82,66,59
"Mujeres (110)",7781,6043,685,518,535
"Agric., ganadería, caza y silvicultura (111)",1725,1560,134,24,7
"Pesca (112)",13,10,1,2,
"Explotación de minas y canteras (113)",2,1,,,1
"Industrias manufactureras (114)",259,219,25,12,3
"Suministro de electricidad, gas y agua (115)",7,,1,6,
"Construcción (116)",28,10,4,12,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1901,1755,120,24,2
"Venta, mant.y rep. veh.autom y motoc. (118)",22,16,4,1,1
"Comercio al por mayor (119)",86,62,17,6,1
"Comercio al por menor (120)",1793,1677,99,17,
"Hoteles y restaurantes (121)",817,739,56,12,10
"Trans., almac. y comunicaciones (122)",103,71,15,16,1
"Intermediación financiera (123)",16,4,9,3,
"Activid.inmobil., empres. y alquileres (124)",189,91,43,34,21
"Admin.pub. y defensa; p. segur soc.afil (125)",170,,,,170
"Enseñanza (126)",768,158,194,296,120
"Servicios sociales y de salud (127)",218,37,11,11,159
"Otras activ. serv.comun.soc y personales (128)",199,154,22,18,5
"Hogares privados con servicio doméstico (129)",925,925,,,
"Actividad economica no especificada (131)",441,309,50,48,34
,,,,,
"RURAL (132)",11532,10537,797,136,62
"Agric., ganadería, caza y silvicultura (133)",10583,9824,675,75,9
"Pesca (134)",40,38,1,1,
"Explotación de minas y canteras (135)",1,,,,1
"Industrias manufactureras (136)",75,55,6,14,
"Construcción (138)",41,31,8,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",110,105,5,,
"Venta, mant.y rep. veh.autom y motoc. (140)",8,8,,,
"Comercio al por mayor (141)",4,3,1,,
"Comercio al por menor (142)",98,94,4,,
"Hoteles y restaurantes (143)",19,17,2,,
"Trans., almac. y comunicaciones (144)",40,36,2,2,
"Activid.inmobil., empres. y alquileres (146)",9,6,1,1,1
"Admin.pub. y defensa; p. segur soc.afil (147)",19,,,,19
"Enseñanza (148)",284,149,88,39,8
"Servicios sociales y de salud (149)",38,15,1,1,21
"Otras activ. serv.comun.soc y personales (150)",27,23,,1,3
"Hogares privados con servicio doméstico (151)",83,83,,,
"Actividad economica no especificada (153)",163,155,8,,
"Hombres (154)",9668,8846,671,109,42
"Agric., ganadería, caza y silvicultura (155)",9057,8413,574,61,9
"Pesca (156)",39,37,1,1,
"Explotación de minas y canteras (157)",1,,,,1
"Industrias manufactureras (158)",69,49,6,14,
"Construcción (160)",39,29,8,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",70,67,3,,
"Venta, mant.y rep. veh.autom y motoc. (162)",7,7,,,
"Comercio al por mayor (163)",2,1,1,,
"Comercio al por menor (164)",61,59,2,,
"Trans., almac. y comunicaciones (166)",38,34,2,2,
"Activid.inmobil., empres. y alquileres (168)",8,5,1,1,1
"Admin.pub. y defensa; p. segur soc.afil (169)",16,,,,16
"Enseñanza (170)",211,108,70,27,6
"Servicios sociales y de salud (171)",21,10,1,1,9
"Otras activ. serv.comun.soc y personales (172)",14,14,,,
"Hogares privados con servicio doméstico (173)",14,14,,,
"Actividad economica no especificada (175)",71,66,5,,
"Mujeres (176)",1864,1691,126,27,20
"Agric., ganadería, caza y silvicultura (177)",1526,1411,101,14,
"Pesca (178)",1,1,,,
"Industrias manufactureras (180)",6,6,,,
"Construcción (182)",2,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",40,38,2,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",2,2,,,
"Comercio al por menor (186)",37,35,2,,
"Hoteles y restaurantes (187)",19,17,2,,
"Trans., almac. y comunicaciones (188)",2,2,,,
"Activid.inmobil., empres. y alquileres (190)",1,1,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",3,,,,3
"Enseñanza (192)",73,41,18,12,2
"Servicios sociales y de salud (193)",17,5,,,12
"Otras activ. serv.comun.soc y personales (194)",13,9,,1,3
"Hogares privados con servicio doméstico (195)",69,69,,,
"Actividad economica no especificada (197)",92,89,3,,
