"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",19,14,,4,1
"Trabajador independiente (059)",14,12,2,,
"Trabajador familiar no remunerado (061)",176,151,18,7,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",1584,1070,210,135,169
"Empleado (065)",289,59,53,50,127
"Obrero (066)",463,248,95,78,42
"Trabajador independiente (067)",531,493,38,,
"Empleador o patrono (068)",14,13,1,,
"Trabajador familiar no remunerado (069)",258,228,23,7,
"Trabajador del hogar (070)",29,29,,,
"De 30 a 44 años (072)",2201,1436,320,213,232
"Empleado (073)",485,76,148,97,164
"Obrero (074)",571,295,97,111,68
"Trabajador independiente (075)",898,842,56,,
"Empleador o patrono (076)",24,20,3,1,
"Trabajador familiar no remunerado (077)",214,194,16,4,
"Trabajador del hogar (078)",9,9,,,
"De 45 a 64 años (080)",1748,1340,197,97,114
"Empleado (081)",250,49,71,58,72
"Obrero (082)",340,209,52,37,42
"Trabajador independiente (083)",917,859,58,,
"Empleador o patrono (084)",18,15,2,1,
"Trabajador familiar no remunerado (085)",211,196,14,1,
"Trabajador del hogar (086)",12,12,,,
"De 65 y más años (088)",766,712,45,6,3
"Empleado (089)",11,4,3,1,3
"Obrero (090)",106,90,13,3,
"Trabajador independiente (091)",502,488,14,,
"Empleador o patrono (092)",16,12,4,,
"Trabajador familiar no remunerado (093)",127,114,11,2,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",1816,1558,98,82,78
"Empleado (097)",115,38,19,7,51
"Obrero (098)",278,150,57,46,25
"Trabajador independiente (099)",1117,1104,13,,
"Empleador o patrono (100)",10,6,3,1,
"Trabajador familiar no remunerado (101)",294,258,6,28,2
"Trabajador del hogar (102)",2,2,,,
"De 06 a 14 años (104)",37,35,,2,
"Obrero (106)",2,1,,1,
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",34,33,,1,
"De 15 a 29 años (112)",405,307,30,40,28
"Empleado (113)",36,11,5,,20
"Obrero (114)",76,28,21,20,7
"Trabajador independiente (115)",177,177,,,
"Empleador o patrono (116)",3,1,2,,
"Trabajador familiar no remunerado (117)",112,89,2,20,1
"Trabajador del hogar (118)",1,1,,,
"De 30 a 44 años (120)",514,422,35,20,37
"Empleado (121)",59,23,10,2,24
"Obrero (122)",91,45,18,15,13
"Trabajador independiente (123)",300,293,7,,
"Empleador o patrono (124)",2,2,,,
"Trabajador familiar no remunerado (125)",62,59,,3,
"De 45 a 64 años (128)",493,439,26,17,11
"Empleado (129)",20,4,4,5,7
"Obrero (130)",75,49,13,9,4
"Trabajador independiente (131)",348,344,4,,
"Empleador o patrono (132)",2,,1,1,
"Trabajador familiar no remunerado (133)",48,42,4,2,
"De 65 y más años (136)",367,355,7,3,2
"Obrero (138)",34,27,5,1,1
"Trabajador independiente (139)",291,289,2,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",38,35,,2,1
"Trabajador del hogar (142)",1,1,,,
