"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",51,1,,10,11,6,12,1,10
"Hijo(a)/ hijastro(a) (051)",654,85,52,264,168,17,27,20,21
"Yerno/ nuera (052)",14,1,,3,2,,4,2,2
"Nieto(a) (053)",26,5,4,13,4,,,,
"Padres/ suegros (054)",6,1,,3,2,,,,
"Otro(a) pariente (055)",84,11,2,22,29,7,1,8,4
"Pensionista (057)",3,,,,2,,1,,
"Otro(a) no pariente (058)",37,6,,5,15,1,4,1,5
"Mujeres (060)",1604,305,48,518,350,84,160,33,106
"Jefe o Jefa (061)",287,55,,65,58,15,41,3,50
"Esposa(o)/ compa¤era(o) (062)",497,96,1,132,115,34,79,12,28
"Hijo(a)/ hijastro(a) (063)",600,92,39,262,128,25,26,13,15
"Yerno/ nuera (064)",19,,,2,8,1,3,1,4
"Nieto(a) (065)",38,9,6,16,5,1,,1,
"Padres/ suegros (066)",37,31,,6,,,,,
"Otro(a) pariente (067)",86,17,2,23,23,7,8,2,4
"Trabajador(a) del hogar (068)",18,4,,6,7,,,1,
"Pensionista (069)",3,,,,2,,,,1
"Otro(a) no pariente (070)",19,1,,6,4,1,3,,4
,,,,,,,,,
"RURAL (072)",16598,5367,750,7085,2770,147,249,70,160
"Jefe o Jefa (073)",4407,1936,8,1588,607,40,118,25,85
"Esposa(o)/ compa¤era(o) (074)",2919,1534,9,938,347,16,34,6,35
"Hijo(a)/ hijastro(a) (075)",7572,1229,646,3946,1595,57,56,30,13
"Yerno/ nuera (076)",138,20,1,39,56,2,11,6,3
"Nieto(a) (077)",495,133,61,244,51,1,2,,3
"Padres/ suegros (078)",245,228,,17,,,,,
"Otro(a) pariente (079)",778,279,25,307,110,31,19,3,4
"Pensionista (081)",23,,,1,2,,7,,13
"Otro(a) no pariente (082)",21,8,,5,2,,2,,4
"Hombres (084)",7980,1882,374,3707,1603,83,165,51,115
"Jefe o Jefa (085)",3066,979,5,1349,517,32,85,20,79
"Esposa(o)/ compa¤era(o) (086)",274,89,1,92,58,4,18,2,10
"Hijo(a)/ hijastro(a) (087)",3850,575,328,1935,916,28,37,20,11
"Yerno/ nuera (088)",75,9,,21,30,2,5,6,2
"Nieto(a) (089)",263,65,31,140,23,1,,,3
"Padres/ suegros (090)",57,46,,11,,,,,
"Otro(a) pariente (091)",373,117,9,156,55,16,14,3,3
"Pensionista (093)",13,,,1,2,,4,,6
"Otro(a) no pariente (094)",9,2,,2,2,,2,,1
"Mujeres (096)",8618,3485,376,3378,1167,64,84,19,45
"Jefe o Jefa (097)",1341,957,3,239,90,8,33,5,6
"Esposa(o)/ compa¤era(o) (098)",2645,1445,8,846,289,12,16,4,25
"Hijo(a)/ hijastro(a) (099)",3722,654,318,2011,679,29,19,10,2
"Yerno/ nuera (100)",63,11,1,18,26,,6,,1
"Nieto(a) (101)",232,68,30,104,28,,2,,
"Padres/ suegros (102)",188,182,,6,,,,,
"Otro(a) pariente (103)",405,162,16,151,55,15,5,,1
"Pensionista (105)",10,,,,,,3,,7
"Otro(a) no pariente (106)",12,6,,3,,,,,3
