"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",18,1,,1,4,2,1,6,3
"Otro(a) no pariente (046)",708,44,7,99,236,47,73,102,100
"Hombres (048)",26297,1946,701,7436,8887,1142,1936,1734,2515
"Jefe o Jefa (049)",9555,335,5,2205,3141,480,1302,508,1579
"Esposa(o)/ compa¤era(o) (050)",636,19,,102,250,41,66,49,109
"Hijo(a)/ hijastro(a) (051)",12606,1199,566,4183,4321,457,374,923,583
"Yerno/ nuera (052)",313,1,,21,112,30,52,32,65
"Nieto(a) (053)",1100,260,93,434,244,17,10,26,16
"Padres/ suegros (054)",121,35,,59,21,2,2,,2
"Otro(a) pariente (055)",1572,80,34,384,652,85,95,136,106
"Trabajador(a) del hogar (056)",8,1,,1,6,,,,
"Pensionista (057)",6,1,,,,,1,2,2
"Otro(a) no pariente (058)",380,15,3,47,140,30,34,58,53
"Mujeres (060)",28639,4175,720,8639,8007,1027,2244,1560,2267
"Jefe o Jefa (061)",5308,1212,7,1412,1141,190,543,260,543
"Esposa(o)/ compa¤era(o) (062)",7209,1009,5,2127,1824,228,981,222,813
"Hijo(a)/ hijastro(a) (063)",12328,1243,567,4028,3968,462,516,850,694
"Yerno/ nuera (064)",362,6,,30,172,23,46,23,62
"Nieto(a) (065)",1049,248,100,426,213,15,9,28,10
"Padres/ suegros (066)",391,278,,85,19,,2,,7
"Otro(a) pariente (067)",1596,144,37,458,544,86,108,129,90
"Trabajador(a) del hogar (068)",56,6,,20,26,4,,,
"Pensionista (069)",12,,,1,4,2,,4,1
"Otro(a) no pariente (070)",328,29,4,52,96,17,39,44,47
,,,,,,,,,
"RURAL (072)",76605,17947,2411,36182,18117,627,500,409,412
"Jefe o Jefa (073)",19282,5032,9,8970,4575,171,230,80,215
"Esposa(o)/ compa¤era(o) (074)",12815,4909,22,6076,1675,34,51,17,31
"Hijo(a)/ hijastro(a) (075)",38077,6289,2061,18345,10420,365,178,287,132
"Yerno/ nuera (076)",714,24,2,315,338,10,15,5,5
"Nieto(a) (077)",2788,680,250,1377,461,8,4,5,3
"Padres/ suegros (078)",668,569,,93,5,,,1,
"Otro(a) pariente (079)",2021,405,64,928,561,30,13,11,9
"Trabajador(a) del hogar (080)",5,2,,1,2,,,,
"Pensionista (081)",2,,,,1,1,,,
"Otro(a) no pariente (082)",233,37,3,77,79,8,9,3,17
"Hombres (084)",37341,6230,1192,17646,10962,382,343,282,304
"Jefe o Jefa (085)",14343,2319,7,7355,4070,140,197,73,182
"Esposa(o)/ compa¤era(o) (086)",631,86,,319,200,3,9,3,11
"Hijo(a)/ hijastro(a) (087)",19354,3090,1032,8701,5940,205,111,188,87
"Yerno/ nuera (088)",227,6,,82,118,7,9,3,2
"Nieto(a) (089)",1372,332,110,657,261,3,3,4,2
"Padres/ suegros (090)",266,199,,64,2,,,1,
"Otro(a) pariente (091)",1016,182,42,433,318,19,7,9,6
"Trabajador(a) del hogar (092)",3,1,,1,1,,,,
"Pensionista (093)",2,,,,1,1,,,
"Otro(a) no pariente (094)",127,15,1,34,51,4,7,1,14
"Mujeres (096)",39264,11717,1219,18536,7155,245,157,127,108
"Jefe o Jefa (097)",4939,2713,2,1615,505,31,33,7,33
"Esposa(o)/ compa¤era(o) (098)",12184,4823,22,5757,1475,31,42,14,20
"Hijo(a)/ hijastro(a) (099)",18723,3199,1029,9644,4480,160,67,99,45
"Yerno/ nuera (100)",487,18,2,233,220,3,6,2,3
"Nieto(a) (101)",1416,348,140,720,200,5,1,1,1
"Padres/ suegros (102)",402,370,,29,3,,,,
"Otro(a) pariente (103)",1005,223,22,495,243,11,6,2,3
"Trabajador(a) del hogar (104)",2,1,,,1,,,,
"Otro(a) no pariente (106)",106,22,2,43,28,4,2,2,3
