"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",78,65,4,6,3
,,,,,
"URBANA (060)",28918,22608,2494,1614,2202
"Sin nivel (061)",2804,2486,166,49,103
"Educación inicial (062)",32,29,2,,1
"Primaria (063)",9873,8506,686,269,412
"Secundaria (064)",9731,7943,834,361,593
"Superior no univ. incompleta (065)",1464,1059,143,121,141
"Superior no univ. completa (066)",2308,1265,270,321,452
"Superior univ. incompleta (067)",800,522,96,90,92
"Superior univ. completa (068)",1906,798,297,403,408
"De 06 a 14 años (070)",369,329,31,3,6
"Sin nivel (071)",15,13,2,,
"Educación inicial (072)",3,2,1,,
"Primaria (073)",224,202,16,3,3
"Secundaria (074)",127,112,12,,3
"De 15 a 29 años (080)",8365,6355,839,453,718
"Sin nivel (081)",191,157,15,4,15
"Educación inicial (082)",20,18,1,,1
"Primaria (083)",2062,1630,178,92,162
"Secundaria (084)",4100,3301,424,151,224
"Superior no univ. incompleta (085)",647,476,68,50,53
"Superior no univ. completa (086)",641,378,63,62,138
"Superior univ. incompleta (087)",338,234,42,36,26
"Superior univ. completa (088)",366,161,48,58,99
"De 30 a 44 años (090)",9916,7463,929,623,901
"Sin nivel (091)",801,676,62,21,42
"Educación inicial (092)",9,9,,,
"Primaria (093)",3008,2529,251,89,139
"Secundaria (094)",3495,2873,269,135,218
"Superior no univ. incompleta (095)",529,369,49,49,62
"Superior no univ. completa (096)",996,530,122,138,206
"Superior univ. incompleta (097)",258,159,30,24,45
"Superior univ. completa (098)",820,318,146,167,189
"De 45 a 64 años (100)",8128,6461,613,513,541
"Sin nivel (101)",1141,1015,65,22,39
"Primaria (103)",3477,3103,206,77,91
"Secundaria (104)",1801,1470,117,72,142
"Superior no univ. incompleta (105)",259,188,24,21,26
"Superior no univ. completa (106)",616,312,80,119,105
"Superior univ. incompleta (107)",186,113,22,30,21
"Superior univ. completa (108)",648,260,99,172,117
"De 65 y más años (110)",2140,2000,82,22,36
"Sin nivel (111)",656,625,22,2,7
"Primaria (113)",1102,1042,35,8,17
"Secundaria (114)",208,187,12,3,6
"Superior no univ. incompleta (115)",29,26,2,1,
"Superior no univ. completa (116)",55,45,5,2,3
"Superior univ. incompleta (117)",18,16,2,,
"Superior univ. completa (118)",72,59,4,6,3
,,,,,
"RURAL (120)",18218,16384,1006,402,426
"Sin nivel (121)",3073,2859,108,62,44
"Educación inicial (122)",29,22,2,5,
"Primaria (123)",9939,9090,506,142,201
"Secundaria (124)",4230,3775,244,119,92
"Superior no univ. incompleta (125)",244,199,18,11,16
"Superior no univ. completa (126)",396,259,65,29,43
"Superior univ. incompleta (127)",114,88,10,9,7
"Superior univ. completa (128)",193,92,53,25,23
"De 06 a 14 años (130)",409,375,15,7,12
"Sin nivel (131)",31,29,1,,1
"Educación inicial (132)",13,8,1,4,
"Primaria (133)",322,298,10,3,11
"Secundaria (134)",43,40,3,,
"De 15 a 29 años (140)",5522,4808,365,142,207
"Sin nivel (141)",283,258,12,6,7
"Educación inicial (142)",10,10,,,
"Primaria (143)",2624,2302,174,46,102
"Secundaria (144)",2236,1966,144,66,60
"Superior no univ. incompleta (145)",134,116,6,4,8
"Superior no univ. completa (146)",138,90,20,11,17
"Superior univ. incompleta (147)",59,50,4,3,2
"Superior univ. completa (148)",38,16,5,6,11
"De 30 a 44 años (150)",5447,4799,359,166,123
"Sin nivel (151)",817,737,38,29,13
"Educación inicial (152)",6,4,1,1,
"Primaria (153)",2852,2568,174,58,52
"Secundaria (154)",1385,1253,69,42,21
"Superior no univ. incompleta (155)",78,60,7,6,5
"Superior no univ. completa (156)",173,103,36,16,18
"Superior univ. incompleta (157)",41,28,4,4,5
"Superior univ. completa (158)",95,46,30,10,9
"De 45 a 64 años (160)",4924,4546,224,76,78
"Sin nivel (161)",1123,1041,42,21,19
"Primaria (163)",3116,2930,122,30,34
"Secundaria (164)",517,468,27,11,11
"Superior no univ. incompleta (165)",29,20,5,1,3
"Superior no univ. completa (166)",72,54,8,2,8
"Superior univ. incompleta (167)",13,9,2,2,
"Superior univ. completa (168)",54,24,18,9,3
"De 65 y más años (170)",1916,1856,43,11,6
"Sin nivel (171)",819,794,15,6,4
"Primaria (173)",1025,992,26,5,2
"Secundaria (174)",49,48,1,,
"Superior no univ. incompleta (175)",3,3,,,
"Superior no univ. completa (176)",13,12,1,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",6,6,,,
