"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Mujeres (045)",1569,28,481,527,405,128
"Agric., ganadería, caza y silvicultura (046)",452,18,110,117,135,72
"Explotación de minas y canteras (048)",5,,4,,1,
"Industrias manufactureras (049)",34,,14,9,10,1
"Construcción (051)",8,,4,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",384,2,111,126,111,34
"Venta, mant.y rep. veh.autom.y motoc. (053)",3,,1,2,,
"Comercio al por mayor (054)",5,,3,2,,
"Comercio al por menor (055)",376,2,107,122,111,34
"Hoteles y restaurantes (056)",163,5,60,59,35,4
"Trans., almac. y comunicaciones (057)",25,1,15,9,,
"Intermediación financiera (058)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (059)",37,,22,12,3,
"Admin.pub. y defensa; p. segur.soc.afil (060)",77,,28,33,16,
"Enseñanza (061)",189,,41,108,38,2
"Servicios sociales y de salud (062)",35,,15,13,6,1
"Otras activ. serv.comun.soc y personales (063)",46,1,19,11,15,
"Hogares privados con servicio doméstico (064)",40,1,24,11,3,1
"Actividad economica no especificada (066)",72,,13,17,29,13
,,,,,,
"URBANA (067)",3239,28,916,1067,919,309
"Agric., ganadería, caza y silvicultura (068)",870,11,169,225,288,177
"Pesca (069)",1,,1,,,
"Explotación de minas y canteras (070)",135,,61,46,25,3
"Industrias manufactureras (071)",118,1,40,23,43,11
"Suministro de electricidad, gas y agua (072)",8,,2,3,3,
"Construcción (073)",258,2,89,80,73,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",539,2,171,170,146,50
"Venta, mant.y rep. veh.autom.y motoc. (075)",54,,28,13,12,1
"Comercio al por mayor (076)",9,,5,2,2,
"Comercio al por menor (077)",476,2,138,155,132,49
"Hoteles y restaurantes (078)",140,6,45,44,37,8
"Trans., almac. y comunicaciones (079)",253,2,107,77,56,11
"Intermediación financiera (080)",1,,,,1,
"Activid.inmobil., empres. y alquileres (081)",82,,36,32,12,2
"Admin.pub. y defensa; p. segur.soc.afil (082)",265,,60,123,74,8
"Enseñanza (083)",337,,50,191,91,5
"Servicios sociales y de salud (084)",40,,11,18,8,3
"Otras activ. serv.comun.soc y personales (085)",83,3,39,14,25,2
"Hogares privados con servicio doméstico (086)",33,1,18,11,2,1
"Actividad economica no especificada (088)",76,,17,10,35,14
"Hombres (089)",2164,13,601,696,634,220
"Agric., ganadería, caza y silvicultura (090)",670,4,130,178,223,135
"Pesca (091)",1,,1,,,
"Explotación de minas y canteras (092)",130,,57,46,24,3
"Industrias manufactureras (093)",91,1,29,17,34,10
"Suministro de electricidad, gas y agua (094)",8,,2,3,3,
"Construcción (095)",252,2,86,79,71,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",222,,83,65,55,19
"Venta, mant.y rep. veh.autom.y motoc. (097)",51,,27,11,12,1
"Comercio al por mayor (098)",5,,2,1,2,
"Comercio al por menor (099)",166,,54,53,41,18
"Hoteles y restaurantes (100)",36,2,6,8,15,5
"Trans., almac. y comunicaciones (101)",232,1,94,70,56,11
"Activid.inmobil., empres. y alquileres (103)",52,,19,22,9,2
"Admin.pub. y defensa; p. segur.soc.afil (104)",195,,35,94,58,8
"Enseñanza (105)",177,,20,99,55,3
"Servicios sociales y de salud (106)",12,,2,6,2,2
"Otras activ. serv.comun.soc y personales (107)",55,2,27,7,17,2
"Hogares privados con servicio doméstico (108)",1,1,,,,
"Actividad economica no especificada (110)",30,,10,2,12,6
"Mujeres (112)",1075,15,315,371,285,89
"Agric., ganadería, caza y silvicultura (113)",200,7,39,47,65,42
"Explotación de minas y canteras (115)",5,,4,,1,
"Industrias manufactureras (116)",27,,11,6,9,1
"Construcción (118)",6,,3,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",317,2,88,105,91,31
"Venta, mant.y rep. veh.autom.y motoc. (120)",3,,1,2,,
"Comercio al por mayor (121)",4,,3,1,,
"Comercio al por menor (122)",310,2,84,102,91,31
"Hoteles y restaurantes (123)",104,4,39,36,22,3
"Trans., almac. y comunicaciones (124)",21,1,13,7,,
"Intermediación financiera (125)",1,,,,1,
"Activid.inmobil., empres. y alquileres (126)",30,,17,10,3,
"Admin.pub. y defensa; p. segur.soc.afil (127)",70,,25,29,16,
"Enseñanza (128)",160,,30,92,36,2
"Servicios sociales y de salud (129)",28,,9,12,6,1
"Otras activ. serv.comun.soc y personales (130)",28,1,12,7,8,
"Hogares privados con servicio doméstico (131)",32,,18,11,2,1
"Actividad economica no especificada (133)",46,,7,8,23,8
,,,,,,
"RURAL (134)",2264,50,659,699,627,229
"Agric., ganadería, caza y silvicultura (135)",1385,41,343,379,423,199
"Pesca (136)",11,,7,1,3,
"Explotación de minas y canteras (137)",126,,45,45,33,3
"Industrias manufactureras (138)",58,2,24,21,10,1
"Suministro de electricidad, gas y agua (139)",5,,2,1,2,
"Construcción (140)",108,,35,44,27,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",144,1,54,44,37,8
"Venta, mant.y rep. veh.autom.y motoc. (142)",18,1,9,6,1,1
"Comercio al por mayor (143)",3,,1,1,,1
"Comercio al por menor (144)",123,,44,37,36,6
"Hoteles y restaurantes (145)",75,5,25,27,17,1
"Trans., almac. y comunicaciones (146)",98,,42,36,18,2
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",35,,13,13,8,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",34,,6,19,8,1
"Enseñanza (150)",80,,19,46,15,
"Servicios sociales y de salud (151)",9,,7,1,1,
"Otras activ. serv.comun.soc y personales (152)",45,,18,12,14,1
"Hogares privados con servicio doméstico (153)",8,1,6,,1,
"Actividad economica no especificada (155)",42,,12,10,10,10
"Hombres (156)",1770,37,493,543,507,190
"Agric., ganadería, caza y silvicultura (157)",1133,30,272,309,353,169
"Pesca (158)",11,,7,1,3,
"Explotación de minas y canteras (159)",126,,45,45,33,3
"Industrias manufactureras (160)",51,2,21,18,9,1
"Suministro de electricidad, gas y agua (161)",5,,2,1,2,
"Construcción (162)",106,,34,43,27,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",77,1,31,23,17,5
"Venta, mant.y rep. veh.autom.y motoc. (164)",18,1,9,6,1,1
"Comercio al por mayor (165)",2,,1,,,1
"Comercio al por menor (166)",57,,21,17,16,3
"Hoteles y restaurantes (167)",16,4,4,4,4,
"Trans., almac. y comunicaciones (168)",94,,40,34,18,2
"Activid.inmobil., empres. y alquileres (170)",28,,8,11,8,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",27,,3,15,8,1
"Enseñanza (172)",51,,8,30,13,
"Servicios sociales y de salud (173)",2,,1,,1,
"Otras activ. serv.comun.soc y personales (174)",27,,11,8,7,1
"Actividad economica no especificada (177)",16,,6,1,4,5
"Mujeres (179)",494,13,166,156,120,39
"Agric., ganadería, caza y silvicultura (180)",252,11,71,70,70,30
"Industrias manufactureras (183)",7,,3,3,1,
"Construcción (185)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",67,,23,21,20,3
"Comercio al por mayor (188)",1,,,1,,
"Comercio al por menor (189)",66,,23,20,20,3
"Hoteles y restaurantes (190)",59,1,21,23,13,1
"Trans., almac. y comunicaciones (191)",4,,2,2,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",7,,5,2,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",7,,3,4,,
"Enseñanza (195)",29,,11,16,2,
"Servicios sociales y de salud (196)",7,,6,1,,
"Otras activ. serv.comun.soc y personales (197)",18,,7,4,7,
"Hogares privados con servicio doméstico (198)",8,1,6,,1,
"Actividad economica no especificada (200)",26,,6,9,6,5
