"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",76,61,,49,7,2,3,,,,15,81
"De 20 a 24 años (023)",526,359,3,284,54,16,1,1,,,167,450
"De 25 a 29 años (024)",1051,800,4,509,231,45,11,,,,251,1151
"De 30 a 34 años (025)",1230,1116,4,471,450,152,36,3,,,114,1995
"De 35 a 39 años (026)",1335,1284,4,340,570,243,112,12,2,1,51,2794
"De 40 a 44 años (027)",1072,1037,9,222,375,266,148,15,1,1,35,2516
"De 45 a 49 años (028)",895,877,4,143,289,228,175,31,6,1,18,2414
"De 50 y más años (029)",1603,1589,5,174,341,364,445,181,67,12,14,5756
"Desocupada (030)",479,378,4,145,113,63,43,8,1,1,101,815
"De 15 a 19 años (032)",9,8,,7,1,,,,,,1,9
"De 20 a 24 años (033)",98,61,,49,11,1,,,,,37,74
"De 25 a 29 años (034)",108,68,1,38,22,6,1,,,,40,105
"De 30 a 34 años (035)",78,64,1,27,21,10,5,,,,14,121
"De 35 a 39 años (036)",56,52,1,9,22,15,4,1,,,4,120
"De 40 a 44 años (037)",54,52,,6,16,18,11,1,,,2,146
"De 45 a 49 años (038)",26,25,,4,9,7,4,1,,,1,67
"De 50 y más años (039)",50,48,1,5,11,6,18,5,1,1,2,173
"No PEA (040)",9894,9371,46,2317,2709,1860,1636,574,191,38,523,26106
"De 12 a 14 años (041)",26,12,1,8,3,,,,,,14,14
"De 15 a 19 años (042)",232,198,5,176,14,2,1,,,,34,214
"De 20 a 24 años (043)",947,783,5,580,157,39,2,,,,164,1020
"De 25 a 29 años (044)",1273,1131,5,563,419,113,31,,,,142,1868
"De 30 a 34 años (045)",1256,1204,3,383,545,208,59,6,,,52,2378
"De 35 a 39 años (046)",1085,1059,3,198,470,256,123,8,1,,26,2483
"De 40 a 44 años (047)",893,873,4,113,335,238,154,25,4,,20,2334
"De 45 a 49 años (048)",855,835,5,83,269,256,183,33,5,1,20,2450
"De 50 y más años (049)",3327,3276,15,213,497,748,1083,502,181,37,51,13345
,,,,,,,,,,,,
"URBANA (060)",18089,16805,83,4643,5116,3223,2599,821,266,54,1284,43879
"De 12 a 14 años (061)",29,15,1,9,5,,,,,,14,19
"De 15 a 19 años (062)",317,267,5,232,22,4,4,,,,50,304
"De 20 a 24 años (063)",1564,1198,8,909,221,56,3,1,,,366,1538
"De 25 a 29 años (064)",2423,1992,10,1107,669,163,43,,,,431,3112
"De 30 a 34 años (065)",2561,2381,8,881,1014,369,100,9,,,180,4487
"De 35 a 39 años (066)",2472,2391,8,547,1061,513,237,21,3,1,81,5383
"De 40 a 44 años (067)",2013,1957,13,340,724,520,313,41,5,1,56,4985
"De 45 a 49 años (068)",1770,1731,9,230,565,489,360,65,11,2,39,4912
"De 50 y más años (069)",4940,4873,21,388,835,1109,1539,684,247,50,67,19139
"PEA (070)",8221,7458,37,2331,2415,1370,965,248,76,16,763,17840
"De 12 a 14 años (071)",3,3,,1,2,,,,,,,5
"De 15 a 19 años (072)",85,69,,56,8,2,3,,,,16,90
"De 20 a 24 años (073)",620,417,3,330,65,17,1,1,,,203,521
"De 25 a 29 años (074)",1156,867,5,546,253,51,12,,,,289,1255
"De 30 a 34 años (075)",1307,1179,5,498,470,162,41,3,,,128,2114
"De 35 a 39 años (076)",1388,1333,5,349,591,258,114,13,2,1,55,2903
"De 40 a 44 años (077)",1123,1086,9,228,390,282,159,16,1,1,37,2654
"De 45 a 49 años (078)",916,897,4,147,296,233,178,32,6,1,19,2467
"De 50 y más años (079)",1623,1607,6,176,340,365,457,183,67,13,16,5831
"Ocupada (080)",7743,7081,33,2187,2302,1307,922,240,75,15,662,17026
"De 12 a 14 años (081)",3,3,,1,2,,,,,,,5
"De 15 a 19 años (082)",76,61,,49,7,2,3,,,,15,81
"De 20 a 24 años (083)",523,357,3,282,54,16,1,1,,,166,448
"De 25 a 29 años (084)",1048,799,4,508,231,45,11,,,,249,1150
"De 30 a 34 años (085)",1229,1115,4,471,449,152,36,3,,,114,1993
"De 35 a 39 años (086)",1332,1281,4,340,569,243,110,12,2,1,51,2783
"De 40 a 44 años (087)",1069,1034,9,222,374,264,148,15,1,1,35,2508
"De 45 a 49 años (088)",890,872,4,143,287,226,174,31,6,1,18,2400
"De 50 y más años (089)",1573,1559,5,171,329,359,439,178,66,12,14,5658
"Desocupada (090)",478,377,4,144,113,63,43,8,1,1,101,814
"De 15 a 19 años (092)",9,8,,7,1,,,,,,1,9
"De 20 a 24 años (093)",97,60,,48,11,1,,,,,37,73
"De 25 a 29 años (094)",108,68,1,38,22,6,1,,,,40,105
"De 30 a 34 años (095)",78,64,1,27,21,10,5,,,,14,121
"De 35 a 39 años (096)",56,52,1,9,22,15,4,1,,,4,120
"De 40 a 44 años (097)",54,52,,6,16,18,11,1,,,2,146
"De 45 a 49 años (098)",26,25,,4,9,7,4,1,,,1,67
"De 50 y más años (099)",50,48,1,5,11,6,18,5,1,1,2,173
"No PEA (100)",9868,9347,46,2312,2701,1853,1634,573,190,38,521,26039
"De 12 a 14 años (101)",26,12,1,8,3,,,,,,14,14
"De 15 a 19 años (102)",232,198,5,176,14,2,1,,,,34,214
"De 20 a 24 años (103)",944,781,5,579,156,39,2,,,,163,1017
"De 25 a 29 años (104)",1267,1125,5,561,416,112,31,,,,142,1857
"De 30 a 34 años (105)",1254,1202,3,383,544,207,59,6,,,52,2373
"De 35 a 39 años (106)",1084,1058,3,198,470,255,123,8,1,,26,2480
"De 40 a 44 años (107)",890,871,4,112,334,238,154,25,4,,19,2331
"De 45 a 49 años (108)",854,834,5,83,269,256,182,33,5,1,20,2445
"De 50 y más años (109)",3317,3266,15,212,495,744,1082,501,180,37,51,13308
,,,,,,,,,,,,
"RURAL (120)",75,70,,12,25,16,11,4,2,,5,204
"De 20 a 24 años (123)",7,5,,4,1,,,,,,2,6
"De 25 a 29 años (124)",9,7,,3,3,1,,,,,2,12
"De 30 a 34 años (125)",3,3,,,2,1,,,,,,7
"De 35 a 39 años (126)",4,4,,,1,1,2,,,,,14
"De 40 a 44 años (127)",6,5,,1,2,2,,,,,1,11
"De 45 a 49 años (128)",6,6,,,2,2,2,,,,,19
"De 50 y más años (129)",40,40,,4,14,9,7,4,2,,,135
"PEA (130)",49,46,,7,17,9,9,3,1,,3,137
"De 20 a 24 años (133)",4,3,,3,,,,,,,1,3
"De 25 a 29 años (134)",3,1,,1,,,,,,,2,1
"De 30 a 34 años (135)",1,1,,,1,,,,,,,2
"De 35 a 39 años (136)",3,3,,,1,,2,,,,,11
"De 40 a 44 años (137)",3,3,,,1,2,,,,,,8
"De 45 a 49 años (138)",5,5,,,2,2,1,,,,,14
"De 50 y más años (139)",30,30,,3,12,5,6,3,1,,,98
"Ocupada (140)",48,45,,6,17,9,9,3,1,,3,136
"De 20 a 24 años (143)",3,2,,2,,,,,,,1,2
"De 25 a 29 años (144)",3,1,,1,,,,,,,2,1
"De 30 a 34 años (145)",1,1,,,1,,,,,,,2
"De 35 a 39 años (146)",3,3,,,1,,2,,,,,11
"De 40 a 44 años (147)",3,3,,,1,2,,,,,,8
"De 45 a 49 años (148)",5,5,,,2,2,1,,,,,14
"De 50 y más años (149)",30,30,,3,12,5,6,3,1,,,98
"Desocupada (150)",1,1,,1,,,,,,,,1
"De 20 a 24 años (153)",1,1,,1,,,,,,,,1
"No PEA (160)",26,24,,5,8,7,2,1,1,,2,67
"De 20 a 24 años (163)",3,2,,1,1,,,,,,1,3
"De 25 a 29 años (164)",6,6,,2,3,1,,,,,,11
"De 30 a 34 años (165)",2,2,,,1,1,,,,,,5
"De 35 a 39 años (166)",1,1,,,,1,,,,,,3
"De 40 a 44 años (167)",3,2,,1,1,,,,,,1,3
"De 45 a 49 años (168)",1,1,,,,,1,,,,,5
"De 50 y más años (169)",10,10,,1,2,4,1,1,1,,,37
