"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",7,7,,,
"Trabajador familiar no remunerado (061)",19,18,1,,
"Trabajador del hogar (062)",4,4,,,
"De 15 a 29 años (064)",498,352,65,26,55
"Empleado (065)",121,38,17,17,49
"Obrero (066)",69,35,19,9,6
"Trabajador independiente (067)",208,185,23,,
"Empleador o patrono (068)",7,5,2,,
"Trabajador familiar no remunerado (069)",76,72,4,,
"Trabajador del hogar (070)",17,17,,,
"De 30 a 44 años (072)",731,496,91,65,79
"Empleado (073)",243,75,42,56,70
"Obrero (074)",85,47,21,9,8
"Trabajador independiente (075)",318,292,26,,
"Empleador o patrono (076)",12,11,,,1
"Trabajador familiar no remunerado (077)",68,66,2,,
"Trabajador del hogar (078)",5,5,,,
"De 45 a 64 años (080)",426,298,48,41,39
"Empleado (081)",112,22,22,36,32
"Obrero (082)",55,34,10,4,7
"Trabajador independiente (083)",211,198,13,,
"Empleador o patrono (084)",9,8,1,,
"Trabajador familiar no remunerado (085)",36,33,2,1,
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",108,100,4,2,2
"Empleado (089)",5,3,1,,1
"Obrero (090)",14,10,1,2,1
"Trabajador independiente (091)",69,68,1,,
"Empleador o patrono (092)",4,4,,,
"Trabajador familiar no remunerado (093)",15,14,1,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",7331,6708,353,154,116
"Empleado (097)",332,131,73,55,73
"Obrero (098)",640,360,150,92,38
"Trabajador independiente (099)",4119,4026,93,,
"Empleador o patrono (100)",103,100,2,1,
"Trabajador familiar no remunerado (101)",2110,2064,35,6,5
"Trabajador del hogar (102)",27,27,,,
"De 06 a 14 años (104)",40,39,1,,
"Obrero (106)",1,1,,,
"Trabajador independiente (107)",6,5,1,,
"Trabajador familiar no remunerado (109)",31,31,,,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",1755,1566,116,38,35
"Empleado (113)",115,62,22,7,24
"Obrero (114)",190,103,47,30,10
"Trabajador independiente (115)",762,727,35,,
"Empleador o patrono (116)",20,20,,,
"Trabajador familiar no remunerado (117)",650,636,12,1,1
"Trabajador del hogar (118)",18,18,,,
"De 30 a 44 años (120)",2499,2237,142,71,49
"Empleado (121)",138,50,34,22,32
"Obrero (122)",267,144,63,45,15
"Trabajador independiente (123)",1395,1364,31,,
"Empleador o patrono (124)",34,33,,1,
"Trabajador familiar no remunerado (125)",661,642,14,3,2
"Trabajador del hogar (126)",4,4,,,
"De 45 a 64 años (128)",2260,2102,84,44,30
"Empleado (129)",77,18,17,25,17
"Obrero (130)",165,98,38,17,12
"Trabajador independiente (131)",1383,1364,19,,
"Empleador o patrono (132)",39,37,2,,
"Trabajador familiar no remunerado (133)",593,582,8,2,1
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",777,764,10,1,2
"Empleado (137)",2,1,,1,
"Obrero (138)",17,14,2,,1
"Trabajador independiente (139)",573,566,7,,
"Empleador o patrono (140)",10,10,,,
"Trabajador familiar no remunerado (141)",175,173,1,,1
