"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",22,74,70,,94.6,,
"De 40 a 44 años (037)",20,86,79,1,91.9,1.2,
"De 45 a 49 años (038)",6,33,31,1,93.9,3,
"De 50 y más años (039)",14,96,70,,72.9,,
"No PEA (040)",12676,32315,26946,638,83.4,2,
"De 12 a 14 años (041)",2329,2,2,,100,,
"De 15 a 19 años (042)",2272,212,212,65,100,30.7,
"De 20 a 24 años (043)",1415,1209,1173,213,97,17.6,
"De 25 a 29 años (044)",1087,2181,2073,149,95,6.8,
"De 30 a 34 años (045)",918,2785,2609,100,93.7,3.6,
"De 35 a 39 años (046)",783,3074,2822,71,91.8,2.3,
"De 40 a 44 años (047)",669,3366,2995,35,89,1,
"De 45 a 49 años (048)",555,3127,2704,5,86.5,0.2,
"De 50 y más años (049)",2648,16359,12356,,75.5,,
,,,,,,,
"URBANA (060)",9944,23001,20570,501,89.4,2.2,
"De 12 a 14 años (061)",1077,4,4,,100,,
"De 15 a 19 años (062)",1521,168,166,52,98.8,31,
"De 20 a 24 años (063)",1370,1051,1030,160,98,15.2,
"De 25 a 29 años (064)",1223,1988,1910,118,96.1,5.9,
"De 30 a 34 años (065)",1137,2874,2735,86,95.2,3,
"De 35 a 39 años (066)",928,3087,2924,62,94.7,2,
"De 40 a 44 años (067)",729,2999,2756,19,91.9,0.6,
"De 45 a 49 años (068)",519,2493,2249,4,90.2,0.2,
"De 50 y más años (069)",1440,8337,6796,,81.5,,
"PEA (070)",3776,10040,9142,169,91.1,1.7,
"De 12 a 14 años (071)",57,2,2,,100,,
"De 15 a 19 años (072)",276,46,44,14,95.7,30.4,
"De 20 a 24 años (073)",518,363,350,39,96.4,10.7,
"De 25 a 29 años (074)",581,784,755,53,96.3,6.8,
"De 30 a 34 años (075)",608,1349,1286,31,95.3,2.3,
"De 35 a 39 años (076)",516,1571,1495,24,95.2,1.5,
"De 40 a 44 años (077)",409,1569,1461,5,93.1,0.3,
"De 45 a 49 años (078)",289,1322,1197,3,90.5,0.2,
"De 50 y más años (079)",522,3034,2552,,84.1,,
"Ocupada (080)",3556,9600,8741,156,91.1,1.6,
"De 12 a 14 años (081)",53,2,2,,100,,
"De 15 a 19 años (082)",247,43,41,13,95.3,30.2,
"De 20 a 24 años (083)",465,313,303,33,96.8,10.5,
"De 25 a 29 años (084)",531,716,692,49,96.6,6.8,
"De 30 a 34 años (085)",579,1273,1214,31,95.4,2.4,
"De 35 a 39 años (086)",496,1508,1435,24,95.2,1.6,
"De 40 a 44 años (087)",392,1503,1399,4,93.1,0.3,
"De 45 a 49 años (088)",284,1296,1173,2,90.5,0.2,
"De 50 y más años (089)",509,2946,2482,,84.2,,
"Desocupada (090)",220,440,401,13,91.1,3,
"De 12 a 14 años (091)",4,,,,,,
"De 15 a 19 años (092)",29,3,3,1,100,33.3,
"De 20 a 24 años (093)",53,50,47,6,94,12,
"De 25 a 29 años (094)",50,68,63,4,92.6,5.9,
"De 30 a 34 años (095)",29,76,72,,94.7,,
"De 35 a 39 años (096)",20,63,60,,95.2,,
"De 40 a 44 años (097)",17,66,62,1,93.9,1.5,
"De 45 a 49 años (098)",5,26,24,1,92.3,3.8,
"De 50 y más años (099)",13,88,70,,79.5,,
"No PEA (100)",6168,12961,11428,332,88.2,2.6,
"De 12 a 14 años (101)",1020,2,2,,100,,
"De 15 a 19 años (102)",1245,122,122,38,100,31.1,
"De 20 a 24 años (103)",852,688,680,121,98.8,17.6,
"De 25 a 29 años (104)",642,1204,1155,65,95.9,5.4,
"De 30 a 34 años (105)",529,1525,1449,55,95,3.6,
"De 35 a 39 años (106)",412,1516,1429,38,94.3,2.5,
"De 40 a 44 años (107)",320,1430,1295,14,90.6,1,
"De 45 a 49 años (108)",230,1171,1052,1,89.8,0.1,
"De 50 y más años (109)",918,5303,4244,,80,,
,,,,,,,
"RURAL (120)",12373,43050,35453,630,82.4,1.5,
"De 12 a 14 años (121)",1421,3,1,1,33.3,33.3,
"De 15 a 19 años (122)",1498,189,186,56,98.4,29.6,
"De 20 a 24 años (123)",1276,1204,1143,174,94.9,14.5,
"De 25 a 29 años (124)",1022,2097,1972,161,94,7.7,
"De 30 a 34 años (125)",938,2960,2714,103,91.7,3.5,
"De 35 a 39 años (126)",927,3877,3511,76,90.6,2,
"De 40 a 44 años (127)",918,5060,4431,47,87.6,0.9,
"De 45 a 49 años (128)",806,4905,4222,12,86.1,0.2,
"De 50 y más años (129)",3567,22755,17273,,75.9,,
"PEA (130)",5865,23696,19935,324,84.1,1.4,
"De 12 a 14 años (131)",112,3,1,1,33.3,33.3,
"De 15 a 19 años (132)",471,99,96,29,97,29.3,
"De 20 a 24 años (133)",713,683,650,82,95.2,12,
"De 25 a 29 años (134)",577,1120,1054,77,94.1,6.9,
"De 30 a 34 años (135)",549,1700,1554,58,91.4,3.4,
"De 35 a 39 años (136)",556,2319,2118,43,91.3,1.9,
"De 40 a 44 años (137)",569,3124,2731,26,87.4,0.8,
"De 45 a 49 años (138)",481,2949,2570,8,87.1,0.3,
"De 50 y más años (139)",1837,11699,9161,,78.3,,
"Ocupada (140)",5807,23623,19876,320,84.1,1.4,
"De 12 a 14 años (141)",108,3,1,1,33.3,33.3,
"De 15 a 19 años (142)",457,99,96,29,97,29.3,
"De 20 a 24 años (143)",696,666,635,78,95.3,11.7,
"De 25 a 29 años (144)",565,1115,1049,77,94.1,6.9,
"De 30 a 34 años (145)",545,1695,1549,58,91.4,3.4,
"De 35 a 39 años (146)",554,2308,2108,43,91.3,1.9,
"De 40 a 44 años (147)",566,3104,2714,26,87.4,0.8,
"De 45 a 49 años (148)",480,2942,2563,8,87.1,0.3,
"De 50 y más años (149)",1836,11691,9161,,78.4,,
"Desocupada (150)",58,73,59,4,80.8,5.5,
"De 12 a 14 años (151)",4,,,,,,
"De 15 a 19 años (152)",14,,,,,,
"De 20 a 24 años (153)",17,17,15,4,88.2,23.5,
"De 25 a 29 años (154)",12,5,5,,100,,
"De 30 a 34 años (155)",4,5,5,,100,,
"De 35 a 39 años (156)",2,11,10,,90.9,,
"De 40 a 44 años (157)",3,20,17,,85,,
"De 45 a 49 años (158)",1,7,7,,100,,
"De 50 y más años (159)",1,8,,,,,
"No PEA (160)",6508,19354,15518,306,80.2,1.6,
"De 12 a 14 años (161)",1309,,,,,,
"De 15 a 19 años (162)",1027,90,90,27,100,30,
"De 20 a 24 años (163)",563,521,493,92,94.6,17.7,
"De 25 a 29 años (164)",445,977,918,84,94,8.6,
"De 30 a 34 años (165)",389,1260,1160,45,92.1,3.6,
"De 35 a 39 años (166)",371,1558,1393,33,89.4,2.1,
"De 40 a 44 años (167)",349,1936,1700,21,87.8,1.1,
"De 45 a 49 años (168)",325,1956,1652,4,84.5,0.2,
"De 50 y más años (169)",1730,11056,8112,,73.4,,
