"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior no univ. incompleta (035)",5,,2,2,1,
"Superior no univ. completa (036)",5,,3,1,1,
"Superior univ. incompleta (037)",1,,1,,,
"No PEA (040)",12416,5589,2972,1678,1361,816
"Sin nivel (041)",2214,255,195,484,732,548
"Educación inicial (042)",434,425,5,4,,
"Primaria (043)",7191,4382,1136,872,549,252
"Secundaria (044)",2432,527,1547,283,66,9
"Superior no univ. incompleta (045)",64,,51,12,1,
"Superior no univ. completa (046)",43,,15,17,7,4
"Superior univ. incompleta (047)",24,,21,2,1,
"Superior univ. completa (048)",14,,2,4,5,3
,,,,,,
"URBANA (060)",3220,953,831,745,489,202
"Sin nivel (061)",205,18,17,33,67,70
"Educación inicial (062)",73,72,,1,,
"Primaria (063)",1389,677,147,222,227,116
"Secundaria (064)",1068,186,537,242,97,6
"Superior no univ. incompleta (065)",95,,47,32,15,1
"Superior no univ. completa (066)",209,,51,115,37,6
"Superior univ. incompleta (067)",48,,12,24,11,1
"Superior univ. completa (068)",133,,20,76,35,2
"PEA (070)",1122,8,273,491,293,57
"Sin nivel (071)",35,,7,7,11,10
"Primaria (073)",302,3,45,99,116,39
"Secundaria (074)",388,5,141,162,77,3
"Superior no univ. incompleta (075)",60,,18,27,14,1
"Superior no univ. completa (076)",178,,40,102,33,3
"Superior univ. incompleta (077)",36,,3,22,10,1
"Superior univ. completa (078)",123,,19,72,32,
"Ocupada (080)",1069,7,253,471,282,56
"Sin nivel (081)",32,,6,7,10,9
"Primaria (083)",285,2,40,91,113,39
"Secundaria (084)",363,5,130,153,72,3
"Superior no univ. incompleta (085)",56,,17,25,13,1
"Superior no univ. completa (086)",174,,38,101,32,3
"Superior univ. incompleta (087)",36,,3,22,10,1
"Superior univ. completa (088)",123,,19,72,32,
"Desocupada (090)",53,1,20,20,11,1
"Sin nivel (091)",3,,1,,1,1
"Primaria (093)",17,1,5,8,3,
"Secundaria (094)",25,,11,9,5,
"Superior no univ. incompleta (095)",4,,1,2,1,
"Superior no univ. completa (096)",4,,2,1,1,
"No PEA (100)",2098,945,558,254,196,145
"Sin nivel (101)",170,18,10,26,56,60
"Educación inicial (102)",73,72,,1,,
"Primaria (103)",1087,674,102,123,111,77
"Secundaria (104)",680,181,396,80,20,3
"Superior no univ. incompleta (105)",35,,29,5,1,
"Superior no univ. completa (106)",31,,11,13,4,3
"Superior univ. incompleta (107)",12,,9,2,1,
"Superior univ. completa (108)",10,,1,4,3,2
,,,,,,
"RURAL (120)",13856,4687,3473,2683,2005,1008
"Sin nivel (121)",2579,245,265,605,842,622
"Educación inicial (122)",361,353,5,3,,
"Primaria (123)",8045,3737,1554,1404,977,373
"Secundaria (124)",2579,352,1554,528,136,9
"Superior no univ. incompleta (125)",70,,39,22,9,
"Superior no univ. completa (126)",116,,27,69,17,3
"Superior univ. incompleta (127)",30,,19,7,4,
"Superior univ. completa (128)",76,,10,45,20,1
"PEA (130)",3538,43,1059,1259,840,337
"Sin nivel (131)",535,8,80,147,166,134
"Primaria (133)",1941,29,520,655,539,198
"Secundaria (134)",827,6,403,325,90,3
"Superior no univ. incompleta (135)",41,,17,15,9,
"Superior no univ. completa (136)",104,,23,65,14,2
"Superior univ. incompleta (137)",18,,7,7,4,
"Superior univ. completa (138)",72,,9,45,18,
"Ocupada (140)",3354,36,971,1217,810,320
"Sin nivel (141)",510,8,72,145,158,127
"Primaria (143)",1838,24,481,627,518,188
"Secundaria (144)",774,4,365,313,89,3
"Superior no univ. incompleta (145)",40,,16,15,9,
"Superior no univ. completa (146)",103,,22,65,14,2
"Superior univ. incompleta (147)",17,,6,7,4,
"Superior univ. completa (148)",72,,9,45,18,
"Desocupada (150)",184,7,88,42,30,17
"Sin nivel (151)",25,,8,2,8,7
"Primaria (153)",103,5,39,28,21,10
"Secundaria (154)",53,2,38,12,1,
"Superior no univ. incompleta (155)",1,,1,,,
"Superior no univ. completa (156)",1,,1,,,
"Superior univ. incompleta (157)",1,,1,,,
"No PEA (160)",10318,4644,2414,1424,1165,671
"Sin nivel (161)",2044,237,185,458,676,488
"Educación inicial (162)",361,353,5,3,,
"Primaria (163)",6104,3708,1034,749,438,175
"Secundaria (164)",1752,346,1151,203,46,6
"Superior no univ. incompleta (165)",29,,22,7,,
"Superior no univ. completa (166)",12,,4,4,3,1
"Superior univ. incompleta (167)",12,,12,,,
"Superior univ. completa (168)",4,,1,,2,1
