"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",120,11,54,32,18,5
"Secundaria (034)",65,5,38,19,3,
"Superior no univ. incompleta (035)",7,,4,3,,
"Superior no univ. completa (036)",1,,,,1,
"Superior univ. incompleta (037)",1,,1,,,
"Superior univ. completa (038)",4,,2,1,,1
"No PEA (040)",14478,6926,3707,1812,1311,722
"Sin nivel (041)",1380,215,159,229,443,334
"Educación inicial (042)",280,266,10,4,,
"Primaria (043)",9630,5564,1757,1209,742,358
"Secundaria (044)",3005,881,1672,328,102,22
"Superior no univ. incompleta (045)",70,,53,13,4,
"Superior no univ. completa (046)",45,,19,11,11,4
"Superior univ. incompleta (047)",34,,24,8,1,1
"Superior univ. completa (048)",34,,13,10,8,3
,,,,,,
"URBANA (060)",11362,2967,3326,2631,1797,641
"Sin nivel (061)",647,44,58,82,261,202
"Educación inicial (062)",103,100,1,2,,
"Primaria (063)",6427,2233,1261,1423,1109,401
"Secundaria (064)",3422,590,1757,780,266,29
"Superior no univ. incompleta (065)",158,,83,55,19,1
"Superior no univ. completa (066)",309,,70,161,74,4
"Superior univ. incompleta (067)",94,,41,32,20,1
"Superior univ. completa (068)",202,,55,96,48,3
"PEA (070)",5612,303,1871,1885,1261,292
"Sin nivel (071)",314,3,30,48,142,91
"Educación inicial (072)",2,1,,1,,
"Primaria (073)",2955,230,791,959,792,183
"Secundaria (074)",1721,69,882,566,190,14
"Superior no univ. incompleta (075)",108,,47,45,15,1
"Superior no univ. completa (076)",272,,55,153,63,1
"Superior univ. incompleta (077)",63,,20,24,19,
"Superior univ. completa (078)",177,,46,89,40,2
"Ocupada (080)",5510,294,1824,1856,1247,289
"Sin nivel (081)",305,3,27,46,140,89
"Educación inicial (082)",2,1,,1,,
"Primaria (083)",2916,225,779,946,783,183
"Secundaria (084)",1676,65,855,554,188,14
"Superior no univ. incompleta (085)",104,,45,43,15,1
"Superior no univ. completa (086)",271,,55,153,62,1
"Superior univ. incompleta (087)",62,,19,24,19,
"Superior univ. completa (088)",174,,44,89,40,1
"Desocupada (090)",102,9,47,29,14,3
"Sin nivel (091)",9,,3,2,2,2
"Primaria (093)",39,5,12,13,9,
"Secundaria (094)",45,4,27,12,2,
"Superior no univ. incompleta (095)",4,,2,2,,
"Superior no univ. completa (096)",1,,,,1,
"Superior univ. incompleta (097)",1,,1,,,
"Superior univ. completa (098)",3,,2,,,1
"No PEA (100)",5750,2664,1455,746,536,349
"Sin nivel (101)",333,41,28,34,119,111
"Educación inicial (102)",101,99,1,1,,
"Primaria (103)",3472,2003,470,464,317,218
"Secundaria (104)",1701,521,875,214,76,15
"Superior no univ. incompleta (105)",50,,36,10,4,
"Superior no univ. completa (106)",37,,15,8,11,3
"Superior univ. incompleta (107)",31,,21,8,1,1
"Superior univ. completa (108)",25,,9,7,8,1
,,,,,,
"RURAL (120)",17041,4859,5596,3580,2258,748
"Sin nivel (121)",1902,220,245,399,664,374
"Educación inicial (122)",215,182,21,12,,
"Primaria (123)",11963,4035,3539,2580,1459,350
"Secundaria (124)",2740,422,1697,480,122,19
"Superior no univ. incompleta (125)",70,,44,24,2,
"Superior no univ. completa (126)",78,,25,48,4,1
"Superior univ. incompleta (127)",22,,8,8,4,2
"Superior univ. completa (128)",51,,17,29,3,2
"PEA (130)",8313,597,3344,2514,1483,375
"Sin nivel (131)",855,46,114,204,340,151
"Educación inicial (132)",36,15,12,9,,
"Primaria (133)",5805,474,2252,1835,1034,210
"Secundaria (134)",1436,62,900,366,96,12
"Superior no univ. incompleta (135)",50,,27,21,2,
"Superior no univ. completa (136)",70,,21,45,4,
"Superior univ. incompleta (137)",19,,5,8,4,2
"Superior univ. completa (138)",42,,13,26,3,
"Ocupada (140)",8198,584,3289,2485,1472,368
"Sin nivel (141)",845,40,114,203,339,149
"Educación inicial (142)",36,15,12,9,,
"Primaria (143)",5724,468,2210,1816,1025,205
"Secundaria (144)",1416,61,889,359,95,12
"Superior no univ. incompleta (145)",47,,25,20,2,
"Superior no univ. completa (146)",70,,21,45,4,
"Superior univ. incompleta (147)",19,,5,8,4,2
"Superior univ. completa (148)",41,,13,25,3,
"Desocupada (150)",115,13,55,29,11,7
"Sin nivel (151)",10,6,,1,1,2
"Primaria (153)",81,6,42,19,9,5
"Secundaria (154)",20,1,11,7,1,
"Superior no univ. incompleta (155)",3,,2,1,,
"Superior univ. completa (158)",1,,,1,,
"No PEA (160)",8728,4262,2252,1066,775,373
"Sin nivel (161)",1047,174,131,195,324,223
"Educación inicial (162)",179,167,9,3,,
"Primaria (163)",6158,3561,1287,745,425,140
"Secundaria (164)",1304,360,797,114,26,7
"Superior no univ. incompleta (165)",20,,17,3,,
"Superior no univ. completa (166)",8,,4,3,,1
"Superior univ. incompleta (167)",3,,3,,,
"Superior univ. completa (168)",9,,4,3,,2
