"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",10,1,3,4,1,1
"Actividad economica no especificada (044)",425,,173,171,62,19
"Desocupado (045)",364,7,170,111,63,13
"Mujeres (046)",3215,50,1011,1101,772,281
"Agric., ganadería, caza y silvicultura (047)",1145,35,279,299,355,177
"Pesca (048)",1,,,,1,
"Explotación de minas y canteras (049)",14,,7,5,2,
"Industrias manufactureras (050)",64,,20,24,19,1
"Suministro de electricidad, gas y agua (051)",2,,2,,,
"Construcción (052)",18,,8,8,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",550,8,137,228,136,41
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,,2,1,1,
"Comercio al por mayor (055)",32,1,4,19,8,
"Comercio al por menor (056)",514,7,131,208,127,41
"Hoteles y restaurantes (057)",252,4,95,83,57,13
"Trans., almac. y comunicaciones (058)",21,,12,4,5,
"Intermediación financiera (059)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (060)",53,,28,15,10,
"Admin.pub. y defensa; p. segur.soc afil (061)",102,,53,37,12,
"Enseñanza (062)",271,,49,174,48,
"Servicios sociales y de salud (063)",77,,19,49,9,
"Otras activ. serv.comun.soc y personales (064)",122,1,53,40,24,4
"Hogares privados con servicio doméstico (065)",134,2,73,33,19,7
"Actividad economica no especificada (067)",226,,64,63,61,38
"Desocupado (068)",160,,111,37,12,
,,,,,,
"URBANA (069)",7036,88,2149,2546,1690,563
"Agric., ganadería, caza y silvicultura (070)",2214,38,507,626,680,363
"Pesca (071)",2,,,,2,
"Explotación de minas y canteras (072)",153,1,69,64,19,
"Industrias manufactureras (073)",284,5,114,78,67,20
"Suministro de electricidad, gas y agua (074)",19,,5,10,4,
"Construcción (075)",674,1,240,269,156,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",904,21,238,354,210,81
"Venta, mant.y rep. veh.autom.y motoc. (077)",72,1,33,25,9,4
"Comercio al por mayor (078)",58,1,12,33,10,2
"Comercio al por menor (079)",774,19,193,296,191,75
"Hoteles y restaurantes (080)",289,6,110,94,67,12
"Trans., almac. y comunicaciones (081)",395,3,166,159,63,4
"Intermediación financiera (082)",3,,,3,,
"Activid.inmobil., empres. y alquileres (083)",188,,71,69,45,3
"Admin.pub. y defensa; p. segur.soc afil (084)",292,,91,126,72,3
"Enseñanza (085)",485,,75,295,110,5
"Servicios sociales y de salud (086)",99,,20,66,13,
"Otras activ. serv.comun.soc y personales (087)",229,3,96,82,40,8
"Hogares privados con servicio doméstico (088)",123,3,61,33,18,8
"Actividad economica no especificada (090)",292,,95,98,61,38
"Desocupado (091)",391,7,191,120,63,10
"Hombres (092)",4842,60,1491,1726,1168,397
"Agric., ganadería, caza y silvicultura (093)",1714,23,408,495,511,277
"Pesca (094)",1,,,,1,
"Explotación de minas y canteras (095)",150,1,68,63,18,
"Industrias manufactureras (096)",229,5,97,57,51,19
"Suministro de electricidad, gas y agua (097)",19,,5,10,4,
"Construcción (098)",663,1,236,264,154,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",429,14,121,153,95,46
"Venta, mant.y rep. veh.autom.y motoc. (100)",69,1,31,24,9,4
"Comercio al por mayor (101)",35,1,11,18,3,2
"Comercio al por menor (102)",325,12,79,111,83,40
"Hoteles y restaurantes (103)",89,3,40,26,17,3
"Trans., almac. y comunicaciones (104)",375,3,154,155,59,4
"Intermediación financiera (105)",1,,,1,,
"Activid.inmobil., empres. y alquileres (106)",147,,50,58,36,3
"Admin.pub. y defensa; p. segur.soc afil (107)",202,,45,93,61,3
"Enseñanza (108)",249,,32,144,68,5
"Servicios sociales y de salud (109)",31,,4,22,5,
"Otras activ. serv.comun.soc y personales (110)",118,2,50,44,16,6
"Hogares privados con servicio doméstico (111)",7,1,2,3,,1
"Actividad economica no especificada (113)",140,,57,50,21,12
"Desocupado (114)",278,7,122,88,51,10
"Mujeres (115)",2194,28,658,820,522,166
"Agric., ganadería, caza y silvicultura (116)",500,15,99,131,169,86
"Pesca (117)",1,,,,1,
"Explotación de minas y canteras (118)",3,,1,1,1,
"Industrias manufactureras (119)",55,,17,21,16,1
"Construcción (121)",11,,4,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",475,7,117,201,115,35
"Venta, mant.y rep. veh.autom.y motoc. (123)",3,,2,1,,
"Comercio al por mayor (124)",23,,1,15,7,
"Comercio al por menor (125)",449,7,114,185,108,35
"Hoteles y restaurantes (126)",200,3,70,68,50,9
"Trans., almac. y comunicaciones (127)",20,,12,4,4,
"Intermediación financiera (128)",2,,,2,,
"Activid.inmobil., empres. y alquileres (129)",41,,21,11,9,
"Admin.pub. y defensa; p. segur.soc afil (130)",90,,46,33,11,
"Enseñanza (131)",236,,43,151,42,
"Servicios sociales y de salud (132)",68,,16,44,8,
"Otras activ. serv.comun.soc y personales (133)",111,1,46,38,24,2
"Hogares privados con servicio doméstico (134)",116,2,59,30,18,7
"Actividad economica no especificada (136)",152,,38,48,40,26
"Desocupado (137)",113,,69,32,12,
,,,,,,
"RURAL (138)",4533,65,1500,1448,1021,499
"Agric., ganadería, caza y silvicultura (139)",2558,60,678,688,696,436
"Explotación de minas y canteras (141)",535,,244,218,73,
"Industrias manufactureras (142)",82,1,32,28,20,1
"Suministro de electricidad, gas y agua (143)",11,,7,1,3,
"Construcción (144)",152,1,54,61,24,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",165,1,51,59,37,17
"Venta, mant.y rep. veh.autom.y motoc. (146)",29,,13,10,5,1
"Comercio al por mayor (147)",18,1,6,5,6,
"Comercio al por menor (148)",118,,32,44,26,16
"Hoteles y restaurantes (149)",86,2,46,23,10,5
"Trans., almac. y comunicaciones (150)",124,,33,63,27,1
"Intermediación financiera (151)",1,,1,,,
"Activid.inmobil., empres. y alquileres (152)",122,,50,55,17,
"Admin.pub. y defensa; p. segur.soc afil (153)",54,,16,20,18,
"Enseñanza (154)",67,,11,41,14,1
"Servicios sociales y de salud (155)",16,,6,8,2,
"Otras activ. serv.comun.soc y personales (156)",47,,24,15,4,4
"Hogares privados con servicio doméstico (157)",21,,15,4,2,
"Actividad economica no especificada (159)",359,,142,136,62,19
"Desocupado (160)",133,,90,28,12,3
"Hombres (161)",3512,43,1147,1167,771,384
"Agric., ganadería, caza y silvicultura (162)",1913,40,498,520,510,345
"Explotación de minas y canteras (164)",524,,238,214,72,
"Industrias manufactureras (165)",73,1,29,25,17,1
"Suministro de electricidad, gas y agua (166)",9,,5,1,3,
"Construcción (167)",145,1,50,58,24,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",90,,31,32,16,11
"Venta, mant.y rep. veh.autom.y motoc. (169)",28,,13,10,4,1
"Comercio al por mayor (170)",9,,3,1,5,
"Comercio al por menor (171)",53,,15,21,7,10
"Hoteles y restaurantes (172)",34,1,21,8,3,1
"Trans., almac. y comunicaciones (173)",123,,33,63,26,1
"Activid.inmobil., empres. y alquileres (175)",110,,43,51,16,
"Admin.pub. y defensa; p. segur.soc afil (176)",42,,9,16,17,
"Enseñanza (177)",32,,5,18,8,1
"Servicios sociales y de salud (178)",7,,3,3,1,
"Otras activ. serv.comun.soc y personales (179)",36,,17,13,4,2
"Hogares privados con servicio doméstico (180)",3,,1,1,1,
"Actividad economica no especificada (182)",285,,116,121,41,7
"Desocupado (183)",86,,48,23,12,3
"Mujeres (184)",1021,22,353,281,250,115
"Agric., ganadería, caza y silvicultura (185)",645,20,180,168,186,91
"Explotación de minas y canteras (187)",11,,6,4,1,
"Industrias manufactureras (188)",9,,3,3,3,
"Suministro de electricidad, gas y agua (189)",2,,2,,,
"Construcción (190)",7,,4,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",75,1,20,27,21,6
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,,,1,
"Comercio al por mayor (193)",9,1,3,4,1,
"Comercio al por menor (194)",65,,17,23,19,6
"Hoteles y restaurantes (195)",52,1,25,15,7,4
"Trans., almac. y comunicaciones (196)",1,,,,1,
"Intermediación financiera (197)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",12,,7,4,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",12,,7,4,1,
"Enseñanza (200)",35,,6,23,6,
"Servicios sociales y de salud (201)",9,,3,5,1,
"Otras activ. serv.comun.soc y personales (202)",11,,7,2,,2
"Hogares privados con servicio doméstico (203)",18,,14,3,1,
"Actividad economica no especificada (205)",74,,26,15,21,12
"Desocupado (206)",47,,42,5,,
