"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",13,12,1,,
"Obrero (058)",38,30,5,3,
"Trabajador independiente (059)",35,33,2,,
"Trabajador familiar no remunerado (061)",208,192,13,3,
"Trabajador del hogar (062)",23,23,,,
"De 15 a 29 años (064)",3923,2841,616,213,253
"Empleado (065)",740,287,148,107,198
"Obrero (066)",776,445,187,90,54
"Trabajador independiente (067)",1446,1278,168,,
"Empleador o patrono (068)",81,60,16,4,1
"Trabajador familiar no remunerado (069)",715,606,97,12,
"Trabajador del hogar (070)",165,165,,,
"De 30 a 44 años (072)",3949,2658,579,325,387
"Empleado (073)",991,247,193,238,313
"Obrero (074)",596,341,110,75,70
"Trabajador independiente (075)",1832,1626,206,,
"Empleador o patrono (076)",76,50,17,7,2
"Trabajador familiar no remunerado (077)",381,321,53,5,2
"Trabajador del hogar (078)",73,73,,,
"De 45 a 64 años (080)",2645,1944,325,192,184
"Empleado (081)",442,95,81,139,127
"Obrero (082)",361,210,56,41,54
"Trabajador independiente (083)",1458,1315,143,,
"Empleador o patrono (084)",85,56,19,8,2
"Trabajador familiar no remunerado (085)",264,233,26,4,1
"Trabajador del hogar (086)",35,35,,,
"De 65 y más años (088)",595,534,42,7,12
"Empleado (089)",23,12,3,,8
"Obrero (090)",49,37,3,5,4
"Trabajador independiente (091)",424,395,29,,
"Empleador o patrono (092)",24,22,2,,
"Trabajador familiar no remunerado (093)",70,63,5,2,
"Trabajador del hogar (094)",5,5,,,
,,,,,
"RURAL (096)",8924,7883,844,148,49
"Empleado (097)",548,277,204,36,31
"Obrero (098)",1656,1270,294,76,16
"Trabajador independiente (099)",4397,4191,206,,
"Empleador o patrono (100)",333,282,43,7,1
"Trabajador familiar no remunerado (101)",1851,1724,97,29,1
"Trabajador del hogar (102)",139,139,,,
"De 06 a 14 años (104)",384,349,17,18,
"Empleado (105)",1,1,,,
"Obrero (106)",68,60,3,5,
"Trabajador independiente (107)",4,4,,,
"Trabajador familiar no remunerado (109)",306,279,14,13,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",3339,2916,338,68,17
"Empleado (113)",197,100,71,16,10
"Obrero (114)",801,608,150,37,6
"Trabajador independiente (115)",1302,1243,59,,
"Empleador o patrono (116)",109,94,13,1,1
"Trabajador familiar no remunerado (117)",853,794,45,14,
"Trabajador del hogar (118)",77,77,,,
"De 30 a 44 años (120)",2864,2464,332,47,21
"Empleado (121)",267,126,110,17,14
"Obrero (122)",504,380,91,27,6
"Trabajador independiente (123)",1548,1465,83,,
"Empleador o patrono (124)",119,96,20,3,
"Trabajador familiar no remunerado (125)",393,364,28,,1
"Trabajador del hogar (126)",33,33,,,
"De 45 a 64 años (128)",1883,1729,134,10,10
"Empleado (129)",81,49,22,3,7
"Obrero (130)",237,184,44,6,3
"Trabajador independiente (131)",1204,1150,54,,
"Empleador o patrono (132)",79,72,6,1,
"Trabajador familiar no remunerado (133)",259,251,8,,
"Trabajador del hogar (134)",23,23,,,
"De 65 y más años (136)",454,425,23,5,1
"Empleado (137)",2,1,1,,
"Obrero (138)",46,38,6,1,1
"Trabajador independiente (139)",339,329,10,,
"Empleador o patrono (140)",26,20,4,2,
"Trabajador familiar no remunerado (141)",40,36,2,2,
"Trabajador del hogar (142)",1,1,,,
