"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",550,528,17,3,2
"Educación inicial (062)",13,11,1,1,
"Primaria (063)",2660,2491,118,31,20
"Secundaria (064)",4883,4243,349,147,144
"Superior no univ. incompleta (065)",805,642,73,40,50
"Superior no univ. completa (066)",1389,784,225,210,170
"Superior univ. incompleta (067)",517,376,49,40,52
"Superior univ. completa (068)",1238,555,200,234,249
"De 06 a 14 años (070)",145,133,11,1,
"Sin nivel (071)",3,2,1,,
"Educación inicial (072)",2,1,1,,
"Primaria (073)",74,71,3,,
"Secundaria (074)",66,59,6,1,
"De 15 a 29 años (080)",3424,2741,348,179,156
"Sin nivel (081)",36,34,2,,
"Educación inicial (082)",3,3,,,
"Primaria (083)",298,273,20,5,
"Secundaria (084)",1764,1507,163,56,38
"Superior no univ. incompleta (085)",383,317,33,12,21
"Superior no univ. completa (086)",447,294,67,50,36
"Superior univ. incompleta (087)",221,168,22,17,14
"Superior univ. completa (088)",272,145,41,39,47
"De 30 a 44 años (090)",4211,3189,385,314,323
"Sin nivel (091)",90,86,2,2,
"Educación inicial (092)",8,7,,1,
"Primaria (093)",708,653,37,11,7
"Secundaria (094)",1733,1514,107,53,59
"Superior no univ. incompleta (095)",291,227,27,20,17
"Superior no univ. completa (096)",651,355,102,106,88
"Superior univ. incompleta (097)",171,115,12,16,28
"Superior univ. completa (098)",559,232,98,105,124
"De 45 a 64 años (100)",3261,2612,247,207,195
"Sin nivel (101)",231,220,8,1,2
"Primaria (103)",1010,950,37,14,9
"Secundaria (104)",1150,1006,66,36,42
"Superior no univ. incompleta (105)",116,86,12,8,10
"Superior no univ. completa (106)",265,113,53,53,46
"Superior univ. incompleta (107)",112,83,14,6,9
"Superior univ. completa (108)",377,154,57,89,77
"De 65 y más años (110)",1014,955,41,5,13
"Sin nivel (111)",190,186,4,,
"Primaria (113)",570,544,21,1,4
"Secundaria (114)",170,157,7,1,5
"Superior no univ. incompleta (115)",15,12,1,,2
"Superior no univ. completa (116)",26,22,3,1,
"Superior univ. incompleta (117)",13,10,1,1,1
"Superior univ. completa (118)",30,24,4,1,1
,,,,,
"RURAL (120)",6982,6126,479,186,191
"Sin nivel (121)",419,405,13,1,
"Educación inicial (122)",2,2,,,
"Primaria (123)",2237,2117,94,15,11
"Secundaria (124)",3207,2831,222,78,76
"Superior no univ. incompleta (125)",272,235,21,6,10
"Superior no univ. completa (126)",431,285,73,39,34
"Superior univ. incompleta (127)",122,86,12,3,21
"Superior univ. completa (128)",292,165,44,44,39
"De 06 a 14 años (130)",79,73,6,,
"Sin nivel (131)",1,1,,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",44,42,2,,
"Secundaria (134)",33,29,4,,
"De 15 a 29 años (140)",1966,1695,151,59,61
"Sin nivel (141)",24,23,1,,
"Educación inicial (142)",1,1,,,
"Primaria (143)",270,250,13,7,
"Secundaria (144)",1230,1101,84,26,19
"Superior no univ. incompleta (145)",139,118,12,4,5
"Superior no univ. completa (146)",176,123,24,11,18
"Superior univ. incompleta (147)",52,33,5,,14
"Superior univ. completa (148)",74,46,12,11,5
"De 30 a 44 años (150)",2166,1814,180,94,78
"Sin nivel (151)",58,49,8,1,
"Primaria (153)",555,514,35,5,1
"Secundaria (154)",1130,970,80,42,38
"Superior no univ. incompleta (155)",86,78,4,2,2
"Superior no univ. completa (156)",188,118,33,24,13
"Superior univ. incompleta (157)",34,22,5,1,6
"Superior univ. completa (158)",115,63,15,19,18
"De 45 a 64 años (160)",2019,1811,128,32,48
"Sin nivel (161)",191,187,4,,
"Primaria (163)",904,857,36,2,9
"Secundaria (164)",703,625,51,10,17
"Superior no univ. incompleta (165)",33,26,4,,3
"Superior no univ. completa (166)",62,39,16,4,3
"Superior univ. incompleta (167)",29,25,2,2,
"Superior univ. completa (168)",97,52,15,14,16
"De 65 y más años (170)",752,733,14,1,4
"Sin nivel (171)",145,145,,,
"Primaria (173)",464,454,8,1,1
"Secundaria (174)",111,106,3,,2
"Superior no univ. incompleta (175)",14,13,1,,
"Superior no univ. completa (176)",5,5,,,
"Superior univ. incompleta (177)",7,6,,,1
"Superior univ. completa (178)",6,4,2,,
