"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",4,4,,,
"Primaria (063)",931,882,30,14,5
"Secundaria (064)",1204,1031,82,44,47
"Superior no univ. incompleta (065)",120,90,10,5,15
"Superior no univ. completa (066)",155,72,11,16,56
"Superior univ. incompleta (067)",139,93,13,7,26
"Superior univ. completa (068)",267,91,24,39,113
"De 06 a 14 años (070)",48,47,1,,
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",34,34,,,
"Secundaria (074)",12,11,1,,
"De 15 a 29 años (080)",729,567,72,39,51
"Sin nivel (081)",5,4,1,,
"Primaria (083)",119,102,12,5,
"Secundaria (084)",441,362,44,21,14
"Superior no univ. incompleta (085)",47,33,4,4,6
"Superior no univ. completa (086)",44,26,3,2,13
"Superior univ. incompleta (087)",37,30,3,,4
"Superior univ. completa (088)",36,10,5,7,14
"De 30 a 44 años (090)",870,637,53,63,117
"Sin nivel (091)",19,16,,3,
"Educación inicial (092)",3,3,,,
"Primaria (093)",178,160,8,7,3
"Secundaria (094)",379,329,23,13,14
"Superior no univ. incompleta (095)",44,35,3,1,5
"Superior no univ. completa (096)",79,27,4,13,35
"Superior univ. incompleta (097)",63,38,6,5,14
"Superior univ. completa (098)",105,29,9,21,46
"De 45 a 64 años (100)",839,692,38,22,87
"Sin nivel (101)",24,23,1,,
"Primaria (103)",325,317,7,,1
"Secundaria (104)",293,255,12,9,17
"Superior no univ. incompleta (105)",28,21,3,,4
"Superior no univ. completa (106)",29,16,4,1,8
"Superior univ. incompleta (107)",32,19,3,2,8
"Superior univ. completa (108)",108,41,8,10,49
"De 65 y más años (110)",401,381,8,5,7
"Sin nivel (111)",18,17,,1,
"Primaria (113)",275,269,3,2,1
"Secundaria (114)",79,74,2,1,2
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",3,3,,,
"Superior univ. incompleta (117)",7,6,1,,
"Superior univ. completa (118)",18,11,2,1,4
,,,,,
"RURAL (120)",3121,2222,513,316,70
"Sin nivel (121)",267,189,46,32,
"Educación inicial (122)",3,2,1,,
"Primaria (123)",942,692,174,67,9
"Secundaria (124)",1395,998,226,149,22
"Superior no univ. incompleta (125)",172,109,28,26,9
"Superior no univ. completa (126)",112,77,12,11,12
"Superior univ. incompleta (127)",81,56,14,7,4
"Superior univ. completa (128)",149,99,12,24,14
"De 06 a 14 años (130)",47,35,10,2,
"Sin nivel (131)",7,6,1,,
"Primaria (133)",21,17,4,,
"Secundaria (134)",19,12,5,2,
"De 15 a 29 años (140)",1055,648,221,152,34
"Sin nivel (141)",29,20,6,3,
"Educación inicial (142)",1,1,,,
"Primaria (143)",209,118,57,33,1
"Secundaria (144)",654,427,127,83,17
"Superior no univ. incompleta (145)",56,29,10,11,6
"Superior no univ. completa (146)",47,25,8,8,6
"Superior univ. incompleta (147)",19,7,5,5,2
"Superior univ. completa (148)",40,21,8,9,2
"De 30 a 44 años (150)",1020,694,184,120,22
"Sin nivel (151)",102,58,23,21,
"Educación inicial (152)",2,1,1,,
"Primaria (153)",304,205,71,23,5
"Secundaria (154)",433,312,65,54,2
"Superior no univ. incompleta (155)",68,42,13,12,1
"Superior no univ. completa (156)",31,24,2,1,4
"Superior univ. incompleta (157)",30,21,6,2,1
"Superior univ. completa (158)",50,31,3,7,9
"De 45 a 64 años (160)",744,601,90,41,12
"Sin nivel (161)",90,67,15,8,
"Primaria (163)",280,229,38,10,3
"Secundaria (164)",236,195,28,10,3
"Superior no univ. incompleta (165)",36,27,4,3,2
"Superior no univ. completa (166)",29,24,2,2,1
"Superior univ. incompleta (167)",25,23,2,,
"Superior univ. completa (168)",48,36,1,8,3
"De 65 y más años (170)",255,244,8,1,2
"Sin nivel (171)",39,38,1,,
"Primaria (173)",128,123,4,1,
"Secundaria (174)",53,52,1,,
"Superior no univ. incompleta (175)",12,11,1,,
"Superior no univ. completa (176)",5,4,,,1
"Superior univ. incompleta (177)",7,5,1,,1
"Superior univ. completa (178)",11,11,,,
