"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",13208,9598,997,939,1674
"Sin nivel (061)",376,346,17,6,7
"Educación inicial (062)",10,7,1,1,1
"Primaria (063)",3183,2739,189,89,166
"Secundaria (064)",5336,4307,341,197,491
"Superior no univ. incompleta (065)",873,611,63,54,145
"Superior no univ. completa (066)",1109,607,103,128,271
"Superior univ. incompleta (067)",621,390,61,46,124
"Superior univ. completa (068)",1700,591,222,418,469
"De 06 a 14 años (070)",248,226,21,1,
"Sin nivel (071)",3,3,,,
"Educación inicial (072)",3,2,1,,
"Primaria (073)",140,129,11,,
"Secundaria (074)",102,92,9,1,
"De 15 a 29 años (080)",4391,3280,364,258,489
"Sin nivel (081)",24,22,2,,
"Educación inicial (082)",3,2,,,1
"Primaria (083)",608,509,45,18,36
"Secundaria (084)",2314,1873,180,87,174
"Superior no univ. incompleta (085)",438,317,38,21,62
"Superior no univ. completa (086)",395,229,36,33,97
"Superior univ. incompleta (087)",228,167,19,20,22
"Superior univ. completa (088)",381,161,44,79,97
"De 30 a 44 años (090)",5052,3378,398,475,801
"Sin nivel (091)",77,71,3,3,
"Educación inicial (092)",4,3,,1,
"Primaria (093)",1089,913,59,41,76
"Secundaria (094)",1870,1478,113,70,209
"Superior no univ. incompleta (095)",308,210,18,22,58
"Superior no univ. completa (096)",529,271,57,74,127
"Superior univ. incompleta (097)",259,143,28,19,69
"Superior univ. completa (098)",916,289,120,245,262
"De 45 a 64 años (100)",2972,2224,196,191,361
"Sin nivel (101)",182,165,10,3,4
"Primaria (103)",1042,910,63,22,47
"Secundaria (104)",962,787,37,35,103
"Superior no univ. incompleta (105)",119,76,7,11,25
"Superior no univ. completa (106)",166,90,10,19,47
"Superior univ. incompleta (107)",120,71,13,7,29
"Superior univ. completa (108)",381,125,56,94,106
"De 65 y más años (110)",545,490,18,14,23
"Sin nivel (111)",90,85,2,,3
"Primaria (113)",304,278,11,8,7
"Secundaria (114)",88,77,2,4,5
"Superior no univ. incompleta (115)",8,8,,,
"Superior no univ. completa (116)",19,17,,2,
"Superior univ. incompleta (117)",14,9,1,,4
"Superior univ. completa (118)",22,16,2,,4
,,,,,
"RURAL (120)",19212,17577,778,500,357
"Sin nivel (121)",2133,2078,25,16,14
"Educación inicial (122)",27,20,3,2,2
"Primaria (123)",10434,9849,282,189,114
"Secundaria (124)",5261,4729,233,187,112
"Superior no univ. incompleta (125)",333,276,31,9,17
"Superior no univ. completa (126)",355,238,47,15,55
"Superior univ. incompleta (127)",195,152,27,10,6
"Superior univ. completa (128)",474,235,130,72,37
"De 06 a 14 años (130)",843,814,24,4,1
"Sin nivel (131)",153,153,,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",583,560,20,3,
"Secundaria (134)",104,98,4,1,1
"De 15 a 29 años (140)",7297,6606,334,227,130
"Sin nivel (141)",327,321,2,2,2
"Educación inicial (142)",20,14,2,2,2
"Primaria (143)",3543,3328,98,79,38
"Secundaria (144)",2897,2583,144,115,55
"Superior no univ. incompleta (145)",165,133,18,6,8
"Superior no univ. completa (146)",145,103,19,7,16
"Superior univ. incompleta (147)",73,62,9,2,
"Superior univ. completa (148)",127,62,42,14,9
"De 30 a 44 años (150)",5927,5313,289,179,146
"Sin nivel (151)",458,440,6,6,6
"Educación inicial (152)",4,3,1,,
"Primaria (153)",3264,3048,103,70,43
"Secundaria (154)",1585,1432,58,54,41
"Superior no univ. incompleta (155)",122,107,11,1,3
"Superior no univ. completa (156)",172,113,26,5,28
"Superior univ. incompleta (157)",78,53,13,7,5
"Superior univ. completa (158)",244,117,71,36,20
"De 45 a 64 años (160)",3966,3689,122,82,73
"Sin nivel (161)",763,735,17,7,4
"Primaria (163)",2383,2265,55,34,29
"Secundaria (164)",606,550,26,16,14
"Superior no univ. incompleta (165)",41,34,1,,6
"Superior no univ. completa (166)",36,20,2,3,11
"Superior univ. incompleta (167)",41,35,4,1,1
"Superior univ. completa (168)",96,50,17,21,8
"De 65 y más años (170)",1179,1155,9,8,7
"Sin nivel (171)",432,429,,1,2
"Primaria (173)",661,648,6,3,4
"Secundaria (174)",69,66,1,1,1
"Superior no univ. incompleta (175)",5,2,1,2,
"Superior no univ. completa (176)",2,2,,,
"Superior univ. incompleta (177)",3,2,1,,
"Superior univ. completa (178)",7,6,,1,
