"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2705,48,3,1111,1022,102,192,67,160
"Esposa(o)/ compa¤era(o) (050)",52,3,,16,25,5,,1,2
"Hijo(a)/ hijastro(a) (051)",2655,294,137,963,988,88,85,63,37
"Yerno/ nuera (052)",94,1,,20,41,5,11,2,14
"Nieto(a) (053)",224,53,17,87,56,1,5,3,2
"Padres/ suegros (054)",34,4,,23,5,1,,,1
"Otro(a) pariente (055)",421,41,6,139,172,15,24,6,18
"Trabajador(a) del hogar (056)",1,,,,1,,,,
"Pensionista (057)",23,,,8,8,3,1,,3
"Otro(a) no pariente (058)",72,4,2,16,31,4,3,5,7
"Mujeres (060)",5790,527,159,2339,1875,267,350,127,146
"Jefe o Jefa (061)",506,35,1,245,138,19,38,11,19
"Esposa(o)/ compa¤era(o) (062)",2273,84,1,1019,799,97,179,34,60
"Hijo(a)/ hijastro(a) (063)",2275,318,128,799,722,112,88,61,47
"Yerno/ nuera (064)",121,2,,38,46,14,14,3,4
"Nieto(a) (065)",182,40,21,60,44,4,6,4,3
"Padres/ suegros (066)",67,21,,39,5,1,1,,
"Otro(a) pariente (067)",276,23,5,113,86,11,20,9,9
"Trabajador(a) del hogar (068)",14,1,,6,5,2,,,
"Pensionista (069)",6,,1,4,1,,,,
"Otro(a) no pariente (070)",70,3,2,16,29,7,4,5,4
,,,,,,,,,
"RURAL (072)",3456,289,79,1662,1123,79,122,48,54
"Jefe o Jefa (073)",1064,73,,592,308,16,34,19,22
"Esposa(o)/ compa¤era(o) (074)",682,32,1,384,191,15,44,5,10
"Hijo(a)/ hijastro(a) (075)",1287,131,69,503,488,36,27,19,14
"Yerno/ nuera (076)",62,,,14,33,4,7,3,1
"Nieto(a) (077)",127,28,6,58,30,3,,,2
"Padres/ suegros (078)",27,9,,15,2,,,,1
"Otro(a) pariente (079)",163,14,3,84,49,2,8,1,2
"Trabajador(a) del hogar (080)",2,,,1,1,,,,
"Pensionista (081)",7,,,1,5,,1,,
"Otro(a) no pariente (082)",35,2,,10,16,3,1,1,2
"Hombres (084)",1887,144,40,872,683,38,53,30,27
"Jefe o Jefa (085)",901,47,,494,279,14,31,19,17
"Esposa(o)/ compa¤era(o) (086)",12,,,7,5,,,,
"Hijo(a)/ hijastro(a) (087)",757,75,35,280,321,16,15,8,7
"Yerno/ nuera (088)",22,,,2,13,2,4,1,
"Nieto(a) (089)",65,12,3,32,16,2,,,
"Padres/ suegros (090)",7,1,,5,,,,,1
"Otro(a) pariente (091)",88,7,2,43,30,2,2,1,1
"Pensionista (093)",5,,,1,4,,,,
"Otro(a) no pariente (094)",30,2,,8,15,2,1,1,1
"Mujeres (096)",1569,145,39,790,440,41,69,18,27
"Jefe o Jefa (097)",163,26,,98,29,2,3,,5
"Esposa(o)/ compa¤era(o) (098)",670,32,1,377,186,15,44,5,10
"Hijo(a)/ hijastro(a) (099)",530,56,34,223,167,20,12,11,7
"Yerno/ nuera (100)",40,,,12,20,2,3,2,1
"Nieto(a) (101)",62,16,3,26,14,1,,,2
"Padres/ suegros (102)",20,8,,10,2,,,,
"Otro(a) pariente (103)",75,7,1,41,19,,6,,1
"Trabajador(a) del hogar (104)",2,,,1,1,,,,
"Pensionista (105)",2,,,,1,,1,,
"Otro(a) no pariente (106)",5,,,2,1,1,,,1
