"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",46,5,,15,7,1,7,2,9
"Hijo(a)/ hijastro(a) (051)",540,77,32,183,163,28,23,23,11
"Yerno/ nuera (052)",25,,,,7,,12,,6
"Nieto(a) (053)",53,14,8,20,10,,1,,
"Padres/ suegros (054)",12,8,,2,,,2,,
"Otro(a) pariente (055)",59,6,,12,23,6,6,3,3
"Trabajador(a) del hogar (056)",2,1,,,1,,,,
"Otro(a) no pariente (058)",31,1,1,8,11,2,3,1,4
"Mujeres (060)",1332,292,34,396,272,98,158,32,50
"Jefe o Jefa (061)",204,77,,50,18,9,37,5,8
"Esposa(o)/ compa¤era(o) (062)",420,87,1,92,83,43,81,10,23
"Hijo(a)/ hijastro(a) (063)",503,64,30,193,128,38,28,15,7
"Yerno/ nuera (064)",22,1,,3,10,1,1,1,5
"Nieto(a) (065)",54,10,3,30,8,2,,1,
"Padres/ suegros (066)",44,37,,7,,,,,
"Otro(a) pariente (067)",51,8,,14,19,3,3,,4
"Trabajador(a) del hogar (068)",9,4,,4,,,1,,
"Otro(a) no pariente (070)",25,4,,3,6,2,7,,3
,,,,,,,,,
"RURAL (072)",18914,6061,753,7277,3461,366,573,199,224
"Jefe o Jefa (073)",4718,2069,7,1506,637,66,262,50,121
"Esposa(o)/ compa¤era(o) (074)",3264,1756,20,934,368,38,106,11,31
"Hijo(a)/ hijastro(a) (075)",8834,1408,602,4147,2123,230,151,123,50
"Yerno/ nuera (076)",228,29,3,72,69,12,24,5,14
"Nieto(a) (077)",746,199,85,333,119,4,2,3,1
"Padres/ suegros (078)",310,295,,14,1,,,,
"Otro(a) pariente (079)",748,277,33,254,131,16,26,7,4
"Trabajador(a) del hogar (080)",10,5,,5,,,,,
"Pensionista (081)",4,1,,,3,,,,
"Otro(a) no pariente (082)",52,22,3,12,10,,2,,3
"Hombres (084)",9251,2205,353,3828,1946,233,388,134,164
"Jefe o Jefa (085)",3293,1076,4,1242,541,60,221,43,106
"Esposa(o)/ compa¤era(o) (086)",394,131,1,124,71,13,34,9,11
"Hijo(a)/ hijastro(a) (087)",4581,686,283,2114,1151,149,96,72,30
"Yerno/ nuera (088)",107,7,3,29,31,5,18,4,10
"Nieto(a) (089)",377,103,43,162,62,2,2,2,1
"Padres/ suegros (090)",79,67,,11,1,,,,
"Otro(a) pariente (091)",388,125,16,139,81,4,15,4,4
"Trabajador(a) del hogar (092)",1,,,1,,,,,
"Pensionista (093)",2,,,,2,,,,
"Otro(a) no pariente (094)",29,10,3,6,6,,2,,2
"Mujeres (096)",9663,3856,400,3449,1515,133,185,65,60
"Jefe o Jefa (097)",1425,993,3,264,96,6,41,7,15
"Esposa(o)/ compa¤era(o) (098)",2870,1625,19,810,297,25,72,2,20
"Hijo(a)/ hijastro(a) (099)",4253,722,319,2033,972,81,55,51,20
"Yerno/ nuera (100)",121,22,,43,38,7,6,1,4
"Nieto(a) (101)",369,96,42,171,57,2,,1,
"Padres/ suegros (102)",231,228,,3,,,,,
"Otro(a) pariente (103)",360,152,17,115,50,12,11,3,
"Trabajador(a) del hogar (104)",9,5,,4,,,,,
"Pensionista (105)",2,1,,,1,,,,
"Otro(a) no pariente (106)",23,12,,6,4,,,,1
