"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 30 a 34 años (035)",176,273,267,14,97.8,5.1,
"De 35 a 39 años (036)",136,297,285,3,96,1,
"De 40 a 44 años (037)",92,263,252,2,95.8,0.8,
"De 45 a 49 años (038)",65,223,212,,95.1,,
"De 50 y más años (039)",68,337,282,,83.7,,
"No PEA (040)",84440,211837,191883,4133,90.6,2,
"De 12 a 14 años (041)",9046,45,41,5,91.1,11.1,
"De 15 a 19 años (042)",13181,1655,1627,477,98.3,28.8,
"De 20 a 24 años (043)",9766,7866,7754,1116,98.6,14.2,
"De 25 a 29 años (044)",8663,13744,13473,1078,98,7.8,
"De 30 a 34 años (045)",7998,18118,17606,828,97.2,4.6,
"De 35 a 39 años (046)",6572,19003,18293,465,96.3,2.4,
"De 40 a 44 años (047)",5441,18976,17915,145,94.4,0.8,
"De 45 a 49 años (048)",4875,20456,18970,19,92.7,0.1,
"De 50 y más años (049)",18898,111974,96204,,85.9,,
,,,,,,,
"URBANA (060)",100715,241560,220628,4398,91.3,1.8,
"De 12 a 14 años (061)",8188,51,47,6,92.2,11.8,
"De 15 a 19 años (062)",13296,1619,1587,452,98,27.9,
"De 20 a 24 años (063)",11786,8251,8139,1121,98.6,13.6,
"De 25 a 29 años (064)",11201,15557,15253,1133,98,7.3,
"De 30 a 34 años (065)",10610,21631,21083,925,97.5,4.3,
"De 35 a 39 años (066)",9295,24446,23622,551,96.6,2.3,
"De 40 a 44 años (067)",8079,25744,24432,188,94.9,0.7,
"De 45 a 49 años (068)",6998,26190,24441,22,93.3,0.1,
"De 50 y más años (069)",21262,118071,102024,,86.4,,
"PEA (070)",25477,55988,52648,764,94,1.4,
"De 12 a 14 años (071)",169,11,11,1,100,9.1,
"De 15 a 19 años (072)",1523,199,192,46,96.5,23.1,
"De 20 a 24 años (073)",3038,1341,1321,124,98.5,9.2,
"De 25 a 29 años (074)",3513,3480,3406,172,97.9,4.9,
"De 30 a 34 años (075)",3503,5848,5715,204,97.7,3.5,
"De 35 a 39 años (076)",3510,8160,7909,144,96.9,1.8,
"De 40 a 44 años (077)",3276,9385,8982,63,95.7,0.7,
"De 45 a 49 años (078)",2658,8518,8046,10,94.5,0.1,
"De 50 y más años (079)",4287,19046,17066,,89.6,,
"Ocupada (080)",24091,54346,51096,711,94,1.3,
"De 12 a 14 años (081)",154,11,11,1,100,9.1,
"De 15 a 19 años (082)",1327,176,169,36,96,20.5,
"De 20 a 24 años (083)",2682,1232,1214,113,98.5,9.2,
"De 25 a 29 años (084)",3208,3273,3206,159,98,4.9,
"De 30 a 34 años (085)",3333,5586,5459,190,97.7,3.4,
"De 35 a 39 años (086)",3377,7866,7627,141,97,1.8,
"De 40 a 44 años (087)",3189,9135,8742,61,95.7,0.7,
"De 45 a 49 años (088)",2596,8308,7847,10,94.5,0.1,
"De 50 y más años (089)",4225,18759,16821,,89.7,,
"Desocupada (090)",1386,1642,1552,53,94.5,3.2,
"De 12 a 14 años (091)",15,,,,,,
"De 15 a 19 años (092)",196,23,23,10,100,43.5,
"De 20 a 24 años (093)",356,109,107,11,98.2,10.1,
"De 25 a 29 años (094)",305,207,200,13,96.6,6.3,
"De 30 a 34 años (095)",170,262,256,14,97.7,5.3,
"De 35 a 39 años (096)",133,294,282,3,95.9,1,
"De 40 a 44 años (097)",87,250,240,2,96,0.8,
"De 45 a 49 años (098)",62,210,199,,94.8,,
"De 50 y más años (099)",62,287,245,,85.4,,
"No PEA (100)",75238,185572,167980,3634,90.5,2,
"De 12 a 14 años (101)",8019,40,36,5,90,12.5,
"De 15 a 19 años (102)",11773,1420,1395,406,98.2,28.6,
"De 20 a 24 años (103)",8748,6910,6818,997,98.7,14.4,
"De 25 a 29 años (104)",7688,12077,11847,961,98.1,8,
"De 30 a 34 años (105)",7107,15783,15368,721,97.4,4.6,
"De 35 a 39 años (106)",5785,16286,15713,407,96.5,2.5,
"De 40 a 44 años (107)",4803,16359,15450,125,94.4,0.8,
"De 45 a 49 años (108)",4340,17672,16395,12,92.8,0.1,
"De 50 y más años (109)",16975,99025,84958,,85.8,,
,,,,,,,
"RURAL (120)",10254,29032,26408,526,91,1.8,
"De 12 a 14 años (121)",1057,5,5,,100,,
"De 15 a 19 años (122)",1521,246,243,73,98.8,29.7,
"De 20 a 24 años (123)",1185,1017,996,124,97.9,12.2,
"De 25 a 29 años (124)",1104,1819,1767,126,97.1,6.9,
"De 30 a 34 años (125)",1025,2613,2508,114,96,4.4,
"De 35 a 39 años (126)",905,3051,2906,62,95.2,2,
"De 40 a 44 años (127)",731,2978,2809,20,94.3,0.7,
"De 45 a 49 años (128)",617,3185,2934,7,92.1,0.2,
"De 50 y más años (129)",2109,14118,12240,,86.7,,
"PEA (130)",1052,2767,2505,27,90.5,1,
"De 12 a 14 años (131)",30,,,,,,
"De 15 a 19 años (132)",113,11,11,2,100,18.2,
"De 20 a 24 años (133)",167,61,60,5,98.4,8.2,
"De 25 a 29 años (134)",129,152,141,9,92.8,5.9,
"De 30 a 34 años (135)",134,278,270,7,97.1,2.5,
"De 35 a 39 años (136)",118,334,326,4,97.6,1.2,
"De 40 a 44 años (137)",93,361,344,,95.3,,
"De 45 a 49 años (138)",82,401,359,,89.5,,
"De 50 y más años (139)",186,1169,994,,85,,
"Ocupada (140)",984,2673,2425,27,90.7,1,
"De 12 a 14 años (141)",27,,,,,,
"De 15 a 19 años (142)",98,10,10,2,100,20,
"De 20 a 24 años (143)",147,61,60,5,98.4,8.2,
"De 25 a 29 años (144)",122,149,138,9,92.6,6,
"De 30 a 34 años (145)",128,267,259,7,97,2.6,
"De 35 a 39 años (146)",115,331,323,4,97.6,1.2,
"De 40 a 44 años (147)",88,348,332,,95.4,,
"De 45 a 49 años (148)",79,388,346,,89.2,,
"De 50 y más años (149)",180,1119,957,,85.5,,
"Desocupada (150)",68,94,80,,85.1,,
"De 12 a 14 años (151)",3,,,,,,
"De 15 a 19 años (152)",15,1,1,,100,,
"De 20 a 24 años (153)",20,,,,,,
"De 25 a 29 años (154)",7,3,3,,100,,
"De 30 a 34 años (155)",6,11,11,,100,,
"De 35 a 39 años (156)",3,3,3,,100,,
"De 40 a 44 años (157)",5,13,12,,92.3,,
"De 45 a 49 años (158)",3,13,13,,100,,
"De 50 y más años (159)",6,50,37,,74,,
"No PEA (160)",9202,26265,23903,499,91,1.9,
"De 12 a 14 años (161)",1027,5,5,,100,,
"De 15 a 19 años (162)",1408,235,232,71,98.7,30.2,
"De 20 a 24 años (163)",1018,956,936,119,97.9,12.4,
"De 25 a 29 años (164)",975,1667,1626,117,97.5,7,
"De 30 a 34 años (165)",891,2335,2238,107,95.8,4.6,
"De 35 a 39 años (166)",787,2717,2580,58,95,2.1,
"De 40 a 44 años (167)",638,2617,2465,20,94.2,0.8,
"De 45 a 49 años (168)",535,2784,2575,7,92.5,0.3,
"De 50 y más años (169)",1923,12949,11246,,86.8,,
