"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",6925,658,182,1962,2420,431,487,414,371
"Trabajador(a) del hogar (044)",263,28,2,121,95,7,6,4,
"Pensionista (045)",124,5,,9,45,15,6,33,11
"Otro(a) no pariente (046)",1279,86,19,312,440,97,94,120,111
"Hombres (048)",56498,4773,1866,17376,19052,2936,3720,2943,3832
"Jefe o Jefa (049)",21107,827,12,6304,7321,1204,2190,890,2359
"Esposa(o)/ compa¤era(o) (050)",955,44,3,235,353,56,92,62,110
"Hijo(a)/ hijastro(a) (051)",25193,2694,1385,8121,8401,1224,952,1504,912
"Yerno/ nuera (052)",1111,12,1,155,518,91,145,54,135
"Nieto(a) (053)",3639,773,367,1330,837,91,74,122,45
"Padres/ suegros (054)",378,92,,221,30,2,18,1,14
"Otro(a) pariente (055)",3396,278,87,894,1318,215,201,219,184
"Trabajador(a) del hogar (056)",19,4,2,2,8,1,,2,
"Pensionista (057)",78,5,,4,24,11,3,24,7
"Otro(a) no pariente (058)",622,44,9,110,242,41,45,65,66
"Mujeres (060)",60929,6509,1766,20625,18004,3098,4691,2687,3549
"Jefe o Jefa (061)",7974,960,12,2748,2150,375,859,243,627
"Esposa(o)/ compa¤era(o) (062)",17793,1406,24,6428,5518,852,1796,482,1287
"Hijo(a)/ hijastro(a) (063)",24732,2585,1303,7932,7342,1382,1439,1516,1233
"Yerno/ nuera (064)",1564,26,3,401,713,116,165,52,88
"Nieto(a) (065)",3521,770,319,1302,797,90,65,133,45
"Padres/ suegros (066)",869,316,,420,76,1,23,,33
"Otro(a) pariente (067)",3529,380,95,1068,1102,216,286,195,187
"Trabajador(a) del hogar (068)",244,24,,119,87,6,6,2,
"Pensionista (069)",46,,,5,21,4,3,9,4
"Otro(a) no pariente (070)",657,42,10,202,198,56,49,55,45
,,,,,,,,,
"RURAL (072)",124036,21452,3328,66281,29102,1499,1322,541,511
"Jefe o Jefa (073)",27183,3938,11,16020,6401,256,343,60,154
"Esposa(o)/ compa¤era(o) (074)",20822,4665,21,12684,3079,123,173,27,50
"Hijo(a)/ hijastro(a) (075)",58470,8793,2544,29107,15829,932,644,379,242
"Yerno/ nuera (076)",3399,148,9,1916,1193,41,60,8,24
"Nieto(a) (077)",7812,2108,628,3644,1288,73,26,38,7
"Padres/ suegros (078)",1113,718,,378,13,,3,,1
"Otro(a) pariente (079)",4810,1031,110,2330,1161,67,63,22,26
"Trabajador(a) del hogar (080)",40,6,,19,14,1,,,
"Pensionista (081)",23,3,,4,11,,1,3,1
"Otro(a) no pariente (082)",364,42,5,179,113,6,9,4,6
"Hombres (084)",63033,8537,1730,32417,18023,889,761,352,324
"Jefe o Jefa (085)",23064,2440,8,13968,5925,224,301,55,143
"Esposa(o)/ compa¤era(o) (086)",502,45,,277,164,6,6,1,3
"Hijo(a)/ hijastro(a) (087)",31290,4307,1330,14433,9910,558,363,248,141
"Yerno/ nuera (088)",903,28,2,397,412,19,27,5,13
"Nieto(a) (089)",4167,1110,336,1852,786,38,17,25,3
"Padres/ suegros (090)",358,153,,193,10,,1,,1
"Otro(a) pariente (091)",2483,427,52,1177,721,38,39,14,15
"Trabajador(a) del hogar (092)",16,3,,9,3,1,,,
"Pensionista (093)",17,2,,4,9,,,2,
"Otro(a) no pariente (094)",233,22,2,107,83,5,7,2,5
"Mujeres (096)",61003,12915,1598,33864,11079,610,561,189,187
"Jefe o Jefa (097)",4119,1498,3,2052,476,32,42,5,11
"Esposa(o)/ compa¤era(o) (098)",20320,4620,21,12407,2915,117,167,26,47
"Hijo(a)/ hijastro(a) (099)",27180,4486,1214,14674,5919,374,281,131,101
"Yerno/ nuera (100)",2496,120,7,1519,781,22,33,3,11
"Nieto(a) (101)",3645,998,292,1792,502,35,9,13,4
"Padres/ suegros (102)",755,565,,185,3,,2,,
"Otro(a) pariente (103)",2327,604,58,1153,440,29,24,8,11
"Trabajador(a) del hogar (104)",24,3,,10,11,,,,
"Pensionista (105)",6,1,,,2,,1,1,1
"Otro(a) no pariente (106)",131,20,3,72,30,1,2,2,1
