"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 20 a 24 años (043)",206,200,198,35,99,17.5,
"De 25 a 29 años (044)",192,335,329,31,98.2,9.3,
"De 30 a 34 años (045)",183,485,473,18,97.5,3.7,
"De 35 a 39 años (046)",155,530,514,15,97,2.8,
"De 40 a 44 años (047)",138,563,529,10,94,1.8,
"De 45 a 49 años (048)",169,820,742,1,90.5,0.1,
"De 50 y más años (049)",912,4771,4015,,84.2,,
,,,,,,,
"URBANA (060)",2023,6030,5303,84,87.9,1.4,
"De 12 a 14 años (061)",128,,,,,,
"De 15 a 19 años (062)",191,23,23,6,100,26.1,
"De 20 a 24 años (063)",162,126,126,24,100,19,
"De 25 a 29 años (064)",168,253,250,25,98.8,9.9,
"De 30 a 34 años (065)",173,337,326,14,96.7,4.2,
"De 35 a 39 años (066)",162,481,466,10,96.9,2.1,
"De 40 a 44 años (067)",151,551,525,5,95.3,0.9,
"De 45 a 49 años (068)",145,608,554,,91.1,,
"De 50 y más años (069)",743,3651,3033,,83.1,,
"PEA (070)",633,1567,1424,20,90.9,1.3,
"De 12 a 14 años (071)",7,,,,,,
"De 15 a 19 años (072)",34,5,5,,100,,
"De 20 a 24 años (073)",72,45,45,6,100,13.3,
"De 25 a 29 años (074)",65,79,78,7,98.7,8.9,
"De 30 a 34 años (075)",82,90,89,3,98.9,3.3,
"De 35 a 39 años (076)",71,163,157,3,96.3,1.8,
"De 40 a 44 años (077)",72,233,223,1,95.7,0.4,
"De 45 a 49 años (078)",55,189,178,,94.2,,
"De 50 y más años (079)",175,763,649,,85.1,,
"Ocupada (080)",622,1558,1415,19,90.8,1.2,
"De 12 a 14 años (081)",7,,,,,,
"De 15 a 19 años (082)",32,4,4,,100,,
"De 20 a 24 años (083)",68,45,45,6,100,13.3,
"De 25 a 29 años (084)",64,79,78,7,98.7,8.9,
"De 30 a 34 años (085)",81,89,88,2,98.9,2.2,
"De 35 a 39 años (086)",71,163,157,3,96.3,1.8,
"De 40 a 44 años (087)",70,233,223,1,95.7,0.4,
"De 45 a 49 años (088)",54,182,171,,94,,
"De 50 y más años (089)",175,763,649,,85.1,,
"Desocupada (090)",11,9,9,1,100,11.1,
"De 15 a 19 años (092)",2,1,1,,100,,
"De 20 a 24 años (093)",4,,,,,,
"De 25 a 29 años (094)",1,,,,,,
"De 30 a 34 años (095)",1,1,1,1,100,100,
"De 40 a 44 años (097)",2,,,,,,
"De 45 a 49 años (098)",1,7,7,,100,,
"No PEA (100)",1390,4463,3879,64,86.9,1.4,
"De 12 a 14 años (101)",121,,,,,,
"De 15 a 19 años (102)",157,18,18,6,100,33.3,
"De 20 a 24 años (103)",90,81,81,18,100,22.2,
"De 25 a 29 años (104)",103,174,172,18,98.9,10.3,
"De 30 a 34 años (105)",91,247,237,11,96,4.5,
"De 35 a 39 años (106)",91,318,309,7,97.2,2.2,
"De 40 a 44 años (107)",79,318,302,4,95,1.3,
"De 45 a 49 años (108)",90,419,376,,89.7,,
"De 50 y más años (109)",568,2888,2384,,82.5,,
,,,,,,,
"RURAL (120)",1376,4151,3769,63,90.8,1.5,
"De 12 a 14 años (121)",116,,,,,,
"De 15 a 19 años (122)",135,21,21,2,100,9.5,
"De 20 a 24 años (123)",156,143,140,19,97.9,13.3,
"De 25 a 29 años (124)",122,203,198,14,97.5,6.9,
"De 30 a 34 años (125)",124,313,310,8,99,2.6,
"De 35 a 39 años (126)",97,290,275,9,94.8,3.1,
"De 40 a 44 años (127)",95,409,385,10,94.1,2.4,
"De 45 a 49 años (128)",97,471,431,1,91.5,0.2,
"De 50 y más años (129)",434,2301,2009,,87.3,,
"PEA (130)",305,878,816,9,92.9,1,
"De 12 a 14 años (131)",6,,,,,,
"De 15 a 19 años (132)",17,7,7,,100,,
"De 20 a 24 años (133)",40,24,23,2,95.8,8.3,
"De 25 a 29 años (134)",33,42,41,1,97.6,2.4,
"De 30 a 34 años (135)",32,75,74,1,98.7,1.3,
"De 35 a 39 años (136)",33,78,70,1,89.7,1.3,
"De 40 a 44 años (137)",36,164,158,4,96.3,2.4,
"De 45 a 49 años (138)",18,70,65,,92.9,,
"De 50 y más años (139)",90,418,378,,90.4,,
"Ocupada (140)",298,870,808,8,92.9,0.9,
"De 12 a 14 años (141)",6,,,,,,
"De 15 a 19 años (142)",17,7,7,,100,,
"De 20 a 24 años (143)",37,23,22,2,95.7,8.7,
"De 25 a 29 años (144)",32,42,41,1,97.6,2.4,
"De 30 a 34 años (145)",32,75,74,1,98.7,1.3,
"De 35 a 39 años (146)",33,78,70,1,89.7,1.3,
"De 40 a 44 años (147)",34,157,151,3,96.2,1.9,
"De 45 a 49 años (148)",18,70,65,,92.9,,
"De 50 y más años (149)",89,418,378,,90.4,,
"Desocupada (150)",7,8,8,1,100,12.5,
"De 20 a 24 años (153)",3,1,1,,100,,
"De 25 a 29 años (154)",1,,,,,,
"De 40 a 44 años (157)",2,7,7,1,100,14.3,
"De 50 y más años (159)",1,,,,,,
"No PEA (160)",1071,3273,2953,54,90.2,1.6,
"De 12 a 14 años (161)",110,,,,,,
"De 15 a 19 años (162)",118,14,14,2,100,14.3,
"De 20 a 24 años (163)",116,119,117,17,98.3,14.3,
"De 25 a 29 años (164)",89,161,157,13,97.5,8.1,
"De 30 a 34 años (165)",92,238,236,7,99.2,2.9,
"De 35 a 39 años (166)",64,212,205,8,96.7,3.8,
"De 40 a 44 años (167)",59,245,227,6,92.7,2.4,
"De 45 a 49 años (168)",79,401,366,1,91.3,0.2,
"De 50 y más años (169)",344,1883,1631,,86.6,,
