"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",507,507,,,
"De 06 a 14 años (056)",326,271,41,11,3
"Empleado (057)",37,28,7,1,1
"Obrero (058)",59,39,12,6,2
"Trabajador independiente (059)",70,63,7,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",146,127,15,4,
"Trabajador del hogar (062)",13,13,,,
"De 15 a 29 años (064)",6184,3905,880,687,712
"Empleado (065)",1938,895,323,333,387
"Obrero (066)",1727,736,333,341,317
"Trabajador independiente (067)",1957,1775,182,,
"Empleador o patrono (068)",79,54,16,6,3
"Trabajador familiar no remunerado (069)",244,206,26,7,5
"Trabajador del hogar (070)",239,239,,,
"De 30 a 44 años (072)",7862,4623,919,979,1341
"Empleado (073)",2425,726,316,582,801
"Obrero (074)",1948,696,344,377,531
"Trabajador independiente (075)",3019,2806,213,,
"Empleador o patrono (076)",154,101,28,18,7
"Trabajador familiar no remunerado (077)",162,140,18,2,2
"Trabajador del hogar (078)",154,154,,,
"De 45 a 64 años (080)",5392,3258,526,611,997
"Empleado (081)",1503,354,194,369,586
"Obrero (082)",1268,453,182,228,405
"Trabajador independiente (083)",2287,2157,130,,
"Empleador o patrono (084)",123,92,12,13,6
"Trabajador familiar no remunerado (085)",119,110,8,1,
"Trabajador del hogar (086)",92,92,,,
"De 65 y más años (088)",822,618,60,49,95
"Empleado (089)",127,37,17,22,51
"Obrero (090)",157,72,18,24,43
"Trabajador independiente (091)",463,445,18,,
"Empleador o patrono (092)",26,19,4,2,1
"Trabajador familiar no remunerado (093)",40,36,3,1,
"Trabajador del hogar (094)",9,9,,,
,,,,,
"RURAL (096)",2769,1979,498,233,59
"Empleado (097)",214,110,40,35,29
"Obrero (098)",1374,824,324,196,30
"Trabajador independiente (099)",934,826,108,,
"Empleador o patrono (100)",25,18,6,1,
"Trabajador familiar no remunerado (101)",191,170,20,1,
"Trabajador del hogar (102)",31,31,,,
"De 06 a 14 años (104)",36,29,4,3,
"Empleado (105)",4,4,,,
"Obrero (106)",11,7,1,3,
"Trabajador independiente (107)",3,2,1,,
"Trabajador familiar no remunerado (109)",18,16,2,,
"De 15 a 29 años (112)",810,533,166,94,17
"Empleado (113)",83,45,13,16,9
"Obrero (114)",446,244,116,78,8
"Trabajador independiente (115)",192,164,28,,
"Empleador o patrono (116)",7,4,3,,
"Trabajador familiar no remunerado (117)",68,62,6,,
"Trabajador del hogar (118)",14,14,,,
"De 30 a 44 años (120)",910,624,178,84,24
"Empleado (121)",87,47,17,11,12
"Obrero (122)",459,258,118,71,12
"Trabajador independiente (123)",297,259,38,,
"Empleador o patrono (124)",7,5,1,1,
"Trabajador familiar no remunerado (125)",51,46,4,1,
"Trabajador del hogar (126)",9,9,,,
"De 45 a 64 años (128)",797,603,127,50,17
"Empleado (129)",37,11,10,8,8
"Obrero (130)",383,254,78,42,9
"Trabajador independiente (131)",325,294,31,,
"Empleador o patrono (132)",8,6,2,,
"Trabajador familiar no remunerado (133)",38,32,6,,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",216,190,23,2,1
"Empleado (137)",3,3,,,
"Obrero (138)",75,61,11,2,1
"Trabajador independiente (139)",117,107,10,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",16,14,2,,
"Trabajador del hogar (142)",2,2,,,
