"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",1,,1,,,
"Actividad economica no especificada (044)",306,3,126,94,65,18
"Desocupado (045)",942,5,390,297,196,54
"Mujeres (046)",3295,135,1036,1090,775,259
"Agric., ganadería, caza y silvicultura (047)",1567,103,418,417,444,185
"Explotación de minas y canteras (049)",12,,6,5,1,
"Industrias manufactureras (050)",31,,12,15,2,2
"Suministro de electricidad, gas y agua (051)",2,,1,1,,
"Construcción (052)",9,,3,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",432,7,106,167,120,32
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,1,2,,
"Comercio al por mayor (055)",10,,1,7,1,1
"Comercio al por menor (056)",419,7,104,158,119,31
"Hoteles y restaurantes (057)",153,4,47,57,35,10
"Trans., almac. y comunicaciones (058)",13,,8,4,1,
"Intermediación financiera (059)",1,,1,,,
"Activid.inmobil., empres. y alquileres (060)",36,,16,14,5,1
"Admin.pub. y defensa; p. segur.soc afil (061)",42,,19,16,7,
"Enseñanza (062)",318,,82,181,54,1
"Servicios sociales y de salud (063)",83,,31,42,9,1
"Otras activ. serv.comun.soc y personales (064)",77,8,35,23,11,
"Hogares privados con servicio doméstico (065)",76,3,49,16,7,1
"Actividad economica no especificada (067)",225,1,79,64,57,24
"Desocupado (068)",218,9,123,62,22,2
,,,,,,
"URBANA (069)",5012,155,1411,1800,1304,342
"Agric., ganadería, caza y silvicultura (070)",1840,114,418,509,564,235
"Pesca (071)",2,,1,1,,
"Explotación de minas y canteras (072)",268,,94,123,51,
"Industrias manufactureras (073)",95,,30,32,29,4
"Suministro de electricidad, gas y agua (074)",20,,8,6,4,2
"Construcción (075)",159,,52,67,38,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",591,13,153,211,166,48
"Venta, mant.y rep. veh.autom.y motoc. (077)",33,1,16,9,7,
"Comercio al por mayor (078)",20,,3,8,7,2
"Comercio al por menor (079)",538,12,134,194,152,46
"Hoteles y restaurantes (080)",153,6,52,50,34,11
"Trans., almac. y comunicaciones (081)",136,1,59,46,28,2
"Intermediación financiera (082)",2,,2,,,
"Activid.inmobil., empres. y alquileres (083)",115,1,36,50,25,3
"Admin.pub. y defensa; p. segur.soc afil (084)",212,,61,90,61,
"Enseñanza (085)",596,,106,337,149,4
"Servicios sociales y de salud (086)",97,,35,47,14,1
"Otras activ. serv.comun.soc y personales (087)",103,9,47,32,12,3
"Hogares privados con servicio doméstico (088)",58,3,35,14,5,1
"Actividad economica no especificada (090)",272,3,97,75,77,20
"Desocupado (091)",293,5,125,110,47,6
"Hombres (092)",3139,73,865,1121,874,206
"Agric., ganadería, caza y silvicultura (093)",1270,58,293,368,395,156
"Pesca (094)",2,,1,1,,
"Explotación de minas y canteras (095)",258,,88,120,50,
"Industrias manufactureras (096)",71,,21,20,28,2
"Suministro de electricidad, gas y agua (097)",18,,7,5,4,2
"Construcción (098)",154,,50,64,38,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",238,6,67,71,75,19
"Venta, mant.y rep. veh.autom.y motoc. (100)",31,1,15,8,7,
"Comercio al por mayor (101)",11,,2,2,6,1
"Comercio al por menor (102)",196,5,50,61,62,18
"Hoteles y restaurantes (103)",46,3,21,11,8,3
"Trans., almac. y comunicaciones (104)",125,1,52,43,27,2
"Intermediación financiera (105)",1,,1,,,
"Activid.inmobil., empres. y alquileres (106)",82,1,23,36,20,2
"Admin.pub. y defensa; p. segur.soc afil (107)",177,,47,76,54,
"Enseñanza (108)",324,,45,176,100,3
"Servicios sociales y de salud (109)",28,,11,12,5,
"Otras activ. serv.comun.soc y personales (110)",31,1,13,13,1,3
"Hogares privados con servicio doméstico (111)",1,,1,,,
"Actividad economica no especificada (113)",144,2,53,41,40,8
"Desocupado (114)",169,1,71,64,29,4
"Mujeres (115)",1873,82,546,679,430,136
"Agric., ganadería, caza y silvicultura (116)",570,56,125,141,169,79
"Explotación de minas y canteras (118)",10,,6,3,1,
"Industrias manufactureras (119)",24,,9,12,1,2
"Suministro de electricidad, gas y agua (120)",2,,1,1,,
"Construcción (121)",5,,2,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",353,7,86,140,91,29
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,1,1,,
"Comercio al por mayor (124)",9,,1,6,1,1
"Comercio al por menor (125)",342,7,84,133,90,28
"Hoteles y restaurantes (126)",107,3,31,39,26,8
"Trans., almac. y comunicaciones (127)",11,,7,3,1,
"Intermediación financiera (128)",1,,1,,,
"Activid.inmobil., empres. y alquileres (129)",33,,13,14,5,1
"Admin.pub. y defensa; p. segur.soc afil (130)",35,,14,14,7,
"Enseñanza (131)",272,,61,161,49,1
"Servicios sociales y de salud (132)",69,,24,35,9,1
"Otras activ. serv.comun.soc y personales (133)",72,8,34,19,11,
"Hogares privados con servicio doméstico (134)",57,3,34,14,5,1
"Actividad economica no especificada (136)",128,1,44,34,37,12
"Desocupado (137)",124,4,54,46,18,2
,,,,,,
"RURAL (138)",7114,117,2293,2307,1832,565
"Agric., ganadería, caza y silvicultura (139)",4763,104,1352,1484,1346,477
"Explotación de minas y canteras (141)",465,,175,209,80,1
"Industrias manufactureras (142)",45,,15,18,10,2
"Suministro de electricidad, gas y agua (143)",16,,7,8,1,
"Construcción (144)",191,1,58,61,66,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",143,1,41,51,46,4
"Venta, mant.y rep. veh.autom.y motoc. (146)",3,,,2,1,
"Comercio al por mayor (147)",2,,1,1,,
"Comercio al por menor (148)",138,1,40,48,45,4
"Hoteles y restaurantes (149)",52,1,20,20,9,2
"Trans., almac. y comunicaciones (150)",68,,37,25,6,
"Activid.inmobil., empres. y alquileres (152)",13,,5,3,5,
"Admin.pub. y defensa; p. segur.soc afil (153)",52,,18,24,9,1
"Enseñanza (154)",125,,39,52,33,1
"Servicios sociales y de salud (155)",21,,8,12,1,
"Otras activ. serv.comun.soc y personales (156)",15,,7,6,2,
"Hogares privados con servicio doméstico (157)",19,,15,2,2,
"Actividad economica no especificada (159)",259,1,108,83,45,22
"Desocupado (160)",867,9,388,249,171,50
"Hombres (161)",5692,64,1803,1896,1487,442
"Agric., ganadería, caza y silvicultura (162)",3766,57,1059,1208,1071,371
"Explotación de minas y canteras (164)",463,,175,207,80,1
"Industrias manufactureras (165)",38,,12,15,9,2
"Suministro de electricidad, gas y agua (166)",16,,7,8,1,
"Construcción (167)",187,1,57,58,66,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",64,1,21,24,17,1
"Venta, mant.y rep. veh.autom.y motoc. (169)",2,,,1,1,
"Comercio al por mayor (170)",1,,1,,,
"Comercio al por menor (171)",61,1,20,23,16,1
"Hoteles y restaurantes (172)",6,,4,2,,
"Trans., almac. y comunicaciones (173)",66,,36,24,6,
"Activid.inmobil., empres. y alquileres (175)",10,,2,3,5,
"Admin.pub. y defensa; p. segur.soc afil (176)",45,,13,22,9,1
"Enseñanza (177)",79,,18,32,28,1
"Servicios sociales y de salud (178)",7,,1,5,1,
"Otras activ. serv.comun.soc y personales (179)",10,,6,2,2,
"Actividad economica no especificada (182)",162,1,73,53,25,10
"Desocupado (183)",773,4,319,233,167,50
"Mujeres (184)",1422,53,490,411,345,123
"Agric., ganadería, caza y silvicultura (185)",997,47,293,276,275,106
"Explotación de minas y canteras (187)",2,,,2,,
"Industrias manufactureras (188)",7,,3,3,1,
"Construcción (190)",4,,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",79,,20,27,29,3
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,,1,,
"Comercio al por mayor (193)",1,,,1,,
"Comercio al por menor (194)",77,,20,25,29,3
"Hoteles y restaurantes (195)",46,1,16,18,9,2
"Trans., almac. y comunicaciones (196)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (198)",3,,3,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",7,,5,2,,
"Enseñanza (200)",46,,21,20,5,
"Servicios sociales y de salud (201)",14,,7,7,,
"Otras activ. serv.comun.soc y personales (202)",5,,1,4,,
"Hogares privados con servicio doméstico (203)",19,,15,2,2,
"Actividad economica no especificada (205)",97,,35,30,20,12
"Desocupado (206)",94,5,69,16,4,
