"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",8,8,,,
"Obrero (058)",28,18,8,1,1
"Trabajador independiente (059)",18,18,,,
"Trabajador familiar no remunerado (061)",109,96,11,1,1
"Trabajador del hogar (062)",16,16,,,
"De 15 a 29 años (064)",2739,1681,312,216,530
"Empleado (065)",566,220,65,81,200
"Obrero (066)",850,268,129,124,329
"Trabajador independiente (067)",825,750,75,,
"Empleador o patrono (068)",17,10,3,4,
"Trabajador familiar no remunerado (069)",356,308,40,7,1
"Trabajador del hogar (070)",125,125,,,
"De 30 a 44 años (072)",3203,1700,376,354,773
"Empleado (073)",881,175,131,212,363
"Obrero (074)",903,246,116,131,410
"Trabajador independiente (075)",1102,1002,100,,
"Empleador o patrono (076)",45,33,8,4,
"Trabajador familiar no remunerado (077)",221,193,21,7,
"Trabajador del hogar (078)",51,51,,,
"De 45 a 64 años (080)",2076,1346,203,138,389
"Empleado (081)",428,91,56,88,193
"Obrero (082)",455,161,52,46,196
"Trabajador independiente (083)",943,868,75,,
"Empleador o patrono (084)",22,17,2,3,
"Trabajador familiar no remunerado (085)",202,183,18,1,
"Trabajador del hogar (086)",26,26,,,
"De 65 y más años (088)",422,367,28,14,13
"Empleado (089)",14,5,,1,8
"Obrero (090)",53,39,3,6,5
"Trabajador independiente (091)",284,267,17,,
"Empleador o patrono (092)",9,5,4,,
"Trabajador familiar no remunerado (093)",58,47,4,7,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",9004,7556,983,221,244
"Empleado (097)",717,304,202,77,134
"Obrero (098)",841,367,271,93,110
"Trabajador independiente (099)",5154,4881,273,,
"Empleador o patrono (100)",61,33,22,6,
"Trabajador familiar no remunerado (101)",2200,1940,215,45,
"Trabajador del hogar (102)",31,31,,,
"De 06 a 14 años (104)",244,205,37,2,
"Obrero (106)",35,32,3,,
"Trabajador independiente (107)",1,,1,,
"Trabajador familiar no remunerado (109)",201,166,33,2,
"Trabajador del hogar (110)",7,7,,,
"De 15 a 29 años (112)",3119,2566,367,94,92
"Empleado (113)",208,91,53,18,46
"Obrero (114)",402,169,134,53,46
"Trabajador independiente (115)",1429,1349,80,,
"Empleador o patrono (116)",19,12,5,2,
"Trabajador familiar no remunerado (117)",1044,928,95,21,
"Trabajador del hogar (118)",17,17,,,
"De 30 a 44 años (120)",3013,2462,368,81,102
"Empleado (121)",387,166,118,41,62
"Obrero (122)",241,95,83,23,40
"Trabajador independiente (123)",1857,1746,111,,
"Empleador o patrono (124)",23,10,10,3,
"Trabajador familiar no remunerado (125)",500,440,46,14,
"Trabajador del hogar (126)",5,5,,,
"De 45 a 64 años (128)",2113,1841,183,41,48
"Empleado (129)",118,46,29,18,25
"Obrero (130)",151,61,50,17,23
"Trabajador independiente (131)",1457,1394,63,,
"Empleador o patrono (132)",14,9,4,1,
"Trabajador familiar no remunerado (133)",372,330,37,5,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",515,482,28,3,2
"Empleado (137)",4,1,2,,1
"Obrero (138)",12,10,1,,1
"Trabajador independiente (139)",410,392,18,,
"Empleador o patrono (140)",5,2,3,,
"Trabajador familiar no remunerado (141)",83,76,4,3,
"Trabajador del hogar (142)",1,1,,,
