"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (065)",229,150,30,17,32
"Superior no univ. completa (066)",456,160,51,66,179
"Superior univ. incompleta (067)",161,81,14,16,50
"Superior univ. completa (068)",337,99,33,83,122
"De 06 a 14 años (070)",28,24,1,3,
"Sin nivel (071)",1,1,,,
"Primaria (073)",15,14,,1,
"Secundaria (074)",12,9,1,2,
"De 15 a 29 años (080)",916,596,110,88,122
"Sin nivel (081)",4,4,,,
"Primaria (083)",67,55,8,2,2
"Secundaria (084)",447,331,56,36,24
"Superior no univ. incompleta (085)",111,84,11,4,12
"Superior no univ. completa (086)",150,57,27,23,43
"Superior univ. incompleta (087)",59,36,5,7,11
"Superior univ. completa (088)",78,29,3,16,30
"De 30 a 44 años (090)",1067,574,112,129,252
"Sin nivel (091)",21,19,,,2
"Primaria (093)",173,135,16,12,10
"Secundaria (094)",367,254,42,24,47
"Superior no univ. incompleta (095)",79,40,14,11,14
"Superior no univ. completa (096)",218,68,20,32,98
"Superior univ. incompleta (097)",54,21,3,6,24
"Superior univ. completa (098)",155,37,17,44,57
"De 45 a 64 años (100)",919,633,77,61,148
"Sin nivel (101)",61,55,3,,3
"Primaria (103)",351,295,24,10,22
"Secundaria (104)",259,190,23,13,33
"Superior no univ. incompleta (105)",34,21,5,2,6
"Superior no univ. completa (106)",78,29,3,10,36
"Superior univ. incompleta (107)",46,22,6,3,15
"Superior univ. completa (108)",90,21,13,23,33
"De 65 y más años (110)",309,280,14,2,13
"Sin nivel (111)",44,42,2,,
"Primaria (113)",181,169,7,1,4
"Secundaria (114)",53,44,4,,5
"Superior no univ. incompleta (115)",5,5,,,
"Superior no univ. completa (116)",10,6,1,1,2
"Superior univ. incompleta (117)",2,2,,,
"Superior univ. completa (118)",14,12,,,2
,,,,,
"RURAL (120)",2264,1868,169,149,78
"Sin nivel (121)",220,206,10,2,2
"Educación inicial (122)",1,1,,,
"Primaria (123)",784,717,34,20,13
"Secundaria (124)",824,685,68,53,18
"Superior no univ. incompleta (125)",126,84,24,11,7
"Superior no univ. completa (126)",142,87,13,23,19
"Superior univ. incompleta (127)",42,23,6,6,7
"Superior univ. completa (128)",125,65,14,34,12
"De 06 a 14 años (130)",50,49,1,,
"Sin nivel (131)",6,6,,,
"Primaria (133)",36,35,1,,
"Secundaria (134)",8,8,,,
"De 15 a 29 años (140)",659,512,70,54,23
"Sin nivel (141)",11,10,1,,
"Primaria (143)",127,111,9,4,3
"Secundaria (144)",346,286,29,28,3
"Superior no univ. incompleta (145)",81,51,18,7,5
"Superior no univ. completa (146)",53,33,6,10,4
"Superior univ. incompleta (147)",19,12,2,1,4
"Superior univ. completa (148)",22,9,5,4,4
"De 30 a 44 años (150)",699,540,58,64,37
"Sin nivel (151)",54,47,5,1,1
"Educación inicial (152)",1,1,,,
"Primaria (153)",182,160,9,8,5
"Secundaria (154)",299,240,27,20,12
"Superior no univ. incompleta (155)",29,22,2,4,1
"Superior no univ. completa (156)",57,28,4,12,13
"Superior univ. incompleta (157)",10,4,4,2,
"Superior univ. completa (158)",67,38,7,17,5
"De 45 a 64 años (160)",627,544,38,29,16
"Sin nivel (161)",82,77,3,1,1
"Primaria (163)",312,288,15,6,3
"Secundaria (164)",154,134,12,5,3
"Superior no univ. incompleta (165)",12,8,3,,1
"Superior no univ. completa (166)",26,20,3,1,2
"Superior univ. incompleta (167)",13,7,,3,3
"Superior univ. completa (168)",28,10,2,13,3
"De 65 y más años (170)",229,223,2,2,2
"Sin nivel (171)",67,66,1,,
"Primaria (173)",127,123,,2,2
"Secundaria (174)",17,17,,,
"Superior no univ. incompleta (175)",4,3,1,,
"Superior no univ. completa (176)",6,6,,,
"Superior univ. completa (178)",8,8,,,
