"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",218,139,10,10,59
"Mujeres (044)",2734,2068,117,154,395
"Agric., ganadería, caza y silvicultura (045)",428,416,7,2,3
"Explotación de minas y canteras (047)",101,3,4,2,92
"Industrias manufactureras (048)",132,124,6,1,1
"Suministro de electricidad, gas y agua (049)",2,1,,,1
"Construcción (050)",29,6,1,19,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",422,411,9,2,
"Venta, mant.y rep. veh.autom y motoc. (052)",2,2,,,
"Comercio al por mayor (053)",20,20,,,
"Comercio al por menor (054)",400,389,9,2,
"Hoteles y restaurantes (055)",256,234,14,5,3
"Trans., almac. y comunicaciones (056)",19,11,1,4,3
"Intermediación financiera (057)",3,2,1,,
"Activid.inmobil., empres. y alquileres (058)",38,20,3,7,8
"Admin.pub. y defensa; p. segur soc.afil (059)",144,,,,144
"Enseñanza (060)",372,137,58,102,75
"Servicios sociales y de salud (061)",67,9,1,1,56
"Otras activ. serv.comun.soc y personales (062)",102,94,3,3,2
"Hogares privados con servicio doméstico (063)",303,303,,,
"Actividad economica no especificada (065)",316,297,9,6,4
,,,,,
"URBANA (066)",5261,2877,368,481,1535
"Agric., ganadería, caza y silvicultura (067)",661,620,18,4,19
"Pesca (068)",1,,,,1
"Explotación de minas y canteras (069)",828,108,26,46,648
"Industrias manufactureras (070)",259,210,19,11,19
"Suministro de electricidad, gas y agua (071)",13,1,1,8,3
"Construcción (072)",503,238,84,107,74
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",708,664,25,5,14
"Venta, mant.y rep. veh.autom y motoc. (074)",38,19,5,,14
"Comercio al por mayor (075)",44,42,1,1,
"Comercio al por menor (076)",626,603,19,4,
"Hoteles y restaurantes (077)",235,213,15,3,4
"Trans., almac. y comunicaciones (078)",204,145,16,21,22
"Intermediación financiera (079)",11,8,3,,
"Activid.inmobil., empres. y alquileres (080)",166,46,16,34,70
"Admin.pub. y defensa; p. segur soc.afil (081)",378,,,,378
"Enseñanza (082)",722,202,127,222,171
"Servicios sociales y de salud (083)",104,20,2,2,80
"Otras activ. serv.comun.soc y personales (084)",134,112,5,8,9
"Hogares privados con servicio doméstico (085)",137,137,,,
"Actividad economica no especificada (087)",197,153,11,10,23
"Hombres (088)",3651,1778,269,348,1256
"Agric., ganadería, caza y silvicultura (089)",620,583,16,3,18
"Pesca (090)",1,,,,1
"Explotación de minas y canteras (091)",811,106,25,46,634
"Industrias manufactureras (092)",182,141,13,10,18
"Suministro de electricidad, gas y agua (093)",11,,1,8,2
"Construcción (094)",477,232,84,89,72
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",355,321,17,3,14
"Venta, mant.y rep. veh.autom y motoc. (096)",36,17,5,,14
"Comercio al por mayor (097)",28,26,1,1,
"Comercio al por menor (098)",291,278,11,2,
"Hoteles y restaurantes (099)",35,29,2,3,1
"Trans., almac. y comunicaciones (100)",188,134,15,19,20
"Intermediación financiera (101)",8,6,2,,
"Activid.inmobil., empres. y alquileres (102)",137,31,13,28,65
"Admin.pub. y defensa; p. segur soc.afil (103)",241,,,,241
"Enseñanza (104)",395,87,72,127,109
"Servicios sociales y de salud (105)",48,12,1,1,34
"Otras activ. serv.comun.soc y personales (106)",39,25,2,5,7
"Hogares privados con servicio doméstico (107)",7,7,,,
"Actividad economica no especificada (109)",96,64,6,6,20
"Mujeres (110)",1610,1099,99,133,279
"Agric., ganadería, caza y silvicultura (111)",41,37,2,1,1
"Explotación de minas y canteras (113)",17,2,1,,14
"Industrias manufactureras (114)",77,69,6,1,1
"Suministro de electricidad, gas y agua (115)",2,1,,,1
"Construcción (116)",26,6,,18,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",353,343,8,2,
"Venta, mant.y rep. veh.autom y motoc. (118)",2,2,,,
"Comercio al por mayor (119)",16,16,,,
"Comercio al por menor (120)",335,325,8,2,
"Hoteles y restaurantes (121)",200,184,13,,3
"Trans., almac. y comunicaciones (122)",16,11,1,2,2
"Intermediación financiera (123)",3,2,1,,
"Activid.inmobil., empres. y alquileres (124)",29,15,3,6,5
"Admin.pub. y defensa; p. segur soc.afil (125)",137,,,,137
"Enseñanza (126)",327,115,55,95,62
"Servicios sociales y de salud (127)",56,8,1,1,46
"Otras activ. serv.comun.soc y personales (128)",95,87,3,3,2
"Hogares privados con servicio doméstico (129)",130,130,,,
"Actividad economica no especificada (131)",101,89,5,4,3
,,,,,
"RURAL (132)",10160,7572,362,323,1903
"Agric., ganadería, caza y silvicultura (133)",6350,6218,105,4,23
"Pesca (134)",1,1,,,
"Explotación de minas y canteras (135)",1880,118,96,142,1524
"Industrias manufactureras (136)",238,183,18,15,22
"Construcción (138)",419,221,79,73,46
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",219,180,19,10,10
"Venta, mant.y rep. veh.autom y motoc. (140)",37,16,3,8,10
"Comercio al por mayor (141)",14,10,4,,
"Comercio al por menor (142)",168,154,12,2,
"Hoteles y restaurantes (143)",97,69,5,13,10
"Trans., almac. y comunicaciones (144)",136,51,15,22,48
"Activid.inmobil., empres. y alquileres (146)",105,14,4,7,80
"Admin.pub. y defensa; p. segur soc.afil (147)",47,,,,47
"Enseñanza (148)",118,38,12,29,39
"Servicios sociales y de salud (149)",17,3,,,14
"Otras activ. serv.comun.soc y personales (150)",18,15,1,2,
"Hogares privados con servicio doméstico (151)",178,178,,,
"Actividad economica no especificada (153)",337,283,8,6,40
"Hombres (154)",9036,6603,344,302,1787
"Agric., ganadería, caza y silvicultura (155)",5963,5839,100,3,21
"Pesca (156)",1,1,,,
"Explotación de minas y canteras (157)",1796,117,93,140,1446
"Industrias manufactureras (158)",183,128,18,15,22
"Construcción (160)",416,221,78,72,45
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",150,112,18,10,10
"Venta, mant.y rep. veh.autom y motoc. (162)",37,16,3,8,10
"Comercio al por mayor (163)",10,6,4,,
"Comercio al por menor (164)",103,90,11,2,
"Hoteles y restaurantes (165)",41,19,4,8,10
"Trans., almac. y comunicaciones (166)",133,51,15,20,47
"Activid.inmobil., empres. y alquileres (168)",96,9,4,6,77
"Admin.pub. y defensa; p. segur soc.afil (169)",40,,,,40
"Enseñanza (170)",73,16,9,22,26
"Servicios sociales y de salud (171)",6,2,,,4
"Otras activ. serv.comun.soc y personales (172)",11,8,1,2,
"Hogares privados con servicio doméstico (173)",5,5,,,
"Actividad economica no especificada (175)",122,75,4,4,39
"Mujeres (176)",1124,969,18,21,116
"Agric., ganadería, caza y silvicultura (177)",387,379,5,1,2
"Explotación de minas y canteras (179)",84,1,3,2,78
"Industrias manufactureras (180)",55,55,,,
"Construcción (182)",3,,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",69,68,1,,
"Comercio al por mayor (185)",4,4,,,
"Comercio al por menor (186)",65,64,1,,
"Hoteles y restaurantes (187)",56,50,1,5,
"Trans., almac. y comunicaciones (188)",3,,,2,1
"Activid.inmobil., empres. y alquileres (190)",9,5,,1,3
"Admin.pub. y defensa; p. segur soc.afil (191)",7,,,,7
"Enseñanza (192)",45,22,3,7,13
"Servicios sociales y de salud (193)",11,1,,,10
"Otras activ. serv.comun.soc y personales (194)",7,7,,,
"Hogares privados con servicio doméstico (195)",173,173,,,
"Actividad economica no especificada (197)",215,208,4,2,1
