"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",109,4,40,37,23,5
"Hogares privados con servicio doméstico (042)",62,4,31,15,10,2
"Actividad economica no especificada (044)",353,4,137,116,76,20
"Desocupado (045)",606,32,324,162,69,19
"Mujeres (046)",6571,237,2255,2252,1502,325
"Agric., ganadería, caza y silvicultura (047)",3016,146,908,871,849,242
"Pesca (048)",58,,21,22,15,
"Industrias manufactureras (050)",113,2,23,53,30,5
"Suministro de electricidad, gas y agua (051)",1,,,1,,
"Construcción (052)",5,,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",911,31,282,374,200,24
"Venta, mant.y rep. veh.autom.y motoc. (054)",6,,4,2,,
"Comercio al por mayor (055)",20,,8,10,2,
"Comercio al por menor (056)",885,31,270,362,198,24
"Hoteles y restaurantes (057)",406,12,160,145,82,7
"Trans., almac. y comunicaciones (058)",19,,11,5,3,
"Intermediación financiera (059)",3,,,1,2,
"Activid.inmobil., empres. y alquileres (060)",37,,15,16,6,
"Admin.pub. y defensa; p. segur.soc afil (061)",93,,28,48,17,
"Enseñanza (062)",686,,187,367,130,2
"Servicios sociales y de salud (063)",52,,19,24,7,2
"Otras activ. serv.comun.soc y personales (064)",94,3,44,29,16,2
"Hogares privados con servicio doméstico (065)",528,18,289,135,68,18
"Actividad economica no especificada (067)",324,2,134,110,58,20
"Desocupado (068)",225,23,131,49,19,3
,,,,,,
"URBANA (069)",12525,385,4089,4362,2934,755
"Agric., ganadería, caza y silvicultura (070)",5003,185,1384,1505,1379,550
"Pesca (071)",633,4,184,244,175,26
"Explotación de minas y canteras (072)",2,,1,,1,
"Industrias manufactureras (073)",474,15,166,182,96,15
"Suministro de electricidad, gas y agua (074)",30,3,7,9,10,1
"Construcción (075)",250,2,90,113,41,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1636,77,509,630,349,71
"Venta, mant.y rep. veh.autom.y motoc. (077)",73,4,26,29,12,2
"Comercio al por mayor (078)",57,,22,23,9,3
"Comercio al por menor (079)",1506,73,461,578,328,66
"Hoteles y restaurantes (080)",450,23,174,154,90,9
"Trans., almac. y comunicaciones (081)",497,16,275,142,58,6
"Intermediación financiera (082)",12,,2,5,5,
"Activid.inmobil., empres. y alquileres (083)",146,1,56,55,32,2
"Admin.pub. y defensa; p. segur.soc afil (084)",425,,113,198,108,6
"Enseñanza (085)",1160,,242,608,305,5
"Servicios sociales y de salud (086)",112,1,41,49,20,1
"Otras activ. serv.comun.soc y personales (087)",187,7,77,59,37,7
"Hogares privados con servicio doméstico (088)",416,18,240,96,49,13
"Actividad economica no especificada (090)",493,6,198,156,107,26
"Desocupado (091)",599,27,330,157,72,13
"Hombres (092)",8393,263,2712,2851,2005,562
"Agric., ganadería, caza y silvicultura (093)",3812,135,1098,1149,1008,422
"Pesca (094)",597,4,174,228,165,26
"Explotación de minas y canteras (095)",2,,1,,1,
"Industrias manufactureras (096)",370,13,150,130,67,10
"Suministro de electricidad, gas y agua (097)",29,3,7,8,10,1
"Construcción (098)",247,2,88,112,41,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",810,47,252,292,170,49
"Venta, mant.y rep. veh.autom.y motoc. (100)",67,4,22,27,12,2
"Comercio al por mayor (101)",40,,14,15,8,3
"Comercio al por menor (102)",703,43,216,250,150,44
"Hoteles y restaurantes (103)",87,12,32,24,16,3
"Trans., almac. y comunicaciones (104)",479,16,265,137,55,6
"Intermediación financiera (105)",9,,2,4,3,
"Activid.inmobil., empres. y alquileres (106)",109,1,41,39,26,2
"Admin.pub. y defensa; p. segur.soc afil (107)",337,,87,152,92,6
"Enseñanza (108)",586,,94,297,192,3
"Servicios sociales y de salud (109)",67,1,23,30,13,
"Otras activ. serv.comun.soc y personales (110)",97,4,37,30,21,5
"Hogares privados con servicio doméstico (111)",39,3,17,10,8,1
"Actividad economica no especificada (113)",284,4,113,92,62,13
"Desocupado (114)",432,18,231,117,55,11
"Mujeres (115)",4132,122,1377,1511,929,193
"Agric., ganadería, caza y silvicultura (116)",1191,50,286,356,371,128
"Pesca (117)",36,,10,16,10,
"Industrias manufactureras (119)",104,2,16,52,29,5
"Suministro de electricidad, gas y agua (120)",1,,,1,,
"Construcción (121)",3,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",826,30,257,338,179,22
"Venta, mant.y rep. veh.autom.y motoc. (123)",6,,4,2,,
"Comercio al por mayor (124)",17,,8,8,1,
"Comercio al por menor (125)",803,30,245,328,178,22
"Hoteles y restaurantes (126)",363,11,142,130,74,6
"Trans., almac. y comunicaciones (127)",18,,10,5,3,
"Intermediación financiera (128)",3,,,1,2,
"Activid.inmobil., empres. y alquileres (129)",37,,15,16,6,
"Admin.pub. y defensa; p. segur.soc afil (130)",88,,26,46,16,
"Enseñanza (131)",574,,148,311,113,2
"Servicios sociales y de salud (132)",45,,18,19,7,1
"Otras activ. serv.comun.soc y personales (133)",90,3,40,29,16,2
"Hogares privados con servicio doméstico (134)",377,15,223,86,41,12
"Actividad economica no especificada (136)",209,2,85,64,45,13
"Desocupado (137)",167,9,99,40,17,2
,,,,,,
"RURAL (138)",9519,356,3370,2990,2115,688
"Agric., ganadería, caza y silvicultura (139)",7493,304,2590,2191,1786,622
"Pesca (140)",586,13,234,227,94,18
"Explotación de minas y canteras (141)",5,,2,3,,
"Industrias manufactureras (142)",71,,26,27,12,6
"Construcción (144)",38,,10,21,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",270,5,81,113,63,8
"Venta, mant.y rep. veh.autom.y motoc. (146)",7,,3,3,1,
"Comercio al por mayor (147)",16,,3,9,4,
"Comercio al por menor (148)",247,5,75,101,58,8
"Hoteles y restaurantes (149)",48,2,20,16,9,1
"Trans., almac. y comunicaciones (150)",28,,12,11,5,
"Activid.inmobil., empres. y alquileres (152)",3,,2,1,,
"Admin.pub. y defensa; p. segur.soc afil (153)",23,,6,13,4,
"Enseñanza (154)",331,,99,170,60,2
"Servicios sociales y de salud (155)",17,,3,12,1,1
"Otras activ. serv.comun.soc y personales (156)",16,,7,7,2,
"Hogares privados con servicio doméstico (157)",174,4,80,54,29,7
"Actividad economica no especificada (159)",184,,73,70,27,14
"Desocupado (160)",232,28,125,54,16,9
"Hombres (161)",7080,241,2492,2249,1542,556
"Agric., ganadería, caza y silvicultura (162)",5668,208,1968,1676,1308,508
"Pesca (163)",564,13,223,221,89,18
"Explotación de minas y canteras (164)",5,,2,3,,
"Industrias manufactureras (165)",62,,19,26,11,6
"Construcción (167)",36,,9,20,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",185,4,56,77,42,6
"Venta, mant.y rep. veh.autom.y motoc. (169)",7,,3,3,1,
"Comercio al por mayor (170)",13,,3,7,3,
"Comercio al por menor (171)",165,4,50,67,38,6
"Hoteles y restaurantes (172)",5,1,2,1,1,
"Trans., almac. y comunicaciones (173)",27,,11,11,5,
"Activid.inmobil., empres. y alquileres (175)",3,,2,1,,
"Admin.pub. y defensa; p. segur.soc afil (176)",18,,4,11,3,
"Enseñanza (177)",219,,60,114,43,2
"Servicios sociales y de salud (178)",10,,2,7,1,
"Otras activ. serv.comun.soc y personales (179)",12,,3,7,2,
"Hogares privados con servicio doméstico (180)",23,1,14,5,2,1
"Actividad economica no especificada (182)",69,,24,24,14,7
"Desocupado (183)",174,14,93,45,14,8
"Mujeres (184)",2439,115,878,741,573,132
"Agric., ganadería, caza y silvicultura (185)",1825,96,622,515,478,114
"Pesca (186)",22,,11,6,5,
"Industrias manufactureras (188)",9,,7,1,1,
"Construcción (190)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",85,1,25,36,21,2
"Comercio al por mayor (193)",3,,,2,1,
"Comercio al por menor (194)",82,1,25,34,20,2
"Hoteles y restaurantes (195)",43,1,18,15,8,1
"Trans., almac. y comunicaciones (196)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",5,,2,2,1,
"Enseñanza (200)",112,,39,56,17,
"Servicios sociales y de salud (201)",7,,1,5,,1
"Otras activ. serv.comun.soc y personales (202)",4,,4,,,
"Hogares privados con servicio doméstico (203)",151,3,66,49,27,6
"Actividad economica no especificada (205)",115,,49,46,13,7
"Desocupado (206)",58,14,32,9,2,1
