"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",11,7,2,2,
"Trabajador independiente (059)",7,6,1,,
"Trabajador familiar no remunerado (061)",9,9,,,
"Trabajador del hogar (062)",6,6,,,
"De 15 a 29 años (064)",1045,769,120,65,91
"Empleado (065)",272,138,38,33,63
"Obrero (066)",318,203,58,29,28
"Trabajador independiente (067)",303,284,19,,
"Empleador o patrono (068)",13,8,4,1,
"Trabajador familiar no remunerado (069)",83,80,1,2,
"Trabajador del hogar (070)",56,56,,,
"De 30 a 44 años (072)",1698,1026,249,206,217
"Empleado (073)",722,235,167,163,157
"Obrero (074)",330,177,52,41,60
"Trabajador independiente (075)",535,512,23,,
"Empleador o patrono (076)",21,18,3,,
"Trabajador familiar no remunerado (077)",53,47,4,2,
"Trabajador del hogar (078)",37,37,,,
"De 45 a 64 años (080)",1372,929,139,148,156
"Empleado (081)",410,102,78,104,126
"Obrero (082)",271,160,40,41,30
"Trabajador independiente (083)",589,569,20,,
"Empleador o patrono (084)",31,28,,3,
"Trabajador familiar no remunerado (085)",47,46,1,,
"Trabajador del hogar (086)",24,24,,,
"De 65 y más años (088)",310,284,7,10,9
"Empleado (089)",22,11,1,3,7
"Obrero (090)",54,42,4,6,2
"Trabajador independiente (091)",198,196,2,,
"Empleador o patrono (092)",10,10,,,
"Trabajador familiar no remunerado (093)",22,21,,1,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",4766,4423,179,79,85
"Empleado (097)",162,69,37,36,20
"Obrero (098)",1104,900,98,41,65
"Trabajador independiente (099)",2506,2483,23,,
"Empleador o patrono (100)",44,43,1,,
"Trabajador familiar no remunerado (101)",910,888,20,2,
"Trabajador del hogar (102)",40,40,,,
"De 06 a 14 años (104)",139,135,3,,1
"Obrero (106)",18,14,3,,1
"Trabajador independiente (107)",34,34,,,
"Trabajador familiar no remunerado (109)",86,86,,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1524,1404,67,32,21
"Empleado (113)",43,16,10,12,5
"Obrero (114)",428,354,39,19,16
"Trabajador independiente (115)",548,543,5,,
"Empleador o patrono (116)",9,9,,,
"Trabajador familiar no remunerado (117)",475,461,13,1,
"Trabajador del hogar (118)",21,21,,,
"De 30 a 44 años (120)",1439,1308,65,29,37
"Empleado (121)",83,34,21,17,11
"Obrero (122)",339,270,32,11,26
"Trabajador independiente (123)",798,789,9,,
"Empleador o patrono (124)",17,16,1,,
"Trabajador familiar no remunerado (125)",194,191,2,1,
"Trabajador del hogar (126)",8,8,,,
"De 45 a 64 años (128)",1157,1086,34,15,22
"Empleado (129)",33,17,6,6,4
"Obrero (130)",247,197,23,9,18
"Trabajador independiente (131)",747,745,2,,
"Empleador o patrono (132)",11,11,,,
"Trabajador familiar no remunerado (133)",111,108,3,,
"Trabajador del hogar (134)",8,8,,,
"De 65 y más años (136)",507,490,10,3,4
"Empleado (137)",3,2,,1,
"Obrero (138)",72,65,1,2,4
"Trabajador independiente (139)",379,372,7,,
"Empleador o patrono (140)",7,7,,,
"Trabajador familiar no remunerado (141)",44,42,2,,
"Trabajador del hogar (142)",2,2,,,
