"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 25 a 29 años (024)",272,246,48,60,74,52,11,1,,,26,416
"De 30 a 34 años (025)",274,259,25,49,74,49,45,13,2,2,15,663
"De 35 a 39 años (026)",254,248,10,25,39,46,81,38,8,1,6,906
"De 40 a 44 años (027)",248,247,9,19,29,39,72,49,20,10,1,1116
"De 45 a 49 años (028)",189,189,6,10,16,22,52,47,28,8,,974
"De 50 y más años (029)",643,639,30,21,29,51,127,152,109,120,4,4061
"Desocupada (030)",61,53,18,11,6,1,5,5,5,2,8,144
"De 12 a 14 años (031)",4,4,4,,,,,,,,,
"De 15 a 19 años (032)",11,11,8,3,,,,,,,,3
"De 20 a 24 años (033)",15,10,3,4,3,,,,,,5,10
"De 25 a 29 años (034)",3,2,,1,,1,,,,,1,4
"De 30 a 34 años (035)",7,6,1,2,,,3,,,,1,16
"De 35 a 39 años (036)",3,2,1,,,,1,,,,1,4
"De 40 a 44 años (037)",5,5,,,2,,,2,1,,,25
"De 45 a 49 años (038)",4,4,,,,,,2,1,1,,33
"De 50 y más años (039)",9,9,1,1,1,,1,1,3,1,,49
"No PEA (040)",8328,8200,2247,643,673,644,1264,1076,835,818,128,32776
"De 12 a 14 años (041)",1066,1059,1052,4,3,,,,,,7,10
"De 15 a 19 años (042)",1026,1012,876,117,17,2,,,,,14,157
"De 20 a 24 años (043)",577,545,131,222,140,37,14,1,,,32,681
"De 25 a 29 años (044)",592,573,28,121,188,152,76,8,,,19,1328
"De 30 a 34 años (045)",597,584,15,32,106,145,210,67,7,2,13,2104
"De 35 a 39 años (046)",517,513,5,18,58,70,191,117,44,10,4,2411
"De 40 a 44 años (047)",520,515,26,19,26,40,137,149,82,36,5,2848
"De 45 a 49 años (048)",453,450,15,16,10,29,103,121,94,62,3,2840
"De 50 y más años (049)",2980,2949,99,94,125,169,533,613,608,708,31,20397
,,,,,,,,,,,,
"URBANA (060)",4754,4625,1179,474,469,465,797,585,359,297,129,16484
"De 12 a 14 años (061)",474,469,466,2,1,,,,,,5,4
"De 15 a 19 años (062)",538,533,462,62,9,,,,,,5,80
"De 20 a 24 años (063)",363,330,92,144,66,20,8,,,,33,371
"De 25 a 29 años (064)",418,388,47,91,109,103,36,2,,,30,782
"De 30 a 34 años (065)",422,400,24,55,109,82,106,19,3,2,22,1148
"De 35 a 39 años (066)",374,366,8,28,60,67,124,56,22,1,8,1434
"De 40 a 44 años (067)",367,362,15,23,40,49,103,85,37,10,5,1684
"De 45 a 49 años (068)",305,304,6,17,16,39,89,76,40,21,1,1632
"De 50 y más años (069)",1493,1473,59,52,59,105,331,347,257,263,20,9349
"PEA (070)",1330,1274,166,176,190,184,250,169,82,57,56,4636
"De 12 a 14 años (071)",18,18,18,,,,,,,,,
"De 15 a 19 años (072)",53,52,37,13,2,,,,,,1,17
"De 20 a 24 años (073)",116,98,33,40,18,4,3,,,,18,100
"De 25 a 29 años (074)",160,143,27,33,41,37,5,,,,17,246
"De 30 a 34 años (075)",175,164,17,37,49,29,26,3,1,2,11,381
"De 35 a 39 años (076)",167,161,6,15,31,35,50,19,5,,6,558
"De 40 a 44 años (077)",167,166,7,15,24,28,47,31,11,3,1,687
"De 45 a 49 años (078)",118,118,2,9,11,19,36,27,10,4,,560
"De 50 y más años (079)",356,354,19,14,14,32,83,89,55,48,2,2087
"Ocupada (080)",1295,1244,156,170,186,183,246,168,79,56,51,4559
"De 12 a 14 años (081)",16,16,16,,,,,,,,,
"De 15 a 19 años (082)",49,48,35,11,2,,,,,,1,15
"De 20 a 24 años (083)",106,91,30,38,16,4,3,,,,15,94
"De 25 a 29 años (084)",158,141,27,32,41,36,5,,,,17,242
"De 30 a 34 años (085)",170,160,16,36,49,29,24,3,1,2,10,371
"De 35 a 39 años (086)",164,159,5,15,31,35,49,19,5,,5,554
"De 40 a 44 años (087)",163,162,7,15,22,28,47,30,10,3,1,669
"De 45 a 49 años (088)",116,116,2,9,11,19,36,27,9,3,,539
"De 50 y más años (089)",353,351,18,14,14,32,82,89,54,48,2,2075
"Desocupada (090)",35,30,10,6,4,1,4,1,3,1,5,77
"De 12 a 14 años (091)",2,2,2,,,,,,,,,
"De 15 a 19 años (092)",4,4,2,2,,,,,,,,2
"De 20 a 24 años (093)",10,7,3,2,2,,,,,,3,6
"De 25 a 29 años (094)",2,2,,1,,1,,,,,,4
"De 30 a 34 años (095)",5,4,1,1,,,2,,,,1,10
"De 35 a 39 años (096)",3,2,1,,,,1,,,,1,4
"De 40 a 44 años (097)",4,4,,,2,,,1,1,,,18
"De 45 a 49 años (098)",2,2,,,,,,,1,1,,21
"De 50 y más años (099)",3,3,1,,,,1,,1,,,12
"No PEA (100)",3424,3351,1013,298,279,281,547,416,277,240,73,11848
"De 12 a 14 años (101)",456,451,448,2,1,,,,,,5,4
"De 15 a 19 años (102)",485,481,425,49,7,,,,,,4,63
"De 20 a 24 años (103)",247,232,59,104,48,16,5,,,,15,271
"De 25 a 29 años (104)",258,245,20,58,68,66,31,2,,,13,536
"De 30 a 34 años (105)",247,236,7,18,60,53,80,16,2,,11,767
"De 35 a 39 años (106)",207,205,2,13,29,32,74,37,17,1,2,876
"De 40 a 44 años (107)",200,196,8,8,16,21,56,54,26,7,4,997
"De 45 a 49 años (108)",187,186,4,8,5,20,53,49,30,17,1,1072
"De 50 y más años (109)",1137,1119,40,38,45,73,248,258,202,215,18,7262
,,,,,,,,,,,,
"RURAL (120)",5832,5746,1352,462,509,449,866,796,648,664,86,24801
"De 12 a 14 años (121)",619,617,613,2,2,,,,,,2,6
"De 15 a 19 años (122)",596,586,487,84,13,2,,,,,10,116
"De 20 a 24 años (123)",426,396,92,154,110,27,12,1,,,30,513
"De 25 a 29 años (124)",449,433,29,91,153,102,51,7,,,16,966
"De 30 a 34 años (125)",456,449,17,28,71,112,152,61,6,2,7,1635
"De 35 a 39 años (126)",400,397,8,15,37,49,149,99,30,10,3,1887
"De 40 a 44 años (127)",406,405,20,15,17,30,106,115,66,36,1,2305
"De 45 a 49 años (128)",341,339,15,9,10,12,66,94,83,50,2,2215
"De 50 y más años (129)",2139,2124,71,64,96,115,330,419,463,566,15,15158
"PEA (130)",928,897,118,117,115,86,149,136,90,86,31,3873
"De 12 a 14 años (131)",9,9,9,,,,,,,,,
"De 15 a 19 años (132)",55,55,36,16,3,,,,,,,22
"De 20 a 24 años (133)",96,83,20,36,18,6,3,,,,13,103
"De 25 a 29 años (134)",115,105,21,28,33,16,6,1,,,10,174
"De 30 a 34 años (135)",106,101,9,14,25,20,22,10,1,,5,298
"De 35 a 39 años (136)",90,89,5,10,8,11,32,19,3,1,1,352
"De 40 a 44 años (137)",86,86,2,4,7,11,25,20,10,7,,454
"De 45 a 49 años (138)",75,75,4,1,5,3,16,22,19,5,,447
"De 50 y más años (139)",296,294,12,8,16,19,45,64,57,73,2,2023
"Ocupada (140)",902,874,110,112,113,86,148,132,88,85,28,3806
"De 12 a 14 años (141)",7,7,7,,,,,,,,,
"De 15 a 19 años (142)",48,48,30,15,3,,,,,,,21
"De 20 a 24 años (143)",91,80,20,34,17,6,3,,,,11,99
"De 25 a 29 años (144)",114,105,21,28,33,16,6,1,,,9,174
"De 30 a 34 años (145)",104,99,9,13,25,20,21,10,1,,5,292
"De 35 a 39 años (146)",90,89,5,10,8,11,32,19,3,1,1,352
"De 40 a 44 años (147)",85,85,2,4,7,11,25,19,10,7,,447
"De 45 a 49 años (148)",73,73,4,1,5,3,16,20,19,5,,435
"De 50 y más años (149)",290,288,12,7,15,19,45,63,55,72,2,1986
"Desocupada (150)",26,23,8,5,2,,1,4,2,1,3,67
"De 12 a 14 años (151)",2,2,2,,,,,,,,,
"De 15 a 19 años (152)",7,7,6,1,,,,,,,,1
"De 20 a 24 años (153)",5,3,,2,1,,,,,,2,4
"De 25 a 29 años (154)",1,,,,,,,,,,1,
"De 30 a 34 años (155)",2,2,,1,,,1,,,,,6
"De 40 a 44 años (157)",1,1,,,,,,1,,,,7
"De 45 a 49 años (158)",2,2,,,,,,2,,,,12
"De 50 y más años (159)",6,6,,1,1,,,1,2,1,,37
"No PEA (160)",4904,4849,1234,345,394,363,717,660,558,578,55,20928
"De 12 a 14 años (161)",610,608,604,2,2,,,,,,2,6
"De 15 a 19 años (162)",541,531,451,68,10,2,,,,,10,94
"De 20 a 24 años (163)",330,313,72,118,92,21,9,1,,,17,410
"De 25 a 29 años (164)",334,328,8,63,120,86,45,6,,,6,792
"De 30 a 34 años (165)",350,348,8,14,46,92,130,51,5,2,2,1337
"De 35 a 39 años (166)",310,308,3,5,29,38,117,80,27,9,2,1535
"De 40 a 44 años (167)",320,319,18,11,10,19,81,95,56,29,1,1851
"De 45 a 49 años (168)",266,264,11,8,5,9,50,72,64,45,2,1768
"De 50 y más años (169)",1843,1830,59,56,80,96,285,355,406,493,13,13135
