"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (065)",44,21,2,3,18
"Superior no univ. completa (066)",185,66,12,15,92
"Superior univ. incompleta (067)",63,30,5,5,23
"Superior univ. completa (068)",176,41,19,23,93
"De 06 a 14 años (070)",18,18,,,
"Primaria (073)",14,14,,,
"Secundaria (074)",4,4,,,
"De 15 a 29 años (080)",327,245,13,10,59
"Sin nivel (081)",11,11,,,
"Primaria (083)",75,72,2,,1
"Secundaria (084)",150,131,5,,14
"Superior no univ. incompleta (085)",13,9,,,4
"Superior no univ. completa (086)",30,12,1,2,15
"Superior univ. incompleta (087)",14,6,2,1,5
"Superior univ. completa (088)",34,4,3,7,20
"De 30 a 44 años (090)",509,288,31,33,157
"Sin nivel (091)",12,11,,,1
"Primaria (093)",106,99,4,,3
"Secundaria (094)",109,78,6,3,22
"Superior no univ. incompleta (095)",22,10,,2,10
"Superior no univ. completa (096)",117,45,6,10,56
"Superior univ. incompleta (097)",36,19,1,4,12
"Superior univ. completa (098)",107,26,14,14,53
"De 45 a 64 años (100)",291,194,15,9,73
"Sin nivel (101)",22,21,1,,
"Primaria (103)",117,106,2,1,8
"Secundaria (104)",61,43,2,2,14
"Superior no univ. incompleta (105)",9,2,2,1,4
"Superior no univ. completa (106)",38,9,5,3,21
"Superior univ. incompleta (107)",12,5,1,,6
"Superior univ. completa (108)",32,8,2,2,20
"De 65 y más años (110)",72,66,5,,1
"Sin nivel (111)",19,19,,,
"Primaria (113)",44,41,2,,1
"Secundaria (114)",5,3,2,,
"Superior univ. incompleta (117)",1,,1,,
"Superior univ. completa (118)",3,3,,,
,,,,,
"RURAL (120)",4963,4698,107,30,128
"Sin nivel (121)",629,618,6,1,4
"Educación inicial (122)",8,8,,,
"Primaria (123)",2800,2741,45,5,9
"Secundaria (124)",1240,1199,25,5,11
"Superior no univ. incompleta (125)",46,38,1,1,6
"Superior no univ. completa (126)",140,48,23,15,54
"Superior univ. incompleta (127)",34,23,2,1,8
"Superior univ. completa (128)",66,23,5,2,36
"De 06 a 14 años (130)",70,67,3,,
"Sin nivel (131)",12,11,1,,
"Primaria (133)",48,47,1,,
"Secundaria (134)",10,9,1,,
"De 15 a 29 años (140)",1665,1583,37,8,37
"Sin nivel (141)",83,79,1,,3
"Educación inicial (142)",5,5,,,
"Primaria (143)",786,768,15,,3
"Secundaria (144)",701,680,15,1,5
"Superior no univ. incompleta (145)",17,15,,,2
"Superior no univ. completa (146)",47,19,4,7,17
"Superior univ. incompleta (147)",13,10,1,,2
"Superior univ. completa (148)",13,7,1,,5
"De 30 a 44 años (150)",1679,1546,43,15,75
"Sin nivel (151)",161,160,,1,
"Educación inicial (152)",3,3,,,
"Primaria (153)",995,975,15,2,3
"Secundaria (154)",369,357,6,1,5
"Superior no univ. incompleta (155)",19,14,,1,4
"Superior no univ. completa (156)",75,19,17,7,32
"Superior univ. incompleta (157)",15,7,1,1,6
"Superior univ. completa (158)",42,11,4,2,25
"De 45 a 64 años (160)",1240,1197,20,7,16
"Sin nivel (161)",250,246,3,,1
"Primaria (163)",806,789,11,3,3
"Secundaria (164)",142,135,3,3,1
"Superior no univ. incompleta (165)",10,9,1,,
"Superior no univ. completa (166)",17,9,2,1,5
"Superior univ. incompleta (167)",5,5,,,
"Superior univ. completa (168)",10,4,,,6
"De 65 y más años (170)",309,305,4,,
"Sin nivel (171)",123,122,1,,
"Primaria (173)",165,162,3,,
"Secundaria (174)",18,18,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",1,1,,,
